member_id,tenure_months,membership_tier,monthly_dues,visit_frequency_per_month,personal_training_addon,group_classes_per_month,has_locker_rental,referred_by_member,payment_method,avg_session_minutes,app_engagement_score,has_nutrition_plan,membership_value_estimate,cancelled
PAL-00268,2,Core,46.65,16.2,No,3,Yes,No,Credit Card,37.7,19,No,190.39,No
PAL-00269,56,Elite,76.86,1.7,Yes,5,Yes,No,Credit Card,51.0,15,No,2538.99,No
PAL-00270,22,Core,53.95,7.8,No,4,No,No,Credit Card,33.8,81,Yes,1340.8,No
PAL-00271,57,Core,41.02,2.5,No,0,No,No,Bank Draft,69.8,17,Yes,1601.17,No
PAL-00272,7,Basic,29.0,7.9,No,3,No,No,Debit Card,36.2,92,No,375.86,Yes
PAL-00273,45,Basic,27.47,11.4,No,0,No,Yes,Debit Card,64.0,23,No,1903.39,No
PAL-00274,48,Core,50.55,8.6,Yes,2,No,No,Bank Draft,23.3,33,No,2737.57,No
PAL-00275,11,Elite,79.7,2.4,No,4,No,No,Credit Card,71.1,71,No,913.1,No
PAL-00276,59,Basic,27.4,5.6,No,5,Yes,No,Debit Card,63.0,65,No,3287.44,No
PAL-00277,4,Elite,70.74,7.9,No,1,No,No,Credit Card,28.6,64,No,590.66,No
PAL-00278,55,Core,45.08,2.7,No,1,Yes,No,Debit Card,53.3,29,No,4683.03,No
PAL-00279,14,Basic,24.93,6.0,No,2,No,Yes,Bank Draft,59.7,49,No,562.9,No
PAL-00280,56,Core,44.68,6.4,No,1,Yes,No,Credit Card,72.6,73,No,2239.6,No
PAL-00281,19,Elite,83.34,3.8,No,0,No,Yes,Credit Card,30.9,55,No,3944.85,No
PAL-00282,22,Basic,23.25,5.3,No,3,Yes,No,Credit Card,75.7,21,No,624.05,No
PAL-00283,36,Elite,84.72,9.6,Yes,2,Yes,No,Debit Card,48.6,21,Yes,3272.39,No
PAL-00284,31,Basic,31.13,5.9,No,4,Yes,No,Credit Card,83.6,40,Yes,854.62,No
PAL-00285,54,Elite,99.64,10.7,Yes,4,No,No,Debit Card,74.9,30,No,4137.82,No
PAL-00286,23,Core,47.49,10.1,No,1,Yes,No,Credit Card,15.0,87,No,1205.56,No
PAL-00287,21,Core,37.63,10.9,No,6,No,No,Credit Card,61.3,13,No,587.64,No
PAL-00288,22,Core,40.72,6.1,No,1,No,No,Credit Card,49.4,63,No,718.41,No
PAL-00289,33,Elite,83.74,9.0,Yes,1,No,No,Credit Card,64.7,25,No,5172.26,No
PAL-00290,0,Core,46.56,10.7,No,2,No,No,Debit Card,60.0,7,No,95.56,No
PAL-00291,32,Elite,78.55,8.3,Yes,3,Yes,No,Debit Card,56.3,37,No,3345.38,No
PAL-00292,36,Basic,26.23,11.6,No,0,Yes,No,Credit Card,62.1,8,No,416.2,No
PAL-00293,23,Basic,22.1,1.4,No,3,No,No,Bank Draft,38.0,45,No,1479.26,Yes
PAL-00294,49,Basic,24.76,15.4,No,1,No,No,Credit Card,26.2,99,Yes,946.04,No
PAL-00295,1,Basic,23.94,7.4,No,3,Yes,No,Credit Card,60.9,70,No,0.0,Yes
PAL-00296,24,Elite,92.63,8.9,No,0,No,No,Credit Card,56.2,36,No,2344.15,Yes
PAL-00297,19,Core,46.82,21.7,No,2,No,Yes,Credit Card,68.8,81,No,1083.84,No
PAL-00298,51,Elite,91.04,11.4,Yes,3,No,No,Debit Card,60.2,20,No,4999.33,No
PAL-00299,43,Basic,27.47,4.3,Yes,4,No,Yes,Credit Card,45.6,82,No,1027.32,Yes
PAL-00300,27,Core,47.28,11.0,No,1,No,No,Credit Card,56.5,46,No,841.59,No
PAL-00301,19,Elite,74.09,17.6,Yes,0,No,No,Debit Card,71.1,24,No,1231.3,No
PAL-00302,39,Basic,24.05,8.1,No,2,Yes,No,Bank Draft,54.7,37,No,231.21,No
PAL-00303,44,Core,47.84,5.8,Yes,2,No,No,Debit Card,22.8,49,No,4406.84,No
PAL-00304,0,Basic,20.37,15.0,No,1,Yes,No,Debit Card,72.1,66,Yes,0.0,No
PAL-00305,60,Core,53.02,8.4,No,5,No,No,Credit Card,37.2,100,No,7306.79,No
PAL-00306,37,Basic,26.75,3.8,No,2,No,No,Credit Card,43.7,50,No,1463.78,Yes
PAL-00307,24,Core,42.41,5.4,No,4,Yes,No,Debit Card,37.4,16,No,1438.36,Yes
PAL-00308,17,Basic,23.39,8.1,No,2,No,Yes,Debit Card,54.7,63,No,511.59,No
PAL-00309,38,Core,46.55,1.9,Yes,3,No,No,Credit Card,46.6,98,No,1977.45,No
PAL-00310,48,Core,47.98,11.9,No,3,No,Yes,Credit Card,61.2,86,Yes,1994.12,No
PAL-00311,52,Basic,18.07,4.1,Yes,0,Yes,No,Bank Draft,64.4,29,No,730.48,Yes
PAL-00312,0,Basic,27.71,6.6,No,1,No,No,Bank Draft,29.7,47,No,64.28,Yes
PAL-00313,37,Core,46.49,12.0,Yes,1,No,No,Bank Draft,21.2,5,Yes,1761.06,No
PAL-00314,6,Basic,21.05,10.8,Yes,2,No,No,Credit Card,43.4,70,No,169.43,Yes
PAL-00315,15,Core,44.56,8.8,No,1,No,No,Credit Card,64.9,96,No,730.98,No
PAL-00316,49,Basic,22.02,2.3,No,2,No,No,Credit Card,57.0,48,No,1355.39,Yes
PAL-00317,7,Basic,25.23,8.7,No,5,No,No,Debit Card,62.4,41,No,235.76,No
PAL-00318,27,Core,41.88,4.2,No,0,Yes,No,Bank Draft,34.6,84,No,1214.53,Yes
PAL-00319,0,Elite,93.73,4.7,Yes,2,No,No,Credit Card,34.7,46,No,0.0,No
PAL-00320,16,Elite,82.56,10.0,Yes,3,Yes,No,Debit Card,62.2,44,No,1378.34,No
PAL-00321,32,Basic,25.41,3.4,No,1,Yes,No,Credit Card,35.9,26,No,837.86,No
PAL-00322,1,Core,44.16,9.1,Yes,3,No,No,Credit Card,56.4,28,No,105.95,No
PAL-00323,55,Elite,68.65,14.5,Yes,0,No,No,Credit Card,29.6,36,No,3378.85,No
PAL-00324,21,Basic,23.36,6.2,No,3,No,No,Debit Card,48.8,93,No,200.87,Yes
PAL-00325,3,Elite,74.08,13.3,Yes,4,No,No,Credit Card,41.6,53,No,657.66,No
PAL-00326,48,Basic,26.09,5.8,No,2,Yes,No,Bank Draft,60.3,50,No,752.57,No
PAL-00327,2,Elite,74.93,4.5,No,3,No,No,Debit Card,28.7,41,No,155.44,No
PAL-00328,32,Core,50.18,4.8,Yes,2,No,No,Credit Card,64.7,72,No,2254.89,Yes
PAL-00329,19,Core,53.76,10.4,No,3,No,No,Credit Card,53.5,85,No,654.33,No
PAL-00330,7,Core,38.02,6.0,No,2,Yes,Yes,Credit Card,64.0,67,No,317.36,Yes
PAL-00331,20,Elite,91.8,5.0,No,2,Yes,No,Debit Card,41.1,67,Yes,2393.04,No
PAL-00332,22,Basic,27.5,15.6,No,2,Yes,No,Credit Card,63.3,69,No,351.12,Yes
PAL-00333,22,Basic,22.23,14.6,No,4,No,No,Credit Card,43.9,71,Yes,447.4,No
PAL-00334,21,Core,45.07,6.4,Yes,2,Yes,No,Credit Card,71.9,10,No,769.13,No
PAL-00335,7,Elite,81.34,5.8,No,1,No,No,Debit Card,29.1,88,No,751.97,No
PAL-00336,6,Elite,80.74,1.9,No,5,No,No,Credit Card,29.3,40,No,643.53,No
PAL-00337,59,Basic,25.21,5.6,No,2,No,No,Debit Card,50.9,52,No,1154.33,Yes
PAL-00338,22,Basic,25.38,1.8,No,0,Yes,No,Credit Card,54.1,95,No,812.62,Yes
PAL-00339,59,Elite,79.47,8.4,Yes,3,No,Yes,Bank Draft,54.6,79,No,4182.18,No
PAL-00340,8,Core,37.87,1.7,No,2,No,No,Credit Card,60.3,50,No,378.21,No
PAL-00341,45,Core,42.08,6.3,No,1,No,Yes,Debit Card,32.3,64,Yes,2505.51,No
PAL-00342,43,Core,45.94,6.6,No,2,No,No,Credit Card,76.2,11,No,2797.29,No
PAL-00343,33,Basic,28.58,7.7,No,2,No,No,Credit Card,50.6,24,No,831.84,No
PAL-00344,13,Basic,25.62,27.7,No,3,Yes,Yes,Credit Card,62.5,29,No,127.56,Yes
PAL-00345,13,Core,40.24,1.8,No,4,No,No,Credit Card,53.0,26,Yes,491.08,No
PAL-00346,17,Core,43.2,16.2,No,1,No,No,Credit Card,65.5,9,No,819.54,No
PAL-00347,42,Core,42.58,13.5,No,3,Yes,No,Bank Draft,103.0,85,Yes,696.68,No
PAL-00348,9,Core,45.76,7.6,No,2,No,No,Debit Card,37.8,41,No,272.35,No
PAL-00349,11,Core,43.3,15.2,Yes,1,Yes,Yes,Debit Card,53.2,9,No,553.84,No
PAL-00350,48,Core,49.67,15.1,No,2,No,No,Credit Card,49.4,15,Yes,1788.53,No
PAL-00351,0,Basic,19.45,11.4,No,3,No,No,Debit Card,70.1,51,No,48.44,Yes
PAL-00352,56,Core,44.73,3.9,Yes,1,No,No,Credit Card,61.6,83,No,3285.09,Yes
PAL-00353,48,Core,41.48,4.7,No,4,No,No,Debit Card,66.3,0,No,1159.97,No
PAL-00354,11,Basic,31.9,10.5,No,1,No,Yes,Credit Card,46.0,43,No,423.78,No
PAL-00355,10,Core,38.69,4.2,Yes,3,No,No,Credit Card,62.6,13,No,674.38,No
PAL-00356,32,Basic,25.31,3.5,No,2,No,No,Bank Draft,39.5,88,No,1477.24,No
PAL-00357,26,Core,41.53,8.9,No,3,No,No,Debit Card,44.2,16,No,1217.67,No
PAL-00358,55,Elite,95.79,5.4,No,4,No,No,Credit Card,67.6,66,Yes,9299.87,No
PAL-00359,19,Basic,25.73,2.8,No,0,Yes,No,Bank Draft,65.0,34,Yes,404.69,Yes
PAL-00360,57,Basic,24.65,2.7,No,3,No,No,Credit Card,66.5,50,Yes,1426.38,No
PAL-00361,34,Elite,78.29,13.4,No,1,No,Yes,Credit Card,39.9,74,No,3925.92,No
PAL-00362,8,Basic,25.78,15.6,No,1,No,No,Credit Card,62.3,10,No,269.68,Yes
PAL-00363,24,Basic,26.24,2.2,No,3,No,Yes,Credit Card,38.1,86,No,391.86,No
PAL-00364,36,Elite,76.62,10.1,Yes,1,Yes,No,Credit Card,52.8,20,No,1771.06,No
PAL-00365,17,Basic,27.28,15.7,No,2,No,No,Credit Card,63.4,36,Yes,600.15,Yes
PAL-00366,30,Basic,24.5,7.5,No,0,No,No,Credit Card,57.0,49,No,870.66,No
PAL-00367,39,Basic,17.79,1.3,No,5,Yes,No,Credit Card,68.9,82,No,707.41,No
PAL-00368,24,Elite,89.45,6.3,Yes,3,No,Yes,Credit Card,30.3,34,No,2793.31,No
PAL-00369,49,Basic,23.64,8.9,No,2,Yes,No,Credit Card,45.9,11,No,743.7,No
PAL-00370,49,Basic,24.31,5.5,No,0,No,No,Credit Card,33.7,80,No,1449.29,Yes
PAL-00371,58,Basic,22.89,21.6,No,6,No,No,Credit Card,46.5,2,No,1345.57,No
PAL-00372,1,Elite,81.28,7.0,Yes,2,No,No,Bank Draft,51.8,60,No,186.22,Yes
PAL-00373,9,Basic,21.69,13.4,No,2,No,No,Credit Card,52.5,97,Yes,56.24,Yes
PAL-00374,51,Elite,91.24,6.6,No,2,No,No,Debit Card,64.2,34,No,8378.28,No
PAL-00375,51,Basic,23.5,14.4,No,2,Yes,Yes,Debit Card,65.1,49,No,897.15,No
PAL-00376,14,Core,44.15,3.1,No,3,No,No,Debit Card,45.0,47,No,652.83,No
PAL-00377,60,Core,46.96,3.0,No,3,Yes,No,Credit Card,58.4,80,No,4004.66,No
PAL-00378,8,Core,47.81,1.8,Yes,7,No,No,Debit Card,75.3,37,No,375.54,No
PAL-00379,55,Basic,27.51,0.5,No,2,No,No,Debit Card,74.6,66,No,3841.85,No
PAL-00380,38,Elite,76.63,7.4,No,3,Yes,No,Credit Card,52.5,54,Yes,4455.93,No
PAL-00381,56,Basic,25.88,3.0,No,4,No,No,Debit Card,59.9,24,No,1137.61,Yes
PAL-00382,57,Elite,81.37,2.9,Yes,2,No,Yes,Credit Card,51.6,8,No,4957.41,Yes
PAL-00383,9,Elite,94.33,7.6,Yes,4,No,No,Debit Card,19.7,22,No,115.17,No
PAL-00384,31,Core,48.61,12.9,No,2,No,No,Debit Card,34.3,48,No,1743.97,Yes
PAL-00385,22,Basic,20.88,11.4,No,2,No,No,Debit Card,44.9,16,No,1396.28,Yes
PAL-00386,58,Basic,19.68,2.3,No,2,No,No,Debit Card,45.9,33,No,1158.69,No
PAL-00387,58,Elite,75.97,6.2,Yes,1,No,No,Credit Card,46.6,90,No,3632.27,No
PAL-00388,37,Basic,19.64,3.0,No,1,Yes,No,Debit Card,41.7,80,No,894.62,Yes
PAL-00389,16,Core,47.19,7.0,No,6,No,No,Debit Card,51.4,70,No,397.7,No
PAL-00390,36,Core,48.82,13.5,No,1,No,No,Bank Draft,48.7,34,No,3087.66,No
PAL-00391,36,Basic,25.66,3.7,No,2,No,No,Bank Draft,41.9,1,No,916.83,Yes
PAL-00392,11,Core,43.58,8.7,No,6,No,No,Bank Draft,43.1,75,Yes,376.58,No
PAL-00393,42,Core,44.22,12.6,No,3,No,No,Credit Card,42.5,36,No,1330.83,No
PAL-00394,9,Core,42.53,8.7,No,5,No,No,Debit Card,67.8,8,No,469.87,No
PAL-00395,4,Basic,20.41,12.2,Yes,2,No,No,Bank Draft,59.4,56,No,228.27,No
PAL-00396,38,Basic,24.67,7.4,No,3,No,No,Bank Draft,46.0,93,No,891.39,No
PAL-00397,49,Basic,26.88,8.1,Yes,3,No,No,Credit Card,62.4,20,No,1905.92,No
PAL-00398,3,Core,41.75,5.9,Yes,3,No,No,Credit Card,45.5,46,No,131.57,Yes
PAL-00399,36,Basic,26.11,1.8,Yes,3,No,No,Credit Card,48.7,97,No,596.39,No
PAL-00400,59,Core,50.43,4.2,Yes,5,No,No,Debit Card,48.1,40,Yes,4262.94,No
PAL-00401,58,Basic,23.88,17.9,No,1,No,No,Credit Card,68.0,61,No,1745.95,Yes
PAL-00402,16,Basic,29.58,10.2,Yes,5,No,No,Debit Card,55.8,58,No,447.49,Yes
PAL-00403,59,Core,44.21,4.5,No,2,No,No,Debit Card,46.3,30,Yes,4414.8,No
PAL-00404,28,Basic,23.08,13.5,No,5,No,No,Debit Card,70.8,39,No,719.37,No
PAL-00405,6,Core,40.41,8.3,No,3,No,No,Debit Card,49.4,59,No,344.1,No
PAL-00406,11,Basic,25.31,2.6,Yes,1,No,No,Credit Card,37.2,29,Yes,163.12,Yes
PAL-00407,31,Elite,87.75,6.3,No,4,No,No,Credit Card,42.5,38,No,5002.43,No
PAL-00408,27,Basic,23.76,4.2,No,1,No,No,Credit Card,29.9,5,No,1386.65,No
PAL-00409,7,Basic,24.31,5.2,No,2,No,No,Credit Card,42.1,40,No,105.54,No
PAL-00410,14,Core,41.52,10.7,No,1,No,No,Credit Card,45.8,43,No,446.08,No
PAL-00411,39,Elite,67.57,1.4,No,2,No,No,Credit Card,36.3,57,No,2902.6,No
PAL-00412,51,Basic,27.37,4.3,No,1,No,No,Credit Card,41.7,31,No,3082.05,Yes
PAL-00413,24,Basic,26.84,3.3,No,0,Yes,Yes,Credit Card,37.3,63,No,1085.27,Yes
PAL-00414,3,Core,53.35,1.5,No,2,No,No,Bank Draft,65.1,76,No,293.85,No
PAL-00415,31,Core,45.96,4.0,No,1,No,No,Credit Card,29.2,6,No,1456.26,No
PAL-00416,25,Basic,19.46,11.4,No,4,No,No,Credit Card,34.3,9,No,351.35,No
PAL-00417,34,Basic,21.82,6.3,No,2,No,Yes,Credit Card,52.7,43,No,948.55,No
PAL-00418,46,Elite,85.85,2.5,No,3,No,No,Credit Card,29.3,4,No,2584.06,No
PAL-00419,44,Basic,27.38,13.2,No,2,No,No,Credit Card,53.9,52,No,2293.27,No
PAL-00420,53,Core,46.82,1.9,No,2,No,No,Bank Draft,35.7,46,No,3042.46,Yes
PAL-00421,48,Elite,74.73,12.3,Yes,1,No,No,Credit Card,58.1,0,No,1984.5,No
PAL-00422,59,Basic,20.97,6.5,No,3,No,No,Debit Card,43.3,63,No,1476.48,Yes
PAL-00423,26,Core,42.82,6.2,No,5,No,Yes,Credit Card,45.4,52,No,1167.37,No
PAL-00424,3,Core,36.05,16.1,No,4,No,No,Credit Card,61.6,34,No,123.37,No
PAL-00425,33,Core,39.88,6.0,No,2,No,No,Credit Card,52.5,52,No,1108.05,No
PAL-00426,8,Basic,21.85,6.8,No,1,No,No,Credit Card,28.4,90,No,272.36,Yes
PAL-00427,6,Elite,87.03,7.6,Yes,6,No,No,Debit Card,52.9,82,No,660.79,No
PAL-00428,15,Elite,70.96,13.5,No,2,No,No,Credit Card,48.4,33,No,1157.14,No
PAL-00429,8,Basic,25.93,7.5,No,6,No,No,Credit Card,47.1,11,No,151.3,No
PAL-00430,58,Basic,27.81,4.5,No,2,No,No,Debit Card,45.3,39,No,972.58,Yes
PAL-00431,34,Core,42.34,5.8,No,3,No,Yes,Credit Card,39.4,13,No,1305.98,No
PAL-00432,59,Elite,88.11,1.5,No,1,No,No,Credit Card,55.0,36,No,6198.5,No
PAL-00433,34,Elite,79.39,4.3,No,0,No,No,Bank Draft,42.8,45,No,2218.77,No
PAL-00434,35,Basic,27.44,11.5,No,1,No,No,Credit Card,77.0,28,No,1371.58,Yes
PAL-00435,4,Core,42.45,2.2,Yes,3,No,No,Bank Draft,75.9,21,No,201.64,No
PAL-00436,44,Basic,20.07,9.0,No,2,No,No,Debit Card,51.1,71,No,950.9,No
PAL-00437,29,Basic,24.08,1.7,No,2,No,No,Debit Card,63.6,66,No,745.55,No
PAL-00438,28,Basic,23.76,7.0,No,3,No,No,Credit Card,48.4,96,No,1116.77,Yes
PAL-00439,57,Basic,23.1,9.2,No,3,Yes,No,Bank Draft,45.7,98,No,1710.72,No
PAL-00440,55,Basic,20.17,6.7,No,3,No,No,Credit Card,52.1,84,No,874.58,No
PAL-00441,32,Core,44.91,15.2,No,2,No,No,Credit Card,38.9,62,No,2213.06,No
PAL-00442,6,Core,48.28,6.1,No,3,No,No,Debit Card,39.8,44,No,202.75,No
PAL-00443,47,Elite,83.17,5.6,No,0,No,No,Credit Card,80.0,27,No,3099.38,No
PAL-00444,48,Core,45.03,6.9,No,1,No,No,Debit Card,51.1,31,No,1774.93,No
PAL-00445,4,Basic,29.0,9.6,No,1,Yes,Yes,Credit Card,59.2,26,No,140.06,Yes
PAL-00446,29,Core,46.62,10.9,No,1,No,No,Credit Card,62.0,83,No,2316.97,No
PAL-00447,16,Basic,24.55,9.6,No,2,No,No,Credit Card,39.6,49,No,417.21,Yes
PAL-00448,27,Basic,21.97,21.1,No,0,Yes,No,Credit Card,32.4,69,No,992.17,No
PAL-00449,49,Elite,80.85,6.8,No,1,No,No,Credit Card,74.2,11,No,5708.87,No
PAL-00450,34,Basic,25.97,17.2,No,1,Yes,No,Debit Card,54.9,65,No,1515.74,Yes
PAL-00451,11,Core,48.58,4.5,No,3,No,Yes,Credit Card,52.1,43,No,403.7,No
PAL-00452,28,Elite,79.04,0.4,Yes,1,No,No,Credit Card,57.7,94,No,665.59,No
PAL-00453,41,Core,50.71,5.9,Yes,3,No,Yes,Credit Card,57.7,81,No,4373.3,No
PAL-00454,52,Core,41.21,9.3,No,3,Yes,No,Bank Draft,66.1,19,Yes,2530.97,No
PAL-00455,7,Basic,24.39,3.9,No,2,Yes,No,Debit Card,64.1,66,No,372.61,Yes
PAL-00456,14,Basic,27.41,5.9,No,2,Yes,No,Credit Card,51.9,63,No,163.95,No
PAL-00457,16,Elite,74.58,15.0,No,1,No,No,Credit Card,52.1,66,No,2248.5,No
PAL-00458,7,Elite,72.16,11.8,No,1,No,No,Credit Card,71.0,58,No,1161.78,No
PAL-00459,24,Elite,85.43,2.7,Yes,3,No,No,Credit Card,30.4,15,No,5048.21,No
PAL-00460,39,Core,46.57,10.0,No,0,No,No,Credit Card,53.4,92,No,1041.64,No
PAL-00461,37,Core,46.75,5.6,No,1,Yes,Yes,Credit Card,35.7,48,No,626.5,No
PAL-00462,45,Basic,23.42,1.9,No,2,Yes,Yes,Credit Card,28.7,19,No,691.61,Yes
PAL-00463,20,Elite,70.75,8.0,No,3,Yes,Yes,Credit Card,41.6,70,No,1458.6,No
PAL-00464,30,Basic,23.59,13.6,No,1,No,No,Debit Card,36.2,46,No,958.32,No
PAL-00465,56,Core,45.95,18.3,No,2,Yes,Yes,Debit Card,59.9,59,No,2091.04,No
PAL-00466,39,Core,43.29,2.3,No,3,No,Yes,Credit Card,25.1,0,No,2379.12,No
PAL-00467,26,Elite,78.59,0.6,Yes,4,No,No,Bank Draft,68.7,38,No,1661.71,No
PAL-00468,29,Elite,71.74,12.2,No,0,No,No,Credit Card,46.6,5,No,2052.57,No
PAL-00469,16,Basic,24.98,11.9,No,2,No,No,Debit Card,63.3,32,Yes,404.83,No
PAL-00470,50,Basic,26.97,5.8,No,2,No,No,Debit Card,42.8,16,No,667.37,No
PAL-00471,23,Core,40.99,11.4,No,2,Yes,Yes,Credit Card,41.5,84,Yes,793.0,No
PAL-00472,43,Elite,77.07,10.5,No,1,Yes,No,Debit Card,46.7,99,No,3249.32,No
PAL-00473,34,Basic,21.97,5.5,No,2,No,No,Bank Draft,46.1,88,No,561.92,No
PAL-00474,58,Core,44.23,4.4,No,2,No,No,Credit Card,47.0,41,No,1944.8,No
PAL-00475,18,Basic,20.71,5.9,No,2,Yes,No,Credit Card,40.5,21,No,401.89,No
PAL-00476,36,Core,45.85,2.7,No,4,Yes,No,Credit Card,50.5,23,No,878.65,No
PAL-00477,43,Core,49.15,4.7,Yes,3,No,Yes,Debit Card,55.3,36,No,3635.46,No
PAL-00478,41,Core,44.29,5.2,No,0,No,Yes,Credit Card,58.2,54,No,3510.34,No
PAL-00479,56,Basic,26.45,10.1,No,2,No,Yes,Debit Card,68.9,57,No,1404.18,No
PAL-00480,32,Core,40.17,2.8,No,0,No,Yes,Credit Card,53.5,81,No,1490.64,No
PAL-00481,25,Basic,25.76,4.3,No,1,No,No,Bank Draft,60.7,65,No,866.64,Yes
PAL-00482,33,Basic,25.07,8.4,Yes,5,Yes,No,Credit Card,71.8,15,No,1376.92,Yes
PAL-00483,18,Elite,64.76,5.1,No,0,No,Yes,Debit Card,41.2,72,No,1202.78,No
PAL-00484,4,Core,40.86,2.5,No,1,Yes,No,Debit Card,60.7,63,No,325.44,No
PAL-00485,54,Elite,89.26,6.8,Yes,5,No,No,Credit Card,42.1,52,No,6583.03,No
PAL-00486,27,Elite,85.57,6.8,No,1,No,Yes,Credit Card,42.4,47,Yes,1759.19,No
PAL-00487,44,Core,40.09,15.8,No,3,Yes,No,Credit Card,53.0,16,No,1181.16,Yes
PAL-00488,14,Basic,25.17,1.6,No,5,No,No,Bank Draft,15.0,72,No,180.14,No
PAL-00489,10,Core,44.5,12.4,No,0,No,Yes,Bank Draft,48.1,3,No,129.32,No
PAL-00490,59,Core,39.35,3.3,No,1,No,No,Credit Card,41.2,39,No,2057.55,No
PAL-00491,11,Core,41.71,15.4,No,2,No,No,Credit Card,31.3,28,No,467.87,No
PAL-00492,54,Basic,25.01,9.5,No,2,Yes,Yes,Credit Card,61.3,31,No,947.98,Yes
PAL-00493,38,Basic,28.97,19.8,No,3,Yes,No,Credit Card,41.7,67,No,877.73,Yes
PAL-00494,24,Core,51.29,6.2,No,3,No,No,Credit Card,59.0,73,Yes,692.46,No
PAL-00495,21,Elite,79.43,0.9,No,2,No,Yes,Credit Card,62.5,47,No,2563.51,No
PAL-00496,6,Core,44.16,8.7,No,4,Yes,Yes,Credit Card,63.8,95,No,326.52,No
PAL-00497,20,Core,45.17,4.3,No,1,Yes,No,Credit Card,84.8,27,Yes,1089.22,No
PAL-00498,23,Basic,25.55,8.3,No,2,Yes,No,Credit Card,43.2,35,No,573.43,No
PAL-00499,7,Basic,24.34,3.5,No,1,No,No,Credit Card,35.4,48,No,246.1,Yes
PAL-00500,60,Elite,81.29,6.5,No,3,No,No,Debit Card,81.9,73,No,4803.92,No
PAL-00501,55,Basic,21.82,7.3,No,1,No,No,Debit Card,47.9,56,No,450.1,Yes
PAL-00502,4,Core,39.64,9.3,No,4,No,No,Debit Card,49.1,71,No,151.82,No
PAL-00503,36,Core,44.66,6.5,Yes,0,Yes,No,Debit Card,64.1,2,No,1469.08,No
PAL-00504,54,Core,38.22,2.4,Yes,1,No,Yes,Bank Draft,51.4,20,Yes,1185.17,No
PAL-00505,4,Basic,23.78,12.7,No,1,No,Yes,Credit Card,48.9,52,Yes,167.76,No
PAL-00506,6,Basic,26.59,2.3,No,5,No,Yes,Debit Card,64.5,99,No,155.53,No
PAL-00507,17,Elite,89.25,1.8,No,0,No,Yes,Debit Card,34.2,89,No,1052.3,No
PAL-00508,33,Core,45.41,4.8,No,2,No,No,Credit Card,35.6,31,No,2810.42,Yes
PAL-00509,35,Elite,75.54,3.1,No,1,Yes,No,Debit Card,51.7,20,No,4329.3,Yes
PAL-00510,52,Basic,27.16,8.7,No,4,No,No,Credit Card,25.3,11,No,1189.17,Yes
PAL-00511,55,Basic,20.54,6.1,No,2,Yes,No,Debit Card,28.1,2,Yes,1407.36,No
PAL-00512,37,Core,39.86,11.8,No,6,No,Yes,Debit Card,75.2,98,No,1262.52,No
PAL-00513,3,Basic,27.59,9.1,No,3,No,No,Debit Card,29.7,50,No,151.02,No
PAL-00514,10,Core,50.14,9.2,No,1,No,No,Bank Draft,44.6,59,No,648.34,No
PAL-00515,47,Basic,24.57,4.1,No,3,No,No,Credit Card,63.0,84,Yes,684.62,Yes
PAL-00516,60,Basic,31.99,3.7,No,2,No,No,Credit Card,65.4,68,No,1606.39,No
PAL-00517,6,Basic,28.58,0.9,Yes,5,No,No,Credit Card,57.6,19,No,312.32,Yes
PAL-00518,52,Core,52.59,10.3,Yes,2,No,No,Credit Card,44.6,60,No,1861.2,Yes
PAL-00519,24,Basic,24.38,12.1,No,2,No,Yes,Credit Card,39.8,39,No,589.36,No
PAL-00520,9,Core,42.26,8.8,No,1,No,No,Bank Draft,47.7,99,Yes,663.98,No
PAL-00521,44,Basic,21.42,1.8,No,1,No,No,Credit Card,55.8,24,No,1361.16,No
PAL-00522,31,Basic,21.82,5.0,No,2,Yes,No,Credit Card,32.7,72,Yes,861.55,Yes
PAL-00523,13,Elite,90.33,2.9,No,2,No,No,Credit Card,60.0,91,No,731.51,No
PAL-00524,39,Elite,74.19,7.0,Yes,0,Yes,No,Credit Card,52.1,74,No,2931.04,No
PAL-00525,10,Basic,23.3,1.9,No,4,No,No,Credit Card,42.6,0,No,387.43,Yes
PAL-00526,35,Elite,79.53,8.9,Yes,4,No,No,Debit Card,60.2,53,Yes,1804.51,No
PAL-00527,47,Core,38.6,11.7,No,3,No,No,Bank Draft,70.6,9,No,996.73,No
PAL-00528,21,Basic,30.29,2.4,No,3,No,No,Credit Card,54.0,1,No,612.7,Yes
PAL-00529,9,Basic,23.97,0.6,No,3,No,Yes,Credit Card,53.3,21,No,315.85,No
PAL-00530,49,Core,43.05,4.0,No,0,Yes,No,Debit Card,46.3,3,No,3608.33,No
PAL-00531,7,Basic,25.54,0.7,No,2,No,No,Debit Card,28.5,2,No,305.83,Yes
PAL-00532,17,Core,38.25,5.8,No,1,No,No,Credit Card,39.4,84,No,600.63,No
PAL-00533,2,Basic,24.46,7.5,No,1,No,No,Bank Draft,51.3,96,No,107.47,Yes
PAL-00534,18,Elite,68.72,10.0,Yes,2,No,No,Credit Card,32.2,25,No,1141.31,No
PAL-00535,3,Basic,24.29,4.6,No,2,Yes,No,Debit Card,42.7,57,No,83.06,Yes
PAL-00536,33,Elite,90.85,7.3,No,3,Yes,No,Credit Card,35.9,20,No,2403.7,No
PAL-00537,7,Core,43.46,4.2,Yes,0,Yes,No,Debit Card,53.0,27,No,230.55,No
