subscriber_id,tenure_months,plan_type,monthly_price,items_per_box,referral_count,boxes_skipped_ytd,gift_subscription,payment_method,loyalty_points_balance,app_installed,avg_review_rating,social_media_follower,subscriber_value_estimate,unsubscribed
CAS-01100,17,Curated,32.04,4,0,0,No,Credit Card,130,Yes,3.9,No,361.85,No
CAS-01101,14,Deluxe,57.66,11,2,3,No,PayPal,452,Yes,3.7,Yes,1267.81,No
CAS-01102,12,Curated,38.98,7,0,0,No,Credit Card,951,Yes,4.9,Yes,532.29,No
CAS-01103,1,Deluxe,57.39,7,0,2,No,Debit Card,460,Yes,3.9,No,273.99,Yes
CAS-01104,30,Curated,35.76,2,0,2,No,PayPal,84,Yes,4.6,Yes,1212.74,Yes
CAS-01105,18,Basic,18.65,6,1,1,Yes,Credit Card,94,Yes,4.3,No,442.55,No
CAS-01106,3,Curated,30.04,6,0,0,No,Debit Card,156,Yes,3.2,No,171.19,No
CAS-01107,30,Basic,24.04,4,0,0,Yes,Credit Card,221,Yes,3.5,No,537.75,Yes
CAS-01108,27,Curated,35.11,6,0,2,No,Buy Now Pay Later,191,Yes,4.5,No,2748.06,No
CAS-01109,28,Curated,35.4,2,0,2,No,Credit Card,472,Yes,5.0,No,860.19,No
CAS-01110,21,Basic,19.7,5,0,1,No,Buy Now Pay Later,120,Yes,3.4,No,490.58,No
CAS-01111,11,Curated,34.38,8,0,3,Yes,PayPal,427,No,3.8,No,510.3,No
CAS-01112,35,Curated,29.35,5,1,0,No,Credit Card,782,Yes,5.0,No,752.01,No
CAS-01113,42,Curated,31.93,5,1,1,No,PayPal,374,Yes,3.6,No,1037.64,No
CAS-01114,41,Curated,37.8,2,1,0,No,Debit Card,843,No,4.8,No,2079.52,No
CAS-01115,40,Basic,21.07,7,0,0,No,Credit Card,177,Yes,4.5,No,1432.65,No
CAS-01116,8,Curated,37.99,5,0,3,No,PayPal,558,No,4.3,No,700.61,No
CAS-01117,28,Curated,35.24,6,0,0,No,Credit Card,252,Yes,3.8,No,917.64,No
CAS-01118,23,Curated,37.82,6,1,2,No,Debit Card,69,No,5.0,No,577.92,No
CAS-01119,17,Curated,36.87,4,0,0,No,Buy Now Pay Later,134,No,3.4,No,815.82,No
CAS-01120,11,Curated,38.76,6,1,1,No,Debit Card,687,Yes,3.7,No,485.48,Yes
CAS-01121,11,Deluxe,54.05,5,0,2,Yes,PayPal,211,Yes,3.8,No,461.24,No
CAS-01122,40,Basic,19.56,5,0,1,No,Credit Card,191,Yes,3.5,No,826.78,Yes
CAS-01123,12,Basic,21.34,6,0,1,No,Credit Card,151,Yes,4.5,No,443.12,Yes
CAS-01124,20,Basic,19.17,6,1,2,No,Credit Card,199,No,4.6,No,268.31,Yes
CAS-01125,36,Deluxe,56.31,4,1,0,No,Credit Card,604,No,4.3,No,2630.54,Yes
CAS-01126,22,Basic,21.25,5,1,1,No,Debit Card,83,No,4.3,Yes,355.9,No
CAS-01127,43,Curated,36.87,2,0,2,No,Credit Card,98,No,4.7,No,1234.13,No
CAS-01128,8,Curated,33.19,6,1,1,No,Credit Card,170,Yes,4.6,No,518.94,Yes
CAS-01129,15,Basic,23.5,11,0,2,No,Credit Card,454,Yes,3.8,Yes,953.4,No
CAS-01130,33,Basic,16.65,8,1,0,No,PayPal,364,No,4.2,No,659.67,No
CAS-01131,22,Curated,39.78,6,0,0,No,Debit Card,98,Yes,4.4,Yes,1338.29,No
CAS-01132,25,Basic,20.23,4,0,2,No,Debit Card,613,No,3.3,Yes,584.64,No
CAS-01133,0,Curated,33.69,5,1,1,No,PayPal,1065,Yes,4.1,No,433.68,No
CAS-01134,10,Basic,18.73,2,1,1,No,Credit Card,337,Yes,3.8,Yes,370.19,No
CAS-01135,36,Basic,19.56,12,1,1,No,Debit Card,296,Yes,5.0,No,875.91,No
CAS-01136,6,Basic,21.16,4,1,0,No,Buy Now Pay Later,82,No,4.1,No,108.96,No
CAS-01137,26,Basic,19.07,2,0,3,No,Debit Card,381,Yes,2.7,No,498.82,Yes
CAS-01138,28,Curated,33.45,4,1,0,No,Credit Card,299,Yes,2.9,Yes,1689.55,No
CAS-01139,32,Curated,34.41,3,0,7,No,Credit Card,473,Yes,4.1,No,915.94,No
CAS-01140,13,Curated,34.92,5,0,0,Yes,Credit Card,250,Yes,4.1,No,377.36,No
CAS-01141,13,Curated,31.61,11,1,0,No,Credit Card,189,Yes,4.5,No,1787.41,No
CAS-01142,12,Curated,37.83,6,1,2,No,Credit Card,238,No,4.4,No,585.43,Yes
CAS-01143,0,Curated,31.9,7,0,1,No,Buy Now Pay Later,821,Yes,3.9,No,341.18,Yes
CAS-01144,4,Basic,19.65,6,0,1,No,Credit Card,330,No,5.0,No,222.25,Yes
CAS-01145,7,Curated,37.11,3,0,0,No,PayPal,335,Yes,3.2,No,324.05,No
CAS-01146,34,Curated,35.45,7,0,2,No,Credit Card,225,No,3.7,Yes,2042.59,No
CAS-01147,41,Basic,19.75,5,0,1,No,Credit Card,63,Yes,4.5,No,722.12,Yes
CAS-01148,29,Basic,19.64,7,1,3,No,Debit Card,194,No,3.0,No,718.29,Yes
CAS-01149,30,Basic,20.61,7,0,1,No,Credit Card,208,Yes,3.0,No,335.8,Yes
CAS-01150,38,Deluxe,61.48,7,2,1,No,Debit Card,690,Yes,4.5,No,2178.71,No
CAS-01151,9,Curated,41.06,10,0,1,No,Credit Card,267,Yes,3.8,No,407.39,No
CAS-01152,35,Basic,19.31,10,0,2,No,Credit Card,200,Yes,3.9,No,606.24,Yes
CAS-01153,22,Curated,30.94,5,0,0,No,Debit Card,205,Yes,4.5,Yes,3281.72,Yes
CAS-01154,6,Curated,36.92,2,0,2,No,Debit Card,551,No,3.5,Yes,339.84,No
CAS-01155,47,Curated,33.87,7,0,1,No,Credit Card,203,Yes,5.0,No,1543.13,No
CAS-01156,29,Basic,19.77,4,0,1,No,Credit Card,216,Yes,4.6,No,596.97,No
CAS-01157,42,Basic,20.53,9,1,1,Yes,Credit Card,443,No,4.9,Yes,1391.24,No
CAS-01158,14,Curated,35.31,7,0,3,No,Credit Card,998,Yes,2.9,No,1105.44,Yes
CAS-01159,47,Basic,19.12,6,1,0,No,Debit Card,331,No,5.0,No,1959.84,No
CAS-01160,18,Basic,20.3,11,0,1,No,PayPal,287,No,4.3,No,966.46,Yes
CAS-01161,41,Basic,19.68,6,1,0,No,Credit Card,309,No,4.0,No,1276.36,Yes
CAS-01162,14,Basic,22.54,13,0,1,No,Credit Card,310,Yes,3.9,No,202.67,No
CAS-01163,5,Curated,35.55,4,0,2,No,PayPal,688,Yes,3.8,No,501.45,No
CAS-01164,0,Basic,18.55,6,1,0,No,Credit Card,69,Yes,4.5,No,0.0,Yes
CAS-01165,45,Basic,17.45,7,0,0,No,Debit Card,816,Yes,5.0,No,650.25,Yes
CAS-01166,21,Deluxe,55.25,10,0,0,No,Buy Now Pay Later,1306,Yes,3.3,No,1282.49,No
CAS-01167,24,Basic,19.28,4,2,2,No,Debit Card,225,Yes,3.7,No,578.28,No
CAS-01168,4,Basic,20.9,8,0,2,No,PayPal,246,Yes,4.0,No,190.36,Yes
CAS-01169,7,Basic,21.13,3,0,0,No,Credit Card,223,Yes,3.4,Yes,180.04,No
CAS-01170,6,Curated,33.47,3,1,0,No,Debit Card,641,Yes,3.5,Yes,489.45,No
CAS-01171,4,Deluxe,56.52,5,1,0,No,Credit Card,672,No,4.1,No,427.05,No
CAS-01172,6,Basic,20.52,2,0,3,No,Credit Card,158,No,2.9,No,200.39,Yes
CAS-01173,16,Deluxe,53.5,9,1,1,Yes,PayPal,49,No,4.0,No,1609.64,No
CAS-01174,33,Basic,17.35,7,1,0,No,Credit Card,266,No,4.3,No,544.4,No
CAS-01175,38,Deluxe,52.44,12,0,2,No,Debit Card,344,Yes,4.5,No,1444.55,No
CAS-01176,45,Curated,32.08,7,1,1,No,PayPal,161,Yes,3.6,No,1068.97,No
CAS-01177,46,Basic,22.05,7,0,3,No,Debit Card,724,No,3.4,No,913.26,Yes
CAS-01178,37,Basic,22.23,8,1,1,No,Debit Card,38,No,5.0,Yes,1069.05,Yes
CAS-01179,39,Curated,39.57,6,0,0,No,Credit Card,186,Yes,3.2,No,2292.29,No
CAS-01180,25,Basic,19.43,4,1,0,No,Credit Card,769,Yes,4.5,No,1068.88,No
CAS-01181,9,Basic,21.85,4,1,1,Yes,Credit Card,541,No,4.2,No,423.61,Yes
CAS-01182,43,Curated,33.52,8,1,1,No,Credit Card,286,Yes,3.4,No,1001.23,Yes
CAS-01183,11,Basic,17.46,6,2,1,Yes,Credit Card,246,No,4.6,No,398.62,No
CAS-01184,18,Basic,22.15,5,0,0,No,PayPal,147,Yes,4.1,No,379.68,No
CAS-01185,24,Basic,21.01,4,0,1,No,Credit Card,569,No,3.8,No,928.97,No
CAS-01186,14,Basic,15.95,7,2,2,No,PayPal,117,No,4.9,No,559.19,Yes
CAS-01187,47,Basic,23.12,3,0,2,No,PayPal,877,Yes,5.0,No,958.6,No
CAS-01188,10,Deluxe,59.59,2,1,1,No,Credit Card,416,Yes,3.1,No,590.51,No
CAS-01189,26,Curated,35.39,4,0,3,No,PayPal,324,No,3.4,No,940.77,No
CAS-01190,18,Deluxe,63.95,5,1,1,Yes,Buy Now Pay Later,501,No,4.2,No,1829.53,No
CAS-01191,19,Curated,35.04,3,0,2,No,Credit Card,710,Yes,2.7,No,728.64,Yes
CAS-01192,19,Basic,23.84,6,0,1,No,Debit Card,1074,Yes,4.2,No,882.24,Yes
CAS-01193,30,Curated,34.89,6,1,1,No,Credit Card,401,No,2.8,Yes,1650.02,Yes
CAS-01194,9,Basic,21.7,5,1,2,No,Debit Card,76,Yes,5.0,No,619.43,No
CAS-01195,44,Curated,42.06,3,1,0,No,PayPal,123,Yes,5.0,No,6311.72,No
CAS-01196,15,Basic,21.77,4,0,2,No,Debit Card,280,Yes,5.0,No,415.4,Yes
CAS-01197,29,Curated,31.17,10,1,2,No,PayPal,53,Yes,3.1,No,581.92,No
CAS-01198,38,Deluxe,63.48,7,1,0,No,PayPal,239,Yes,4.9,Yes,1606.69,No
CAS-01199,21,Curated,38.03,6,1,2,Yes,Credit Card,955,No,3.3,No,1545.76,Yes
CAS-01200,12,Curated,35.55,4,0,1,No,Credit Card,170,No,4.2,No,396.04,No
CAS-01201,12,Deluxe,51.58,2,0,0,Yes,PayPal,359,No,4.6,No,768.12,No
CAS-01202,38,Curated,33.06,10,0,3,No,Credit Card,52,No,4.2,No,1921.77,Yes
CAS-01203,24,Basic,20.99,5,3,1,No,Credit Card,159,Yes,4.2,No,475.18,Yes
CAS-01204,28,Deluxe,51.27,6,0,2,No,Debit Card,436,No,5.0,No,1838.92,No
CAS-01205,21,Basic,20.92,2,1,0,No,PayPal,621,No,3.0,Yes,489.08,No
CAS-01206,45,Basic,18.23,5,0,2,No,Debit Card,417,No,3.4,No,747.73,Yes
CAS-01207,11,Basic,22.35,6,1,2,No,Credit Card,354,No,5.0,No,449.97,Yes
CAS-01208,42,Basic,19.6,5,0,3,No,PayPal,360,Yes,4.0,Yes,1002.02,No
CAS-01209,26,Curated,32.86,6,0,2,No,Credit Card,239,No,4.5,No,550.35,No
CAS-01210,44,Basic,18.05,5,2,2,No,Credit Card,476,Yes,4.6,No,828.46,Yes
CAS-01211,3,Curated,35.47,2,0,1,No,PayPal,689,Yes,3.4,No,549.12,Yes
CAS-01212,33,Deluxe,58.26,4,0,3,No,Credit Card,77,Yes,2.7,No,933.59,No
CAS-01213,18,Basic,20.32,5,1,2,Yes,Debit Card,408,No,4.4,No,392.39,Yes
CAS-01214,16,Curated,33.63,5,0,3,Yes,Credit Card,542,Yes,3.7,No,1045.27,No
CAS-01215,6,Deluxe,59.58,5,0,1,No,Debit Card,47,No,3.9,No,361.72,Yes
CAS-01216,8,Basic,19.33,10,1,3,Yes,Credit Card,56,Yes,3.5,No,261.48,Yes
CAS-01217,5,Deluxe,44.13,6,0,0,No,Buy Now Pay Later,354,No,3.2,No,313.23,No
CAS-01218,22,Curated,31.05,5,0,1,No,Credit Card,1323,No,3.1,No,1151.4,No
CAS-01219,20,Basic,20.65,5,0,0,No,Credit Card,230,Yes,2.9,Yes,318.81,Yes
CAS-01220,23,Curated,37.42,3,0,0,No,PayPal,157,No,3.1,No,877.57,Yes
CAS-01221,23,Curated,28.39,10,1,1,No,Debit Card,107,No,5.0,No,483.53,Yes
CAS-01222,13,Basic,20.21,10,0,1,No,Buy Now Pay Later,463,Yes,3.2,No,584.47,No
CAS-01223,7,Curated,35.71,5,1,1,No,Credit Card,267,No,5.0,No,363.98,No
CAS-01224,18,Curated,41.09,6,0,2,No,Buy Now Pay Later,39,Yes,4.1,No,771.07,No
CAS-01225,19,Basic,18.33,3,0,0,Yes,Debit Card,487,Yes,4.7,No,446.85,Yes
CAS-01226,16,Curated,36.05,11,0,0,No,Credit Card,123,No,4.5,No,503.89,No
CAS-01227,30,Curated,29.72,6,1,0,No,Debit Card,213,Yes,4.7,No,2291.98,No
CAS-01228,19,Deluxe,49.67,4,1,2,No,Credit Card,1082,Yes,5.0,Yes,1182.68,No
CAS-01229,38,Curated,34.13,2,1,0,No,PayPal,590,Yes,4.2,No,2115.39,No
CAS-01230,32,Curated,32.54,7,0,0,No,PayPal,124,Yes,3.5,No,806.18,Yes
CAS-01231,8,Curated,35.39,8,0,2,No,Debit Card,497,Yes,3.1,No,431.12,No
CAS-01232,37,Basic,20.0,5,0,1,No,PayPal,375,Yes,3.9,No,1177.97,Yes
CAS-01233,42,Curated,36.9,7,1,1,No,PayPal,376,No,4.6,No,2548.63,No
CAS-01234,36,Curated,37.2,4,0,0,No,Debit Card,109,Yes,3.5,No,2488.83,No
CAS-01235,29,Basic,17.97,4,0,3,No,PayPal,552,No,4.2,No,879.04,Yes
CAS-01236,4,Curated,38.9,3,2,1,Yes,PayPal,395,Yes,4.8,No,327.33,No
CAS-01237,7,Deluxe,67.14,2,0,3,No,PayPal,676,Yes,4.8,Yes,599.65,No
CAS-01238,19,Basic,21.37,2,0,2,No,Debit Card,457,No,4.3,No,862.21,Yes
CAS-01239,34,Basic,17.92,5,0,1,No,Credit Card,196,No,3.5,No,1096.25,Yes
CAS-01240,46,Basic,23.37,2,0,2,No,Debit Card,1059,Yes,4.3,No,1396.37,No
CAS-01241,5,Deluxe,52.73,6,0,0,No,PayPal,385,Yes,4.4,No,924.8,No
CAS-01242,36,Basic,20.48,2,1,0,No,Credit Card,535,No,3.6,No,663.34,No
CAS-01243,26,Curated,31.72,5,1,3,No,Buy Now Pay Later,38,No,4.5,No,254.93,No
CAS-01244,39,Basic,22.32,7,1,0,No,PayPal,234,Yes,4.6,Yes,2550.15,Yes
CAS-01245,33,Deluxe,47.89,2,0,1,No,Credit Card,335,No,5.0,No,2310.57,No
CAS-01246,17,Curated,32.31,2,0,0,No,PayPal,312,Yes,4.1,No,1363.11,No
CAS-01247,8,Basic,19.32,7,2,1,Yes,Buy Now Pay Later,857,No,5.0,Yes,666.97,No
CAS-01248,15,Curated,34.55,2,0,2,No,Credit Card,524,No,5.0,No,492.52,No
CAS-01249,37,Basic,19.92,2,0,1,No,Credit Card,431,Yes,4.3,Yes,802.33,No
CAS-01250,29,Basic,20.13,7,0,1,No,Credit Card,225,No,3.8,Yes,710.3,Yes
CAS-01251,21,Curated,36.47,3,0,3,No,Credit Card,1070,Yes,4.3,No,1234.16,No
CAS-01252,40,Curated,29.69,9,0,2,No,Credit Card,394,No,3.8,No,1793.78,No
CAS-01253,34,Curated,35.44,2,3,0,No,PayPal,272,Yes,5.0,No,826.26,No
CAS-01254,15,Curated,37.26,6,0,2,No,Debit Card,584,No,2.7,No,849.82,Yes
CAS-01255,38,Curated,40.15,8,1,0,No,PayPal,186,No,4.3,No,2057.89,No
CAS-01256,43,Deluxe,53.31,10,3,0,No,Credit Card,235,Yes,5.0,No,2923.7,No
CAS-01257,11,Basic,19.28,9,2,2,No,Buy Now Pay Later,598,No,3.1,No,317.78,Yes
CAS-01258,12,Basic,19.22,7,0,3,No,Debit Card,778,No,4.3,Yes,788.52,Yes
CAS-01259,4,Curated,35.41,4,0,0,No,PayPal,40,No,4.1,Yes,141.52,No
CAS-01260,46,Basic,19.24,5,0,2,No,Credit Card,579,Yes,4.3,No,863.45,No
CAS-01261,18,Basic,19.39,6,1,2,No,Debit Card,790,Yes,3.4,No,628.4,No
CAS-01262,41,Curated,29.57,4,1,0,No,PayPal,167,Yes,3.8,No,941.93,No
CAS-01263,28,Deluxe,62.98,7,0,1,No,PayPal,378,No,3.6,No,1848.23,No
CAS-01264,12,Curated,37.16,7,0,0,No,Credit Card,304,No,4.9,Yes,330.73,No
CAS-01265,36,Basic,20.83,3,2,4,No,Credit Card,607,No,4.7,No,1424.16,Yes
CAS-01266,16,Deluxe,48.3,4,1,1,No,Credit Card,117,No,4.0,No,979.74,Yes
CAS-01267,6,Curated,34.05,6,1,0,No,Credit Card,413,No,3.9,No,407.72,No
CAS-01268,26,Basic,21.21,6,0,2,No,Credit Card,389,No,4.6,No,514.69,Yes
CAS-01269,20,Curated,39.61,5,1,3,No,Debit Card,65,Yes,2.9,No,378.24,No
CAS-01270,3,Basic,19.95,6,0,1,No,PayPal,431,Yes,4.7,No,223.04,Yes
CAS-01271,36,Basic,19.28,2,1,3,No,Credit Card,810,No,4.2,Yes,809.3,No
CAS-01272,4,Basic,17.64,8,0,1,No,PayPal,459,Yes,5.0,Yes,265.04,Yes
CAS-01273,33,Curated,34.4,5,0,0,No,Debit Card,131,No,4.6,No,1710.9,No
CAS-01274,35,Basic,19.16,6,1,0,Yes,PayPal,223,No,3.8,No,436.34,No
CAS-01275,47,Curated,29.42,6,1,2,No,Credit Card,914,Yes,4.1,No,2455.23,No
CAS-01276,20,Basic,20.17,8,0,0,No,Buy Now Pay Later,1502,No,4.4,Yes,911.63,Yes
CAS-01277,32,Curated,30.93,7,0,0,No,Buy Now Pay Later,589,No,3.5,No,1272.56,Yes
CAS-01278,14,Basic,21.1,7,1,0,No,Credit Card,382,No,3.0,No,387.14,Yes
CAS-01279,30,Basic,20.32,8,1,0,Yes,PayPal,10,No,3.2,No,1032.29,No
CAS-01280,46,Deluxe,54.49,9,0,1,No,PayPal,737,Yes,4.5,No,2217.49,No
CAS-01281,32,Curated,33.12,5,0,2,No,PayPal,240,No,4.4,No,2263.29,No
CAS-01282,5,Basic,20.08,4,1,1,No,Credit Card,271,Yes,3.9,No,234.48,No
CAS-01283,8,Deluxe,47.83,9,0,0,No,PayPal,568,Yes,3.8,No,510.84,No
CAS-01284,24,Curated,36.01,11,0,0,No,PayPal,324,No,4.4,No,500.41,No
CAS-01285,23,Basic,18.64,7,3,1,No,Credit Card,441,Yes,4.2,No,658.8,No
CAS-01286,47,Basic,20.34,2,1,0,No,Debit Card,642,Yes,3.8,No,1578.67,Yes
CAS-01287,41,Deluxe,58.79,3,0,2,Yes,Credit Card,24,Yes,3.6,No,5165.28,No
CAS-01288,5,Curated,37.55,7,1,0,No,Credit Card,206,No,3.7,Yes,237.79,No
CAS-01289,48,Curated,34.06,6,2,2,No,Buy Now Pay Later,249,Yes,4.0,No,1189.51,No
CAS-01290,17,Basic,18.22,6,0,1,No,Credit Card,384,Yes,4.6,No,532.39,Yes
CAS-01291,1,Basic,20.52,8,1,4,No,Credit Card,275,Yes,4.1,No,140.9,No
CAS-01292,13,Curated,33.74,5,2,1,No,Debit Card,86,No,4.2,Yes,544.37,No
CAS-01293,45,Deluxe,61.5,7,1,1,No,Buy Now Pay Later,43,No,3.6,No,7807.33,No
CAS-01294,39,Basic,16.8,10,1,3,No,PayPal,621,Yes,4.4,Yes,906.78,Yes
CAS-01295,18,Basic,18.15,12,0,3,No,Credit Card,324,No,4.3,No,947.58,Yes
CAS-01296,1,Basic,18.19,4,2,2,Yes,Credit Card,137,No,3.9,Yes,45.76,Yes
CAS-01297,23,Basic,20.16,5,0,0,No,Credit Card,369,Yes,4.6,No,378.7,No
CAS-01298,14,Deluxe,67.7,9,2,1,No,PayPal,125,No,5.0,Yes,935.26,No
CAS-01299,39,Basic,17.06,6,0,3,No,Debit Card,395,No,5.0,No,525.65,Yes
CAS-01300,48,Curated,36.02,8,0,1,No,Credit Card,475,Yes,3.1,No,3765.81,Yes
CAS-01301,46,Curated,41.1,6,2,2,No,Credit Card,791,No,4.7,No,1818.65,Yes
CAS-01302,38,Basic,19.22,7,0,1,Yes,Debit Card,389,Yes,3.9,No,932.77,No
CAS-01303,5,Deluxe,59.33,5,0,0,No,Credit Card,203,Yes,4.7,Yes,428.62,No
CAS-01304,43,Curated,34.62,6,1,4,No,PayPal,182,Yes,4.2,Yes,1448.2,No
CAS-01305,7,Basic,20.63,3,0,1,No,Debit Card,493,Yes,4.4,No,496.4,No
CAS-01306,45,Basic,20.35,5,1,1,No,Debit Card,441,No,4.2,No,1212.88,No
CAS-01307,46,Curated,37.77,5,0,2,No,Debit Card,112,Yes,5.0,Yes,2545.13,No
CAS-01308,33,Deluxe,56.55,2,1,1,No,Credit Card,593,Yes,4.7,No,1671.47,Yes
CAS-01309,12,Basic,22.07,4,0,0,No,PayPal,268,No,4.2,No,276.77,Yes
CAS-01310,36,Deluxe,51.62,13,0,0,No,PayPal,86,No,4.0,No,1379.85,Yes
CAS-01311,40,Deluxe,62.49,7,1,2,No,Credit Card,407,Yes,4.7,No,4888.61,No
CAS-01312,44,Curated,38.4,10,1,0,No,PayPal,264,No,3.7,No,1461.06,No
CAS-01313,7,Basic,20.4,9,1,1,Yes,Credit Card,170,Yes,3.5,Yes,148.06,No
CAS-01314,1,Curated,34.43,3,1,0,No,Credit Card,411,No,4.6,No,246.79,Yes
CAS-01315,21,Basic,14.49,6,2,2,No,Credit Card,155,Yes,4.3,No,151.73,Yes
CAS-01316,0,Curated,33.96,9,0,1,No,PayPal,296,No,4.1,No,56.79,No
CAS-01317,45,Curated,37.56,3,1,0,Yes,Debit Card,173,No,3.6,No,3352.0,No
CAS-01318,2,Deluxe,50.82,2,0,0,No,PayPal,220,No,4.7,No,205.64,No
CAS-01319,0,Deluxe,45.36,6,2,2,No,PayPal,505,Yes,2.1,Yes,89.76,No
CAS-01320,13,Curated,39.85,3,1,2,No,Credit Card,502,No,3.8,No,853.26,No
CAS-01321,43,Curated,32.91,5,1,0,Yes,PayPal,315,Yes,3.8,No,1361.43,No
CAS-01322,26,Basic,20.9,5,2,0,No,Credit Card,362,No,3.7,No,653.66,No
CAS-01323,13,Deluxe,51.95,7,1,0,Yes,PayPal,1160,No,4.2,Yes,1609.62,No
CAS-01324,45,Curated,32.71,10,1,1,No,Credit Card,456,No,4.8,No,1571.33,No
CAS-01325,1,Deluxe,59.47,5,0,2,No,Credit Card,448,Yes,4.8,No,291.03,No
CAS-01326,42,Curated,29.84,5,0,1,No,PayPal,203,Yes,4.9,No,1670.1,Yes
CAS-01327,0,Deluxe,46.93,9,0,0,No,PayPal,85,Yes,3.7,No,0.0,No
CAS-01328,12,Curated,37.05,6,0,1,No,Credit Card,215,Yes,3.4,No,290.06,No
CAS-01329,41,Basic,19.3,7,0,3,No,PayPal,147,Yes,3.0,No,1690.56,No
CAS-01330,43,Curated,37.98,2,2,2,No,Credit Card,434,Yes,4.6,No,2345.51,No
CAS-01331,0,Basic,18.84,4,2,0,No,Credit Card,806,Yes,4.2,No,333.44,No
CAS-01332,5,Curated,34.93,8,0,2,No,Credit Card,353,Yes,4.8,No,357.58,No
CAS-01333,24,Deluxe,53.16,3,1,2,No,Credit Card,108,Yes,4.6,Yes,1176.51,No
CAS-01334,2,Curated,39.46,7,0,1,No,Debit Card,183,Yes,3.4,No,189.41,Yes
CAS-01335,12,Curated,33.41,5,0,1,No,PayPal,321,Yes,4.0,No,669.87,No
CAS-01336,28,Deluxe,59.92,7,0,1,No,PayPal,550,Yes,5.0,No,1572.99,No
CAS-01337,38,Curated,33.45,12,0,1,No,Credit Card,171,Yes,3.6,No,2435.71,No
CAS-01338,4,Curated,28.79,4,0,1,No,Credit Card,1026,No,4.2,No,450.82,No
CAS-01339,8,Curated,36.03,5,1,1,No,PayPal,721,Yes,5.0,No,447.91,No
CAS-01340,28,Curated,31.53,5,0,0,Yes,Credit Card,193,No,3.8,No,995.78,No
CAS-01341,23,Deluxe,56.17,9,1,0,No,Credit Card,386,Yes,3.5,No,1147.42,No
CAS-01342,36,Curated,37.47,3,3,0,No,PayPal,8,Yes,4.1,No,1231.4,No
CAS-01343,36,Basic,23.33,8,0,2,No,Credit Card,20,Yes,4.8,No,560.65,Yes
CAS-01344,37,Deluxe,54.02,3,1,0,No,Credit Card,301,No,3.4,Yes,807.88,No
CAS-01345,47,Deluxe,55.35,6,1,1,No,PayPal,119,No,4.3,Yes,3994.18,No
CAS-01346,32,Basic,25.81,5,1,1,No,PayPal,307,Yes,4.0,No,1496.83,No
CAS-01347,44,Curated,35.02,12,0,2,No,PayPal,361,No,4.5,No,1522.43,No
CAS-01348,15,Curated,37.49,2,1,1,No,Buy Now Pay Later,594,No,4.3,No,1161.79,No
CAS-01349,31,Curated,35.96,8,0,2,No,Debit Card,452,Yes,5.0,No,1585.93,No
CAS-01350,3,Curated,37.96,8,2,2,No,PayPal,351,Yes,3.6,Yes,196.76,No
CAS-01351,39,Basic,22.38,2,1,2,No,Credit Card,580,No,4.7,No,725.83,No
CAS-01352,22,Curated,34.82,4,0,0,No,Credit Card,409,No,2.9,No,1572.82,No
CAS-01353,23,Curated,35.48,4,0,0,No,Debit Card,175,Yes,4.1,No,530.05,No
CAS-01354,11,Curated,36.43,6,0,2,No,PayPal,81,Yes,3.9,No,290.07,No
CAS-01355,28,Curated,32.04,6,2,2,No,PayPal,556,Yes,4.9,No,1080.94,No
CAS-01356,19,Curated,38.72,7,1,3,No,Debit Card,193,Yes,4.2,No,535.35,Yes
CAS-01357,25,Curated,32.9,3,0,1,No,Debit Card,165,No,4.8,No,1104.28,No
CAS-01358,31,Curated,33.94,7,2,2,No,Credit Card,294,No,4.4,No,905.6,No
CAS-01359,6,Curated,39.56,4,2,0,No,PayPal,434,Yes,3.9,No,720.94,No
CAS-01360,22,Curated,34.46,6,0,3,No,Buy Now Pay Later,272,Yes,4.9,No,777.07,Yes
CAS-01361,20,Basic,17.78,7,0,1,No,Debit Card,69,Yes,4.2,No,746.92,No
CAS-01362,43,Deluxe,63.26,8,1,0,No,Credit Card,372,No,3.7,No,1159.2,No
CAS-01363,0,Curated,35.76,4,2,3,No,Debit Card,440,Yes,3.1,No,82.11,Yes
CAS-01364,24,Basic,23.31,7,1,1,No,Credit Card,374,No,4.8,No,1428.16,No
CAS-01365,4,Basic,15.51,5,0,1,No,Debit Card,171,No,4.6,No,42.08,Yes
CAS-01366,9,Curated,33.73,2,1,1,No,Debit Card,199,No,4.4,No,195.17,Yes
CAS-01367,23,Curated,33.81,5,1,2,No,PayPal,196,No,4.0,No,1046.45,No
CAS-01368,13,Curated,34.82,7,1,1,No,Credit Card,332,No,5.0,No,480.36,Yes
CAS-01369,42,Basic,20.65,2,1,4,No,Debit Card,61,Yes,4.5,Yes,1030.12,Yes
CAS-01370,6,Basic,19.78,8,0,1,No,Credit Card,41,No,5.0,No,166.85,No
CAS-01371,36,Deluxe,53.17,7,0,1,No,Credit Card,232,Yes,3.7,No,1556.34,No
CAS-01372,5,Deluxe,62.48,5,2,1,No,Credit Card,225,Yes,4.4,No,286.28,No
CAS-01373,28,Curated,33.91,6,3,0,No,Debit Card,171,Yes,3.8,No,2717.99,No
CAS-01374,43,Basic,18.27,5,0,0,Yes,Debit Card,343,No,3.8,No,1645.07,Yes
CAS-01375,8,Basic,21.4,3,0,0,No,Debit Card,128,Yes,4.5,No,442.82,No
