viewer_id,months_subscribed,plan_level,monthly_rate,devices_registered,weekly_watch_hours,autoplay_next_episode,payment_method,binge_sessions_per_month,signup_channel,num_profiles,days_since_last_watch,parental_controls_enabled,projected_lifetime_value,subscription_lapsed
SOL-00251,26,Ad-Lite,7.09,2,12.5,Yes,Mobile Carrier Billing,6,Web,2,2,No,308.75,Yes
SOL-00252,12,Standard,12.22,2,6.6,No,PayPal,6,App Store,3,7,No,128.85,No
SOL-00253,22,Standard,11.95,2,8.7,Yes,Mobile Carrier Billing,3,Partner Bundle,1,14,No,364.57,No
SOL-00254,30,Ad-Lite,6.49,1,2.5,No,PayPal,3,Web,4,14,No,242.78,No
SOL-00255,8,Standard,14.02,3,5.0,No,PayPal,1,Web,1,15,No,128.1,No
SOL-00256,21,Standard,11.05,1,2.1,No,PayPal,1,Web,3,10,No,439.07,No
SOL-00257,32,Standard,10.94,3,18.2,No,Gift Card,2,Partner Bundle,2,5,No,292.94,No
SOL-00258,23,Ultra,18.31,2,4.3,No,Mobile Carrier Billing,3,Partner Bundle,2,6,Yes,272.0,No
SOL-00259,11,Ad-Lite,7.74,2,9.9,Yes,Credit Card,4,App Store,2,7,No,241.0,No
SOL-00260,5,Ultra,15.08,2,6.3,Yes,Credit Card,1,Web,3,15,Yes,32.96,No
SOL-00261,22,Standard,10.85,5,3.8,Yes,Credit Card,4,Web,2,34,No,123.46,No
SOL-00262,14,Ad-Lite,7.25,1,22.2,No,Credit Card,2,Partner Bundle,2,24,No,163.55,Yes
SOL-00263,28,Ad-Lite,4.94,2,8.4,Yes,Credit Card,3,Partner Bundle,4,10,No,164.92,Yes
SOL-00264,20,Standard,12.5,4,4.2,No,Credit Card,2,Web,2,5,No,519.68,No
SOL-00265,12,Ultra,16.59,1,6.1,Yes,PayPal,4,App Store,1,3,No,159.28,Yes
SOL-00266,16,Ad-Lite,5.72,3,3.7,No,Mobile Carrier Billing,6,Web,4,7,No,108.01,No
SOL-00267,5,Standard,10.85,3,8.7,Yes,Credit Card,4,Web,2,13,No,131.22,No
SOL-00268,10,Ad-Lite,5.52,2,1.1,Yes,Mobile Carrier Billing,3,Partner Bundle,2,12,No,119.0,No
SOL-00269,6,Ad-Lite,6.12,4,0.3,No,Credit Card,6,App Store,2,4,No,0.0,Yes
SOL-00270,37,Ad-Lite,6.36,2,3.7,No,Mobile Carrier Billing,7,App Store,4,3,No,255.22,Yes
SOL-00271,22,Standard,12.47,5,6.9,No,Credit Card,7,App Store,2,4,No,302.97,No
SOL-00272,19,Ad-Lite,5.56,2,13.3,Yes,PayPal,3,Partner Bundle,1,26,No,115.54,No
SOL-00273,47,Ultra,16.42,1,4.1,Yes,PayPal,2,Web,2,11,No,1514.62,No
SOL-00274,14,Ad-Lite,5.32,1,10.8,No,PayPal,5,App Store,3,4,No,74.87,Yes
SOL-00275,4,Ad-Lite,6.67,2,2.7,Yes,Credit Card,4,App Store,1,11,No,51.96,Yes
SOL-00276,19,Standard,11.73,3,13.3,Yes,PayPal,2,Partner Bundle,3,7,No,158.06,No
SOL-00277,19,Ad-Lite,5.6,3,3.0,Yes,PayPal,4,Partner Bundle,1,10,Yes,109.52,Yes
SOL-00278,32,Ad-Lite,5.0,1,6.4,Yes,Credit Card,1,App Store,3,3,No,242.61,No
SOL-00279,16,Ad-Lite,5.79,1,5.8,Yes,Mobile Carrier Billing,2,App Store,1,10,Yes,73.48,Yes
SOL-00280,3,Standard,10.77,3,9.4,No,Credit Card,1,App Store,1,32,No,106.99,No
SOL-00281,17,Ultra,17.8,3,5.4,Yes,Gift Card,4,App Store,2,5,No,394.68,No
SOL-00282,14,Ad-Lite,5.78,1,5.5,No,Credit Card,7,App Store,2,11,No,70.77,Yes
SOL-00283,19,Ad-Lite,5.49,3,2.0,Yes,PayPal,4,App Store,2,8,No,0.0,Yes
SOL-00284,37,Ultra,17.43,3,12.4,Yes,Mobile Carrier Billing,5,Web,2,8,Yes,316.92,No
SOL-00285,8,Ad-Lite,6.37,4,5.2,Yes,Mobile Carrier Billing,4,App Store,2,4,No,70.32,No
SOL-00286,42,Ultra,16.61,2,20.9,Yes,Credit Card,0,App Store,2,24,No,435.57,No
SOL-00287,32,Standard,13.0,2,9.1,Yes,Credit Card,1,Web,2,14,No,211.54,No
SOL-00288,4,Ad-Lite,5.85,1,13.1,Yes,Gift Card,8,Web,2,9,No,117.55,Yes
SOL-00289,1,Standard,13.24,1,13.2,Yes,PayPal,4,App Store,3,1,No,38.19,Yes
SOL-00290,13,Ad-Lite,4.95,3,9.5,Yes,Credit Card,4,Web,3,15,No,58.17,Yes
SOL-00291,15,Standard,11.85,3,5.5,Yes,Credit Card,5,Web,3,6,No,169.37,No
SOL-00292,4,Ad-Lite,5.63,3,11.2,Yes,PayPal,3,App Store,5,37,No,0.0,Yes
SOL-00293,24,Ad-Lite,5.66,1,13.1,No,PayPal,2,Web,1,7,No,163.44,No
SOL-00294,2,Ad-Lite,6.4,2,19.1,Yes,Mobile Carrier Billing,6,App Store,1,14,No,42.65,Yes
SOL-00295,6,Ad-Lite,5.98,3,6.8,No,PayPal,1,Web,1,22,No,0.0,No
SOL-00296,19,Ad-Lite,6.32,3,5.1,Yes,Mobile Carrier Billing,3,Web,2,5,Yes,114.59,Yes
SOL-00297,22,Ultra,18.42,1,5.3,Yes,Mobile Carrier Billing,4,Partner Bundle,1,5,No,210.91,No
SOL-00298,19,Ultra,17.51,4,2.6,No,Credit Card,3,Web,2,31,No,325.9,No
SOL-00299,6,Standard,12.96,2,6.1,Yes,Mobile Carrier Billing,2,App Store,2,10,No,142.18,No
SOL-00300,1,Ad-Lite,5.85,2,7.2,No,PayPal,4,App Store,2,20,Yes,45.97,Yes
SOL-00301,15,Ad-Lite,6.58,2,3.5,Yes,Credit Card,7,App Store,2,9,No,224.41,No
SOL-00302,12,Standard,13.3,2,4.0,Yes,PayPal,2,App Store,1,9,No,90.25,No
SOL-00303,1,Ultra,16.64,2,9.2,Yes,PayPal,3,Web,1,2,Yes,58.46,No
SOL-00304,10,Ad-Lite,8.0,2,10.4,No,PayPal,3,Partner Bundle,1,10,No,0.0,Yes
SOL-00305,28,Ad-Lite,6.17,4,6.9,Yes,Credit Card,4,Partner Bundle,3,29,Yes,352.12,Yes
SOL-00306,9,Standard,13.35,1,1.1,No,Credit Card,3,Partner Bundle,1,7,Yes,158.56,Yes
SOL-00307,8,Ad-Lite,6.13,3,12.8,Yes,Mobile Carrier Billing,3,Web,2,45,No,21.53,No
SOL-00308,5,Standard,11.63,1,5.4,Yes,Mobile Carrier Billing,3,Web,2,7,Yes,129.51,No
SOL-00309,14,Ad-Lite,5.49,2,6.5,Yes,Mobile Carrier Billing,3,Web,2,8,No,238.04,No
SOL-00310,24,Standard,13.39,3,16.1,Yes,Mobile Carrier Billing,4,App Store,2,6,No,310.32,No
SOL-00311,12,Ultra,17.21,2,7.1,No,PayPal,6,Web,1,12,No,344.79,Yes
SOL-00312,8,Ad-Lite,6.43,1,9.2,No,PayPal,5,Web,3,19,No,106.22,No
SOL-00313,12,Ad-Lite,7.73,1,7.4,Yes,Credit Card,2,App Store,2,7,No,112.9,No
SOL-00314,12,Standard,12.05,3,8.9,Yes,PayPal,3,App Store,1,8,No,278.43,Yes
SOL-00315,27,Standard,11.22,1,3.4,No,Credit Card,4,Web,1,10,No,443.71,Yes
SOL-00316,20,Standard,12.95,1,5.3,Yes,PayPal,5,App Store,2,12,No,277.8,No
SOL-00317,9,Ultra,17.55,2,10.1,Yes,PayPal,2,Web,5,19,No,126.49,No
SOL-00318,29,Standard,11.43,2,8.1,Yes,Credit Card,5,Partner Bundle,1,14,No,281.63,No
SOL-00319,7,Standard,12.26,3,5.1,Yes,Mobile Carrier Billing,4,App Store,1,2,No,2.76,No
SOL-00320,0,Standard,12.76,2,10.1,Yes,Credit Card,4,App Store,1,2,No,0.0,No
SOL-00321,5,Ultra,16.95,4,12.9,No,Mobile Carrier Billing,6,App Store,3,8,No,140.88,No
SOL-00322,14,Standard,11.92,1,16.5,Yes,Mobile Carrier Billing,2,Partner Bundle,3,20,Yes,242.83,No
SOL-00323,11,Standard,10.95,3,2.4,Yes,PayPal,3,Web,3,1,No,262.58,Yes
SOL-00324,29,Standard,12.29,5,8.2,Yes,Credit Card,2,Partner Bundle,5,4,No,139.69,Yes
SOL-00325,14,Ad-Lite,5.62,2,8.5,No,Credit Card,7,App Store,4,15,No,138.29,Yes
SOL-00326,12,Standard,10.67,1,15.8,Yes,Mobile Carrier Billing,2,Web,1,16,No,234.56,No
SOL-00327,15,Ad-Lite,5.41,3,6.7,Yes,Credit Card,4,App Store,4,14,No,195.5,Yes
SOL-00328,12,Ultra,18.04,3,8.1,No,Mobile Carrier Billing,4,Partner Bundle,1,4,Yes,384.68,No
SOL-00329,30,Ad-Lite,5.23,4,0.8,Yes,PayPal,6,Web,2,9,No,222.07,No
SOL-00330,10,Ad-Lite,5.29,2,16.4,No,Credit Card,3,App Store,3,33,No,99.43,No
SOL-00331,13,Ad-Lite,4.58,2,5.1,Yes,Gift Card,5,App Store,3,19,No,185.1,Yes
SOL-00332,9,Ad-Lite,5.04,2,5.1,Yes,Mobile Carrier Billing,2,App Store,2,8,No,125.88,No
SOL-00333,8,Standard,10.64,4,4.7,No,Mobile Carrier Billing,3,Web,3,4,No,145.85,No
SOL-00334,14,Standard,13.03,2,1.5,No,Credit Card,3,App Store,3,2,No,92.06,No
SOL-00335,18,Ultra,15.45,1,2.8,No,Mobile Carrier Billing,10,App Store,2,5,No,488.02,No
SOL-00336,8,Standard,11.0,2,2.0,Yes,Credit Card,3,Partner Bundle,3,13,No,157.72,No
SOL-00337,18,Standard,13.97,4,9.3,No,Mobile Carrier Billing,2,Partner Bundle,1,8,No,288.46,No
SOL-00338,6,Ad-Lite,4.82,2,7.0,Yes,Mobile Carrier Billing,7,Web,1,14,No,17.75,No
SOL-00339,7,Standard,11.76,2,8.8,Yes,PayPal,3,App Store,3,5,Yes,109.1,No
SOL-00340,25,Standard,12.61,3,6.8,Yes,PayPal,5,Web,1,4,Yes,257.47,No
SOL-00341,1,Ultra,16.4,1,5.8,Yes,Credit Card,6,Web,2,7,No,0.0,No
SOL-00342,8,Ultra,15.54,4,1.9,Yes,Credit Card,2,App Store,3,12,No,243.23,Yes
SOL-00343,14,Ad-Lite,5.36,3,1.8,Yes,Credit Card,5,App Store,1,7,No,15.13,Yes
SOL-00344,29,Ad-Lite,6.9,2,4.5,Yes,Mobile Carrier Billing,6,Web,4,7,Yes,310.42,No
SOL-00345,18,Standard,10.3,1,7.9,Yes,Credit Card,5,App Store,2,6,No,307.4,No
SOL-00346,13,Ad-Lite,5.68,1,12.8,Yes,Credit Card,4,App Store,2,16,No,85.57,Yes
SOL-00347,7,Ad-Lite,5.1,2,7.5,No,Gift Card,3,App Store,1,8,No,145.83,Yes
SOL-00348,1,Ad-Lite,5.15,3,20.1,No,Credit Card,3,App Store,1,4,No,21.47,Yes
SOL-00349,10,Standard,10.01,3,9.4,Yes,Mobile Carrier Billing,0,App Store,2,4,Yes,64.76,No
SOL-00350,11,Ad-Lite,5.92,3,3.1,Yes,Gift Card,3,Partner Bundle,2,19,No,171.63,No
SOL-00351,10,Ad-Lite,5.63,5,5.9,Yes,Credit Card,3,App Store,4,25,No,41.96,Yes
SOL-00352,9,Ad-Lite,6.16,2,1.0,No,PayPal,0,App Store,1,3,No,0.0,Yes
SOL-00353,21,Standard,14.36,3,1.2,No,Credit Card,4,App Store,2,20,No,137.15,Yes
SOL-00354,29,Standard,13.64,4,22.5,No,PayPal,0,App Store,2,6,No,746.95,No
SOL-00355,2,Ad-Lite,7.04,2,11.5,Yes,PayPal,2,App Store,4,9,No,0.0,Yes
SOL-00356,14,Ad-Lite,5.6,3,3.1,Yes,Credit Card,2,Partner Bundle,2,10,No,100.87,Yes
SOL-00357,26,Ultra,19.55,1,15.8,Yes,Credit Card,3,Partner Bundle,2,18,No,896.4,No
SOL-00358,25,Standard,13.86,3,7.0,Yes,Credit Card,2,Web,1,24,No,447.42,No
SOL-00359,2,Ultra,16.8,1,8.0,Yes,Mobile Carrier Billing,2,Web,2,9,Yes,0.0,No
SOL-00360,32,Ad-Lite,4.61,1,7.2,Yes,Credit Card,4,App Store,3,13,No,159.79,Yes
SOL-00361,5,Ad-Lite,5.43,1,12.5,Yes,Credit Card,6,App Store,2,8,No,82.53,Yes
SOL-00362,15,Standard,11.56,4,19.8,Yes,PayPal,5,App Store,2,10,No,303.76,No
SOL-00363,8,Ad-Lite,6.64,2,19.9,Yes,PayPal,2,Partner Bundle,3,17,Yes,6.75,No
SOL-00364,7,Standard,12.37,1,5.7,Yes,Credit Card,6,Partner Bundle,3,21,No,204.28,No
SOL-00365,6,Standard,12.13,2,4.4,No,Mobile Carrier Billing,3,Web,2,3,Yes,113.94,Yes
SOL-00366,0,Ultra,17.41,4,4.8,No,PayPal,5,Partner Bundle,1,6,No,0.0,No
SOL-00367,18,Ad-Lite,4.0,1,5.5,No,Mobile Carrier Billing,1,Web,4,16,Yes,223.81,No
SOL-00368,21,Standard,12.13,4,4.5,Yes,Credit Card,3,Web,1,3,No,194.05,No
SOL-00369,23,Standard,13.48,4,5.4,Yes,PayPal,4,Web,2,7,Yes,163.45,No
SOL-00370,37,Ultra,17.55,1,2.1,Yes,Mobile Carrier Billing,6,Partner Bundle,1,4,Yes,553.19,No
SOL-00371,19,Standard,13.26,2,1.4,No,Credit Card,5,Partner Bundle,2,10,No,509.19,No
SOL-00372,14,Ad-Lite,5.02,4,12.8,Yes,PayPal,5,App Store,1,16,No,97.49,No
SOL-00373,6,Ad-Lite,5.3,5,3.4,No,Credit Card,1,Web,1,10,No,53.8,No
SOL-00374,10,Ad-Lite,5.67,2,10.8,Yes,Mobile Carrier Billing,2,Partner Bundle,1,4,No,72.89,No
SOL-00375,19,Ultra,15.79,3,13.0,No,PayPal,0,App Store,2,14,No,305.7,No
SOL-00376,13,Standard,12.33,2,10.7,Yes,PayPal,2,App Store,2,32,No,226.72,No
SOL-00377,5,Standard,10.97,2,12.4,Yes,PayPal,1,App Store,2,2,No,97.84,Yes
SOL-00378,20,Ad-Lite,6.28,2,7.2,No,PayPal,4,Partner Bundle,1,13,No,114.45,Yes
SOL-00379,8,Ad-Lite,6.28,3,6.2,No,Credit Card,5,App Store,2,21,No,0.0,No
SOL-00380,10,Standard,13.44,2,5.8,Yes,PayPal,3,Partner Bundle,2,5,No,250.82,Yes
SOL-00381,17,Standard,10.45,4,13.2,No,Gift Card,2,App Store,2,11,Yes,182.28,No
SOL-00382,15,Standard,11.36,2,10.1,Yes,Mobile Carrier Billing,2,Web,3,8,No,276.83,Yes
SOL-00383,16,Ultra,16.49,3,10.8,Yes,Credit Card,4,App Store,4,8,No,297.26,No
SOL-00384,5,Ad-Lite,6.3,3,13.2,No,Credit Card,5,Web,2,2,No,58.83,Yes
SOL-00385,9,Standard,11.36,2,1.7,No,Mobile Carrier Billing,4,App Store,4,5,No,110.91,Yes
SOL-00386,16,Ad-Lite,5.46,2,7.1,Yes,Gift Card,2,Partner Bundle,2,10,Yes,136.25,Yes
SOL-00387,28,Ultra,17.0,1,12.8,No,Gift Card,0,Web,3,6,No,255.27,No
SOL-00388,12,Standard,10.92,1,12.4,Yes,Gift Card,7,Partner Bundle,2,13,No,114.03,No
SOL-00389,26,Ultra,15.71,3,2.9,Yes,Credit Card,4,App Store,2,4,No,373.54,No
SOL-00390,8,Ad-Lite,6.61,3,2.6,No,Credit Card,5,Web,1,17,No,76.27,Yes
SOL-00391,28,Standard,12.8,1,7.0,Yes,Credit Card,3,Web,2,10,Yes,242.76,Yes
SOL-00392,9,Standard,11.47,1,8.2,Yes,Mobile Carrier Billing,0,App Store,3,11,No,107.51,Yes
SOL-00393,9,Ad-Lite,5.21,4,4.5,Yes,PayPal,3,App Store,1,4,No,8.33,Yes
SOL-00394,41,Standard,11.55,1,6.5,Yes,PayPal,5,Web,1,8,No,778.77,No
SOL-00395,6,Ad-Lite,6.66,4,6.0,No,PayPal,3,App Store,2,5,No,15.59,No
SOL-00396,10,Ultra,17.18,3,3.9,Yes,PayPal,6,Partner Bundle,2,4,No,99.54,No
SOL-00397,8,Ultra,17.79,2,9.8,No,PayPal,2,App Store,3,4,No,63.96,No
SOL-00398,19,Ad-Lite,6.89,2,12.7,Yes,Mobile Carrier Billing,5,App Store,2,17,No,268.13,Yes
SOL-00399,3,Ad-Lite,4.34,4,9.6,No,Mobile Carrier Billing,1,App Store,4,1,No,0.0,Yes
SOL-00400,37,Ad-Lite,4.76,2,10.9,Yes,Credit Card,4,App Store,5,11,No,56.68,No
SOL-00401,19,Standard,10.86,2,2.3,Yes,Mobile Carrier Billing,2,Partner Bundle,2,13,No,174.29,Yes
SOL-00402,21,Ultra,19.32,3,7.7,No,Mobile Carrier Billing,1,App Store,4,24,Yes,361.15,No
SOL-00403,36,Ad-Lite,7.32,4,7.3,Yes,PayPal,2,App Store,2,2,No,72.77,No
SOL-00404,6,Ultra,17.21,2,9.3,No,PayPal,2,Web,2,20,No,0.0,No
SOL-00405,19,Ad-Lite,4.84,3,3.4,Yes,Gift Card,3,App Store,3,9,No,85.59,Yes
SOL-00406,20,Standard,12.17,5,2.6,No,PayPal,2,App Store,2,12,Yes,369.98,No
SOL-00407,13,Ultra,17.76,1,10.3,No,PayPal,2,Web,1,3,No,174.99,No
SOL-00408,25,Ad-Lite,6.09,2,9.5,Yes,Mobile Carrier Billing,2,App Store,1,13,No,221.65,Yes
SOL-00409,2,Standard,12.23,3,7.4,Yes,Credit Card,5,App Store,1,10,No,63.42,Yes
SOL-00410,6,Standard,11.7,2,7.4,Yes,PayPal,2,App Store,2,9,No,14.41,No
SOL-00411,25,Standard,11.99,2,5.5,Yes,Mobile Carrier Billing,4,Web,3,2,No,236.35,No
SOL-00412,15,Ad-Lite,6.49,3,7.5,No,Credit Card,6,Web,2,4,No,97.1,Yes
SOL-00413,27,Ultra,16.35,2,4.1,Yes,Mobile Carrier Billing,4,Web,1,1,No,333.23,No
SOL-00414,11,Standard,12.45,2,5.5,Yes,PayPal,4,Web,2,1,No,147.81,No
SOL-00415,27,Ultra,15.64,1,7.6,Yes,Gift Card,3,Web,3,4,No,770.77,No
SOL-00416,14,Ultra,17.6,2,17.3,Yes,Mobile Carrier Billing,4,App Store,3,10,Yes,184.16,No
SOL-00417,12,Standard,12.26,2,2.2,Yes,Mobile Carrier Billing,7,Web,3,15,No,123.15,No
SOL-00418,21,Ultra,17.51,2,6.7,Yes,PayPal,3,Web,2,11,No,333.91,No
SOL-00419,0,Ultra,16.55,3,4.7,Yes,PayPal,2,Partner Bundle,2,12,No,15.04,No
SOL-00420,9,Ad-Lite,6.1,2,0.1,Yes,PayPal,2,Web,5,7,Yes,78.15,No
SOL-00421,27,Standard,12.57,1,14.2,Yes,Mobile Carrier Billing,8,Web,1,5,Yes,349.0,No
SOL-00422,12,Ad-Lite,5.64,3,8.0,No,Credit Card,2,Partner Bundle,2,8,No,32.01,Yes
SOL-00423,5,Ad-Lite,5.59,2,6.5,Yes,Mobile Carrier Billing,3,App Store,1,10,Yes,14.48,No
SOL-00424,6,Ad-Lite,7.11,3,13.7,Yes,Gift Card,7,Partner Bundle,1,27,No,93.63,Yes
SOL-00425,29,Standard,10.38,2,3.3,No,Credit Card,4,Web,2,8,No,467.57,Yes
SOL-00426,22,Standard,11.23,3,3.2,No,PayPal,4,Web,3,11,No,399.86,No
SOL-00427,5,Standard,12.01,3,21.5,Yes,Credit Card,3,Web,3,2,No,85.68,No
SOL-00428,31,Ad-Lite,5.94,1,7.3,Yes,Mobile Carrier Billing,8,App Store,3,5,Yes,82.93,No
SOL-00429,10,Standard,10.95,1,6.0,Yes,Credit Card,4,Web,1,8,No,156.94,No
SOL-00430,24,Ultra,15.18,4,7.4,No,PayPal,2,Web,4,21,No,376.21,No
SOL-00431,14,Ad-Lite,5.65,1,11.2,No,PayPal,5,Partner Bundle,1,7,No,102.22,No
SOL-00432,2,Ultra,17.04,2,6.1,Yes,PayPal,1,App Store,3,2,No,0.0,No
SOL-00433,3,Standard,11.21,1,5.8,Yes,Mobile Carrier Billing,3,Web,3,20,No,23.97,No
SOL-00434,9,Standard,9.81,3,15.5,Yes,Mobile Carrier Billing,5,App Store,2,17,No,121.14,No
SOL-00435,30,Standard,14.03,3,7.5,Yes,Mobile Carrier Billing,0,Web,2,11,Yes,339.98,Yes
SOL-00436,4,Standard,12.15,3,2.5,No,PayPal,5,Web,2,4,Yes,147.56,No
SOL-00437,7,Standard,11.55,1,5.2,No,Credit Card,5,Web,1,11,No,93.18,No
SOL-00438,10,Standard,13.27,3,8.1,No,Credit Card,1,Partner Bundle,4,9,No,207.18,No
SOL-00439,25,Ad-Lite,6.2,3,2.6,No,Credit Card,1,Web,2,2,Yes,178.83,Yes
SOL-00440,12,Standard,13.2,3,10.5,No,PayPal,6,App Store,2,5,Yes,376.9,No
SOL-00441,29,Ad-Lite,6.14,3,3.6,Yes,Gift Card,3,Web,2,5,Yes,186.1,No
SOL-00442,8,Ad-Lite,6.99,4,5.4,Yes,Mobile Carrier Billing,5,App Store,1,5,No,52.22,No
SOL-00443,17,Ultra,17.64,2,19.1,No,Gift Card,5,Partner Bundle,3,19,No,247.53,No
SOL-00444,3,Standard,11.94,3,4.2,No,Mobile Carrier Billing,2,Web,2,20,No,133.17,Yes
SOL-00445,7,Standard,12.58,2,5.3,Yes,Credit Card,2,App Store,2,7,No,30.12,No
SOL-00446,1,Standard,11.44,1,7.1,Yes,Mobile Carrier Billing,2,App Store,4,5,No,0.0,Yes
SOL-00447,15,Ad-Lite,6.07,3,3.4,No,PayPal,4,App Store,3,1,No,54.61,No
SOL-00448,22,Ad-Lite,6.01,3,2.1,No,Mobile Carrier Billing,4,Web,1,4,No,53.49,Yes
SOL-00449,40,Ad-Lite,5.41,3,3.6,No,Credit Card,3,Web,3,6,No,193.28,No
SOL-00450,4,Standard,13.02,2,6.9,Yes,Mobile Carrier Billing,2,App Store,3,2,Yes,0.0,Yes
SOL-00451,15,Standard,11.77,2,4.5,Yes,Credit Card,5,Partner Bundle,3,2,No,157.82,Yes
SOL-00452,17,Ad-Lite,6.56,1,3.7,Yes,PayPal,4,Web,5,4,No,170.1,Yes
SOL-00453,45,Ad-Lite,5.09,3,3.7,Yes,Credit Card,3,App Store,2,11,No,235.87,No
SOL-00454,23,Ad-Lite,5.23,1,7.2,Yes,Credit Card,5,App Store,2,12,No,85.6,No
SOL-00455,6,Standard,11.32,3,15.1,No,Credit Card,6,Web,2,4,Yes,147.12,No
SOL-00456,30,Ad-Lite,4.0,2,3.0,No,Mobile Carrier Billing,2,Partner Bundle,1,1,No,277.68,No
SOL-00457,18,Ad-Lite,7.33,3,4.9,Yes,Mobile Carrier Billing,4,Web,2,11,No,259.99,No
SOL-00458,26,Ultra,16.83,3,9.3,No,PayPal,4,App Store,1,4,Yes,584.62,Yes
SOL-00459,10,Ad-Lite,6.66,4,11.3,Yes,Credit Card,2,Web,1,13,Yes,62.32,No
SOL-00460,21,Standard,11.96,3,7.1,Yes,Credit Card,4,Web,2,1,No,294.4,No
SOL-00461,8,Ultra,18.88,4,24.0,No,Gift Card,2,Web,2,15,No,181.02,No
SOL-00462,3,Ultra,15.47,1,11.8,Yes,PayPal,3,App Store,1,9,No,66.13,No
SOL-00463,21,Ad-Lite,4.9,5,13.5,Yes,PayPal,8,App Store,3,5,No,164.13,Yes
SOL-00464,29,Ad-Lite,5.16,3,6.9,Yes,Credit Card,3,Partner Bundle,3,7,No,0.0,No
SOL-00465,14,Ad-Lite,4.8,1,13.0,No,Credit Card,3,Web,2,19,No,136.16,No
SOL-00466,3,Standard,10.63,1,3.8,Yes,Gift Card,3,Web,2,3,No,26.75,Yes
SOL-00467,27,Ad-Lite,6.13,1,3.1,Yes,Credit Card,2,Web,3,6,No,144.21,Yes
SOL-00468,9,Ad-Lite,6.44,4,6.3,Yes,Mobile Carrier Billing,6,App Store,2,12,No,141.88,Yes
SOL-00469,7,Ad-Lite,5.65,1,6.9,No,Credit Card,4,App Store,1,11,Yes,246.59,No
SOL-00470,27,Standard,12.27,2,16.1,No,Credit Card,6,Web,2,22,Yes,482.41,No
SOL-00471,27,Ultra,15.19,2,7.9,No,PayPal,5,Web,1,1,No,377.64,No
SOL-00472,7,Ad-Lite,5.78,2,7.7,Yes,Credit Card,3,App Store,3,14,No,93.46,Yes
SOL-00473,7,Standard,11.6,1,3.5,Yes,Mobile Carrier Billing,1,Web,1,6,No,223.17,No
SOL-00474,4,Ad-Lite,4.49,2,3.9,Yes,Credit Card,2,Partner Bundle,2,7,No,0.0,Yes
SOL-00475,14,Ultra,17.38,2,11.5,No,Credit Card,1,Partner Bundle,1,17,No,189.94,Yes
SOL-00476,0,Ad-Lite,5.67,2,10.4,Yes,Credit Card,2,Web,3,9,Yes,31.37,Yes
SOL-00477,5,Ad-Lite,7.14,3,0.6,Yes,Credit Card,2,Web,2,6,Yes,1.96,No
SOL-00478,14,Ad-Lite,5.18,1,6.4,Yes,Mobile Carrier Billing,2,App Store,5,14,Yes,142.37,Yes
SOL-00479,12,Ad-Lite,6.03,1,5.1,Yes,PayPal,5,Partner Bundle,2,4,No,90.3,Yes
SOL-00480,12,Standard,11.93,1,11.0,Yes,PayPal,1,Partner Bundle,2,8,No,266.19,Yes
SOL-00481,19,Ultra,16.48,2,13.4,Yes,Credit Card,2,Web,1,31,No,331.15,No
SOL-00482,7,Standard,11.96,1,13.2,Yes,Credit Card,2,Web,1,3,No,0.0,No
SOL-00483,16,Ad-Lite,6.73,1,4.3,Yes,Credit Card,6,Web,1,4,No,175.85,No
SOL-00484,20,Ad-Lite,6.31,1,6.1,Yes,Mobile Carrier Billing,2,App Store,3,9,No,57.05,Yes
SOL-00485,15,Ad-Lite,6.75,2,2.4,No,PayPal,2,App Store,1,19,No,87.19,Yes
SOL-00486,17,Ad-Lite,6.58,1,7.6,Yes,PayPal,4,App Store,2,3,No,57.44,Yes
SOL-00487,21,Ad-Lite,8.0,3,9.9,Yes,PayPal,2,App Store,2,4,No,186.37,Yes
SOL-00488,1,Ultra,16.36,3,15.1,Yes,PayPal,7,Partner Bundle,1,10,Yes,0.0,Yes
SOL-00489,25,Standard,12.24,3,1.5,Yes,Mobile Carrier Billing,2,App Store,1,11,No,291.0,No
SOL-00490,4,Standard,11.72,1,1.8,Yes,Gift Card,3,App Store,4,20,No,106.01,Yes
SOL-00491,0,Standard,11.84,1,2.7,No,Mobile Carrier Billing,1,Partner Bundle,1,5,No,15.52,Yes
SOL-00492,26,Standard,12.02,4,5.2,Yes,Credit Card,3,Web,2,15,Yes,189.78,No
SOL-00493,8,Ad-Lite,6.37,2,9.0,No,Mobile Carrier Billing,3,Web,3,9,No,18.29,Yes
SOL-00494,34,Ultra,15.84,3,7.4,No,PayPal,1,App Store,3,8,No,760.03,No
SOL-00495,35,Standard,12.47,2,7.2,Yes,PayPal,1,Web,2,7,No,610.48,No
SOL-00496,13,Ad-Lite,4.0,1,6.6,Yes,Mobile Carrier Billing,3,Web,3,7,No,113.14,Yes
SOL-00497,15,Ad-Lite,5.08,1,11.8,Yes,Credit Card,4,Partner Bundle,1,2,No,272.59,Yes
SOL-00498,9,Ad-Lite,5.03,3,6.6,No,Credit Card,1,App Store,1,26,Yes,172.24,Yes
SOL-00499,13,Standard,12.4,2,6.6,Yes,Credit Card,4,App Store,3,6,Yes,266.44,Yes
SOL-00500,9,Standard,12.49,1,7.0,Yes,PayPal,2,Web,4,1,Yes,242.83,No
SOL-00501,26,Standard,10.35,1,4.8,No,Gift Card,3,App Store,4,7,No,196.39,Yes
