client_id,account_tenure,portfolio_tier,annual_fee_revenue,advisor_assigned,contact_frequency_per_year,num_accounts_held,digital_logins_per_month,referred_by_client,risk_tolerance_profile,estate_planning_client,avg_response_time_hours,has_joint_account,portfolio_value_estimate,left_firm
FVW-01100,1,Premier,6515.28,No,3,2,4,No,Moderate,Yes,5.1,Yes,2137.03,No
FVW-01101,14,Private,9000.0,No,2,7,4,Yes,Moderate,No,13.3,Yes,269434.31,No
FVW-01102,3,Core,2081.8,No,5,2,3,No,Aggressive,No,21.8,No,2853.61,No
FVW-01103,4,Core,2124.76,No,7,4,7,No,Aggressive,No,4.9,No,6354.07,No
FVW-01104,20,Core,2233.87,Yes,9,3,4,No,Moderate,No,9.1,No,54697.2,No
FVW-01105,21,Private,17780.64,No,3,2,2,Yes,Conservative,No,33.8,No,288752.62,No
FVW-01106,18,Premier,7247.21,Yes,3,2,3,No,Conservative,No,14.0,No,222774.25,No
FVW-01107,1,Core,2440.8,No,9,4,2,No,Moderate,No,7.3,No,652.0,Yes
FVW-01108,12,Core,1514.14,No,3,4,4,Yes,Aggressive,No,10.0,No,24926.58,No
FVW-01109,23,Core,2069.1,No,4,3,5,No,Moderate,No,23.3,No,95585.34,No
FVW-01110,6,Core,2100.9,No,7,2,5,No,Moderate,No,1.5,No,13777.96,No
FVW-01111,22,Core,2368.77,No,4,4,3,No,Moderate,Yes,10.5,Yes,39250.91,No
FVW-01112,18,Premier,4603.8,Yes,4,1,0,Yes,Conservative,No,5.2,Yes,67304.57,No
FVW-01113,3,Core,2179.33,No,5,1,2,No,Conservative,No,14.3,No,9351.22,No
FVW-01114,5,Private,14718.97,Yes,6,2,3,No,Moderate,No,10.9,Yes,58254.91,No
FVW-01115,18,Core,1879.08,Yes,5,3,6,Yes,Moderate,No,12.3,No,20712.95,No
FVW-01116,18,Core,2323.9,No,5,3,4,No,Aggressive,No,12.3,No,25422.74,Yes
FVW-01117,7,Core,3059.39,No,3,3,1,Yes,Aggressive,No,16.4,No,19393.95,No
FVW-01118,5,Core,2931.15,No,8,2,3,No,Conservative,No,18.7,No,12382.58,No
FVW-01119,24,Premier,5140.7,No,6,2,1,No,Conservative,No,5.1,No,191959.3,No
FVW-01120,6,Premier,5353.02,Yes,5,3,6,Yes,Moderate,Yes,8.0,No,23529.65,No
FVW-01121,20,Premier,6043.18,Yes,2,3,5,No,Moderate,No,6.8,Yes,188573.28,No
FVW-01122,10,Core,1729.27,No,1,3,0,Yes,Moderate,No,19.5,Yes,12707.2,No
FVW-01123,9,Core,2038.83,No,2,3,4,No,Moderate,No,4.7,Yes,15932.7,No
FVW-01124,19,Private,20340.83,Yes,6,3,3,Yes,Conservative,No,5.8,No,462654.96,No
FVW-01125,24,Private,14286.46,Yes,3,1,2,No,Moderate,No,6.7,No,94775.08,No
FVW-01126,14,Core,2273.09,No,6,3,3,Yes,Conservative,No,2.0,No,42960.9,No
FVW-01127,9,Core,1963.17,No,6,1,5,No,Aggressive,No,13.6,No,15304.39,Yes
FVW-01128,7,Core,3149.18,Yes,5,2,3,No,Aggressive,No,4.7,Yes,21553.92,Yes
FVW-01129,23,Core,1483.31,No,6,4,4,Yes,Moderate,No,9.9,Yes,30819.71,No
FVW-01130,14,Core,1757.81,No,4,4,2,Yes,Moderate,No,12.7,No,45691.18,No
FVW-01131,1,Core,1843.52,Yes,7,3,2,No,Conservative,No,35.0,No,4075.09,No
FVW-01132,13,Core,1886.63,No,4,2,4,No,Moderate,No,8.2,No,19982.89,Yes
FVW-01133,13,Core,2448.56,Yes,7,2,2,No,Moderate,No,5.7,No,29863.85,No
FVW-01134,21,Private,15837.58,No,6,2,3,No,Moderate,No,19.8,No,792137.88,No
FVW-01135,15,Core,1989.44,No,3,4,2,Yes,Conservative,No,11.1,No,26542.89,No
FVW-01136,2,Core,2383.26,Yes,1,2,1,Yes,Moderate,No,26.2,No,13500.23,No
FVW-01137,24,Core,2621.72,No,1,4,5,No,Moderate,No,33.8,No,188925.34,No
FVW-01138,15,Premier,4759.15,Yes,2,2,2,No,Aggressive,No,4.4,No,39535.37,Yes
FVW-01139,25,Premier,5940.74,Yes,4,3,4,Yes,Moderate,No,1.8,Yes,211230.94,No
FVW-01140,10,Core,2565.69,No,3,1,1,No,Conservative,No,19.2,Yes,2213.45,No
FVW-01141,21,Core,2299.47,No,2,2,5,No,Conservative,No,8.8,No,38804.04,No
FVW-01142,13,Core,2241.15,No,4,1,1,No,Moderate,No,3.6,No,59177.81,Yes
FVW-01143,3,Premier,5516.11,Yes,9,3,4,No,Moderate,No,7.0,No,18232.42,No
FVW-01144,14,Core,2167.23,Yes,2,3,3,No,Conservative,Yes,4.2,No,51952.73,No
FVW-01145,24,Premier,4281.7,Yes,4,2,3,Yes,Moderate,No,1.1,No,76421.72,No
FVW-01146,18,Premier,5254.91,Yes,3,2,4,No,Conservative,No,9.0,No,191736.14,No
FVW-01147,25,Core,2540.61,Yes,7,3,3,No,Conservative,No,12.5,Yes,61701.17,No
FVW-01148,20,Premier,4373.85,No,6,3,2,No,Moderate,No,32.7,No,143627.25,No
FVW-01149,21,Premier,4877.9,Yes,6,4,2,Yes,Conservative,Yes,34.3,Yes,67787.73,No
FVW-01150,10,Premier,4641.39,No,6,3,2,Yes,Conservative,Yes,13.3,No,56977.03,No
FVW-01151,24,Private,12010.35,No,5,5,5,No,Aggressive,No,17.2,Yes,121146.04,No
FVW-01152,24,Private,9000.0,No,2,3,2,No,Moderate,No,17.2,No,74723.76,No
FVW-01153,1,Premier,7436.78,Yes,4,2,3,No,Conservative,No,17.3,No,13418.98,No
FVW-01154,8,Core,2040.33,Yes,2,2,5,No,Conservative,No,10.7,Yes,16601.22,Yes
FVW-01155,13,Core,2023.35,No,4,3,3,No,Aggressive,No,53.6,No,34908.7,Yes
FVW-01156,13,Premier,5304.26,Yes,5,3,3,No,Conservative,No,9.2,No,55245.94,No
FVW-01157,8,Private,13084.15,Yes,5,3,3,No,Moderate,No,8.5,Yes,99954.85,No
FVW-01158,12,Core,2932.9,No,7,4,5,No,Aggressive,No,8.4,No,30548.05,Yes
FVW-01159,10,Core,2652.15,Yes,11,3,5,No,Moderate,No,2.9,Yes,26925.03,No
FVW-01160,1,Premier,5857.92,Yes,5,2,2,No,Moderate,No,31.6,Yes,0.0,No
FVW-01161,11,Premier,5621.13,No,7,4,3,No,Conservative,Yes,2.9,Yes,97066.55,No
FVW-01162,18,Core,2262.78,No,3,6,4,Yes,Moderate,No,8.3,No,14976.9,Yes
FVW-01163,24,Private,11883.2,Yes,2,3,6,Yes,Conservative,No,5.0,No,457993.34,No
FVW-01164,23,Private,13393.59,Yes,2,3,6,No,Conservative,No,7.5,No,287381.0,No
FVW-01165,22,Premier,4888.68,No,5,3,1,Yes,Conservative,Yes,14.6,No,93053.24,No
FVW-01166,16,Core,1902.67,No,4,7,2,No,Conservative,No,19.8,No,37526.46,No
FVW-01167,18,Premier,6476.62,No,5,3,4,Yes,Conservative,No,8.3,No,162761.84,No
FVW-01168,5,Premier,4897.61,No,2,3,3,Yes,Moderate,No,1.4,No,22234.65,No
FVW-01169,5,Private,15850.69,No,4,1,2,No,Aggressive,No,5.6,No,76062.81,No
FVW-01170,7,Core,1975.67,No,2,1,4,No,Conservative,No,8.6,Yes,24087.98,Yes
FVW-01171,21,Core,2598.15,Yes,2,2,2,No,Moderate,Yes,12.9,No,35976.39,No
FVW-01172,14,Private,13704.53,No,6,4,5,Yes,Conservative,Yes,17.1,No,237209.61,No
FVW-01173,19,Core,1974.56,No,2,3,3,Yes,Aggressive,No,2.6,No,41666.57,Yes
FVW-01174,18,Core,2564.61,No,3,3,1,No,Aggressive,No,9.7,No,123562.56,Yes
FVW-01175,1,Core,2224.92,No,3,3,7,No,Conservative,No,30.5,No,2859.06,Yes
FVW-01176,15,Core,2457.71,No,3,2,3,No,Conservative,No,26.7,No,28325.82,Yes
FVW-01177,20,Core,2579.35,No,4,2,2,No,Aggressive,No,4.7,Yes,92872.87,No
FVW-01178,23,Core,1769.84,No,4,3,6,No,Conservative,No,6.9,Yes,51241.93,No
FVW-01179,25,Premier,7225.28,Yes,4,3,5,No,Conservative,No,18.8,No,153430.62,No
FVW-01180,0,Core,2333.46,No,5,1,3,No,Moderate,No,25.9,No,0.0,No
FVW-01181,18,Premier,7451.93,Yes,2,1,1,No,Conservative,No,13.8,No,140534.4,No
FVW-01182,8,Premier,5223.71,No,2,1,7,No,Conservative,No,1.7,No,36891.32,No
FVW-01183,1,Premier,5431.72,Yes,4,5,3,No,Conservative,No,4.4,Yes,11604.54,No
FVW-01184,25,Core,1833.99,No,2,2,4,No,Aggressive,No,14.0,No,45275.87,No
FVW-01185,22,Core,1979.62,Yes,1,1,0,Yes,Conservative,No,5.9,No,61170.65,No
FVW-01186,9,Core,1661.36,Yes,6,3,2,No,Moderate,No,5.2,No,4999.7,No
FVW-01187,17,Core,1945.88,Yes,1,1,3,No,Moderate,No,13.0,No,63115.22,No
FVW-01188,4,Private,13668.69,Yes,4,2,3,No,Moderate,No,1.6,No,33189.93,No
FVW-01189,20,Core,1786.03,No,6,3,5,Yes,Aggressive,No,29.3,No,26217.99,No
FVW-01190,5,Private,15511.77,Yes,3,2,4,Yes,Aggressive,Yes,7.2,No,18968.34,No
FVW-01191,20,Core,2741.26,No,1,2,4,No,Aggressive,No,8.6,No,44000.76,No
FVW-01192,4,Premier,4932.54,Yes,5,2,2,Yes,Aggressive,No,4.1,No,17955.09,No
FVW-01193,4,Core,2273.14,No,2,2,3,No,Moderate,No,10.0,No,2715.61,No
FVW-01194,1,Private,10758.13,No,4,2,0,No,Moderate,No,7.3,Yes,3101.01,No
FVW-01195,25,Core,2161.92,Yes,5,4,4,No,Moderate,No,11.7,Yes,67798.57,No
FVW-01196,5,Core,2306.54,No,2,4,2,No,Conservative,Yes,28.6,Yes,9502.97,No
FVW-01197,4,Core,2252.82,Yes,1,4,3,Yes,Conservative,No,3.9,No,13791.98,No
FVW-01198,6,Premier,5409.04,Yes,1,2,2,No,Moderate,No,6.6,Yes,54473.27,No
FVW-01199,6,Premier,5934.12,Yes,4,2,5,No,Moderate,No,0.7,No,41262.87,No
FVW-01200,16,Core,2098.38,Yes,2,5,2,No,Moderate,No,44.5,No,33001.24,No
