customer_id,churned,monthly_bill,tenure_months,estimated_customer_value,plan_type,num_lines,has_international_plan,data_overage_gb,autopay_enabled,device_financing_active,network_type,support_calls_ytd,days_since_last_upgrade,family_plan_member,satisfaction_score
MRD-000272,Yes,40.23,94,3648.98,Basic,1,No,4.54,Yes,No,4G,2,882,No,5
MRD-000273,No,66.76,0,91.68,Plus,3,No,4.84,Yes,No,5G,3,920,Yes,9
MRD-000274,No,29.63,49,623.45,Basic,3,No,0.32,Yes,No,5G,0,1319,Yes,5
MRD-000275,No,36.19,78,2889.66,Basic,5,No,3.31,No,Yes,5G,1,715,Yes,7
MRD-000276,No,36.81,34,633.68,Basic,1,No,11.85,No,No,5G,2,802,No,9
MRD-000277,No,47.84,38,2058.8,Plus,1,No,2.28,No,Yes,5G,3,337,No,4
MRD-000278,No,85.41,81,7409.11,Premium,1,No,2.76,Yes,No,5G,1,1229,No,9
MRD-000279,Yes,32.26,81,4210.14,Basic,4,Yes,0.48,No,No,4G,0,118,Yes,9
MRD-000280,No,101.82,52,4939.01,Premium,2,Yes,0.86,Yes,No,5G,4,1402,No,8
MRD-000281,No,22.8,58,1971.22,Basic,1,No,3.75,Yes,No,4G,4,434,No,1
MRD-000282,No,39.36,74,8994.94,Basic,3,No,4.84,Yes,Yes,5G,0,186,Yes,2
MRD-000283,No,52.58,83,5086.31,Plus,1,No,15.88,Yes,No,5G,1,710,No,9
MRD-000284,No,123.44,57,4233.83,Premium,2,No,10.49,Yes,Yes,5G,2,1053,No,8
MRD-000285,No,66.18,87,6616.1,Premium,1,No,3.46,Yes,No,5G,2,1378,No,6
MRD-000286,No,102.39,89,3670.97,Premium,2,No,0.78,No,Yes,4G,2,530,No,9
MRD-000287,No,103.89,1,232.41,Premium,1,No,13.13,No,No,5G,1,843,No,1
MRD-000288,No,26.42,18,525.59,Basic,4,Yes,1.41,Yes,No,5G,2,1121,Yes,7
MRD-000289,No,50.94,65,1813.49,Plus,1,Yes,1.09,Yes,No,5G,0,419,No,6
MRD-000290,No,78.54,24,2370.26,Premium,2,No,2.86,Yes,No,5G,1,172,No,3
MRD-000291,No,54.01,66,4997.76,Plus,1,No,9.65,No,Yes,5G,2,60,No,10
MRD-000292,Yes,57.73,22,3857.59,Plus,1,Yes,1.08,Yes,No,4G,1,174,No,5
MRD-000293,No,94.55,21,1409.36,Premium,4,No,3.03,Yes,No,5G,1,1052,Yes,9
MRD-000294,No,68.6,95,9906.9,Premium,2,No,0.18,Yes,Yes,4G,4,643,No,8
MRD-000295,No,67.08,31,1517.57,Plus,1,No,0.86,Yes,Yes,4G,4,252,No,8
MRD-000296,No,38.97,92,2768.69,Basic,1,No,2.41,Yes,No,4G,1,689,No,2
MRD-000297,Yes,61.23,8,690.1,Plus,1,No,10.63,No,No,5G,3,1486,No,3
MRD-000298,No,65.54,50,3216.7,Plus,1,No,1.59,Yes,Yes,5G,2,1088,No,1
MRD-000299,Yes,35.46,20,1023.38,Basic,2,No,7.95,No,Yes,5G,2,382,No,6
MRD-000300,No,28.45,56,2803.9,Basic,3,No,3.47,Yes,No,5G,1,661,Yes,6
MRD-000301,No,66.29,83,2024.0,Plus,1,No,9.12,Yes,No,5G,0,452,No,3
MRD-000302,No,61.2,71,4708.85,Plus,1,Yes,3.92,Yes,Yes,5G,1,1366,No,6
MRD-000303,No,69.73,63,8674.63,Plus,5,No,1.67,Yes,Yes,5G,2,476,Yes,7
MRD-000304,No,39.56,58,1958.48,Basic,2,No,5.24,Yes,No,4G,1,887,No,3
MRD-000305,No,64.39,83,4611.11,Plus,1,No,1.62,No,Yes,4G,2,858,No,7
MRD-000306,No,39.78,36,3121.0,Basic,4,No,7.56,Yes,Yes,4G,0,296,Yes,1
MRD-000307,No,88.11,81,5327.32,Premium,3,No,0.07,Yes,No,4G,0,1359,Yes,1
MRD-000308,No,51.64,31,1187.78,Plus,1,No,1.08,No,No,5G,4,1378,No,3
MRD-000309,No,109.22,43,6566.76,Premium,3,No,9.04,No,No,4G,2,1105,Yes,8
MRD-000310,No,67.41,64,6141.56,Plus,1,No,3.46,No,No,5G,1,322,No,3
MRD-000311,No,73.17,76,2480.26,Premium,2,No,1.46,Yes,Yes,5G,2,249,No,9
MRD-000312,Yes,27.71,71,1780.81,Basic,1,No,2.48,No,Yes,5G,3,1234,No,8
MRD-000313,No,35.02,36,1979.31,Basic,4,No,3.06,No,No,5G,1,587,Yes,8
MRD-000314,Yes,35.24,71,2523.8,Basic,1,No,3.78,Yes,Yes,5G,0,922,No,2
MRD-000315,Yes,28.29,21,505.08,Basic,1,No,6.88,Yes,Yes,5G,1,1494,No,1
MRD-000316,Yes,30.16,83,2331.68,Basic,2,No,1.51,Yes,Yes,5G,2,693,No,2
MRD-000317,No,88.49,27,1332.33,Premium,4,No,12.32,No,Yes,5G,0,1119,Yes,7
MRD-000318,Yes,36.43,68,1892.05,Basic,2,No,2.15,Yes,No,4G,0,245,No,1
MRD-000319,No,36.55,88,2001.05,Basic,2,No,5.4,Yes,No,5G,1,264,No,10
MRD-000320,No,74.52,73,7315.25,Premium,3,No,7.45,No,Yes,5G,3,883,Yes,2
MRD-000321,No,54.87,75,6365.23,Plus,2,Yes,2.27,Yes,No,4G,1,654,No,3
MRD-000322,No,58.92,94,5148.37,Plus,5,No,0.11,Yes,Yes,5G,1,943,Yes,2
MRD-000323,No,118.45,22,2022.23,Premium,2,No,3.21,Yes,Yes,5G,5,621,No,6
MRD-000324,No,35.93,80,3744.78,Basic,1,No,4.21,Yes,Yes,4G,0,210,No,7
MRD-000325,No,53.81,8,861.5,Plus,1,No,6.31,No,Yes,4G,1,1221,No,7
MRD-000326,No,32.85,71,4085.26,Basic,2,No,2.16,Yes,Yes,5G,0,448,No,2
MRD-000327,No,59.54,67,11695.8,Plus,1,No,2.69,Yes,Yes,4G,3,1376,No,10
MRD-000328,Yes,40.37,49,1344.51,Basic,4,No,4.43,Yes,No,5G,3,1426,Yes,5
MRD-000329,No,60.12,40,3676.83,Plus,3,No,6.33,Yes,No,5G,1,810,Yes,8
MRD-000330,No,62.02,78,8780.34,Plus,3,Yes,1.49,No,No,5G,1,122,Yes,2
MRD-000331,Yes,36.25,49,1039.08,Basic,2,No,2.42,No,No,5G,1,264,No,10
MRD-000332,No,65.46,60,2565.52,Plus,4,No,5.22,No,No,5G,1,1032,Yes,9
MRD-000333,No,75.0,74,8168.19,Plus,1,No,3.01,No,No,4G,2,1167,No,7
MRD-000334,No,38.18,50,1208.51,Basic,2,No,0.72,No,Yes,4G,2,519,No,9
MRD-000335,No,64.14,71,3425.75,Plus,1,No,2.83,No,No,4G,1,1331,No,10
MRD-000336,No,63.28,87,6931.93,Plus,1,No,4.3,Yes,No,4G,0,386,No,1
MRD-000337,No,102.84,13,2179.14,Premium,3,No,5.63,Yes,No,4G,1,828,Yes,4
MRD-000338,No,39.37,23,975.34,Basic,3,Yes,7.71,Yes,Yes,5G,0,515,Yes,10
MRD-000339,Yes,30.51,28,1409.07,Basic,2,No,2.67,No,No,5G,3,662,No,10
MRD-000340,Yes,42.87,23,440.77,Basic,1,Yes,3.2,No,Yes,4G,1,298,No,2
MRD-000341,No,94.25,52,7034.87,Premium,2,No,12.33,Yes,Yes,4G,1,10,No,2
MRD-000342,Yes,85.65,19,1620.32,Premium,1,No,1.16,Yes,Yes,5G,2,1052,No,5
MRD-000343,No,61.99,9,881.58,Plus,2,No,0.76,Yes,Yes,5G,1,355,No,8
MRD-000344,No,35.85,26,157.79,Basic,2,No,8.02,Yes,No,4G,0,1192,No,5
MRD-000345,No,26.56,54,1193.07,Basic,2,Yes,1.44,No,No,5G,1,568,No,9
MRD-000346,Yes,67.82,87,13437.74,Plus,2,No,0.46,No,No,5G,3,567,No,6
MRD-000347,No,25.77,45,890.25,Basic,1,Yes,1.69,Yes,No,4G,2,466,No,5
MRD-000348,No,62.9,95,6692.0,Plus,2,No,0.84,Yes,Yes,5G,0,120,No,9
MRD-000349,Yes,31.86,29,873.3,Basic,3,Yes,1.73,No,Yes,5G,0,512,Yes,4
MRD-000350,No,33.21,34,369.57,Basic,1,No,1.96,Yes,No,5G,2,974,No,8
MRD-000351,No,37.57,95,2005.95,Basic,3,No,2.32,Yes,No,4G,3,1180,Yes,3
MRD-000352,No,95.72,83,5648.31,Premium,4,Yes,6.64,Yes,Yes,4G,0,1426,Yes,7
MRD-000353,No,64.86,45,1240.12,Plus,3,No,1.68,Yes,Yes,5G,4,334,Yes,7
MRD-000354,No,47.19,39,1554.09,Plus,1,No,4.21,No,No,5G,0,578,No,2
MRD-000355,No,92.83,72,8423.68,Premium,2,Yes,8.27,Yes,Yes,5G,1,1298,No,7
MRD-000356,No,38.11,28,2536.82,Basic,3,No,0.25,Yes,Yes,5G,1,1488,Yes,7
MRD-000357,No,20.0,24,408.29,Basic,4,No,0.33,No,Yes,5G,1,67,Yes,10
MRD-000358,No,39.05,40,1263.59,Basic,2,No,6.76,Yes,Yes,4G,1,1171,No,8
MRD-000359,No,30.67,32,1345.06,Basic,1,No,2.37,Yes,Yes,5G,3,793,No,2
MRD-000360,No,75.29,36,3003.56,Plus,1,No,1.98,Yes,No,5G,1,396,No,8
MRD-000361,No,34.0,61,3252.81,Basic,1,No,1.33,No,Yes,5G,2,246,No,9
MRD-000362,No,91.6,88,8113.22,Premium,4,No,2.9,Yes,No,5G,3,160,Yes,1
MRD-000363,No,53.03,6,814.62,Plus,2,No,3.53,Yes,Yes,4G,0,79,No,8
MRD-000364,No,49.13,85,5930.45,Plus,1,No,3.47,Yes,Yes,4G,1,333,No,9
MRD-000365,No,65.37,45,2212.62,Plus,4,No,5.08,Yes,Yes,4G,2,101,Yes,3
MRD-000366,No,61.83,3,174.24,Plus,1,No,9.33,No,No,5G,2,420,No,9
MRD-000367,No,76.5,17,755.57,Premium,1,No,3.52,Yes,Yes,5G,0,361,No,3
MRD-000368,No,50.8,20,1381.23,Plus,2,No,4.91,Yes,Yes,5G,1,514,No,9
MRD-000369,Yes,38.18,94,5995.17,Basic,1,No,6.46,No,No,4G,2,1184,No,1
MRD-000370,No,100.31,18,1348.65,Premium,2,Yes,1.83,Yes,Yes,4G,1,211,No,1
MRD-000371,No,57.12,35,1535.1,Plus,1,No,4.22,Yes,No,4G,2,843,No,6
MRD-000372,No,71.37,71,4538.72,Premium,4,No,0.45,Yes,Yes,5G,2,430,Yes,3
MRD-000373,No,23.67,10,533.99,Basic,1,No,3.0,Yes,No,5G,0,84,No,7
MRD-000374,No,68.14,74,3028.1,Plus,2,No,1.54,Yes,No,4G,2,600,No,7
MRD-000375,No,89.95,55,2769.2,Premium,1,No,6.19,No,No,5G,2,94,No,8
MRD-000376,Yes,38.76,92,2268.58,Basic,3,No,8.34,No,No,4G,0,629,Yes,2
MRD-000377,No,97.35,60,4962.64,Premium,1,No,0.27,Yes,No,5G,2,366,No,3
MRD-000378,No,44.05,55,1941.96,Basic,1,No,4.69,Yes,Yes,5G,1,190,No,5
MRD-000379,Yes,34.33,41,1363.61,Basic,3,Yes,5.9,Yes,Yes,5G,2,906,Yes,7
MRD-000380,No,53.88,59,2708.62,Plus,4,Yes,2.31,Yes,No,4G,0,683,Yes,4
MRD-000381,No,108.44,62,6246.92,Premium,1,No,0.23,Yes,No,5G,1,1269,No,8
MRD-000382,No,74.73,42,2535.53,Premium,2,Yes,9.69,Yes,Yes,4G,1,1214,No,6
MRD-000383,No,95.37,12,1277.59,Premium,3,Yes,10.38,Yes,Yes,4G,2,186,Yes,10
MRD-000384,No,94.16,39,4368.78,Premium,2,No,6.27,Yes,No,5G,1,1088,No,1
MRD-000385,No,113.36,34,2244.01,Premium,2,Yes,6.71,Yes,No,4G,0,751,No,7
MRD-000386,No,53.75,16,419.53,Plus,1,No,2.57,Yes,Yes,4G,1,1447,No,5
MRD-000387,No,71.86,65,6852.7,Plus,4,Yes,2.25,Yes,No,4G,2,423,Yes,4
MRD-000388,Yes,30.74,21,918.22,Basic,3,No,0.57,No,No,4G,1,203,Yes,10
MRD-000389,No,64.97,53,4276.73,Plus,3,No,0.3,Yes,No,5G,0,696,Yes,1
MRD-000390,No,99.16,7,1441.5,Premium,2,No,4.41,Yes,Yes,5G,1,163,No,10
MRD-000391,Yes,32.47,9,556.78,Basic,3,No,0.93,No,No,5G,0,735,Yes,7
MRD-000392,No,70.22,53,4085.53,Plus,4,No,4.86,Yes,No,4G,0,758,Yes,1
MRD-000393,No,56.86,93,10335.1,Plus,2,No,5.44,Yes,No,5G,0,989,No,7
MRD-000394,No,30.12,16,311.57,Basic,2,No,4.73,No,No,4G,2,1156,No,6
MRD-000395,Yes,52.81,40,1758.6,Plus,3,No,5.08,Yes,No,5G,0,1460,Yes,5
MRD-000396,No,56.56,33,1920.01,Plus,4,No,0.81,Yes,No,5G,0,584,Yes,9
MRD-000397,No,34.23,4,386.99,Basic,4,No,7.04,No,No,4G,2,83,Yes,9
MRD-000398,No,73.24,93,6387.24,Plus,1,No,5.21,Yes,Yes,5G,2,1061,No,1
MRD-000399,Yes,84.11,78,9130.76,Premium,4,No,5.95,Yes,Yes,4G,1,667,Yes,5
MRD-000400,Yes,36.21,95,1559.39,Basic,1,No,1.2,Yes,Yes,4G,1,727,No,8
MRD-000401,No,90.0,63,4241.7,Premium,2,No,0.94,No,No,5G,2,151,No,4
MRD-000402,No,84.42,74,10672.71,Premium,1,Yes,2.9,No,No,4G,0,1145,No,3
MRD-000403,No,33.11,64,2595.06,Basic,3,No,4.66,Yes,Yes,5G,2,678,Yes,8
MRD-000404,No,73.76,9,152.73,Plus,2,No,3.96,Yes,No,5G,3,299,No,5
MRD-000405,No,50.79,52,4020.62,Plus,2,No,1.15,No,Yes,5G,3,1076,No,7
MRD-000406,No,61.89,6,659.1,Plus,1,No,2.45,Yes,Yes,5G,0,65,No,3
MRD-000407,No,56.32,79,6046.26,Plus,2,No,4.07,Yes,Yes,5G,0,263,No,1
MRD-000408,Yes,33.28,9,368.63,Basic,2,No,13.12,Yes,Yes,5G,3,441,No,7
MRD-000409,No,63.75,37,2915.59,Plus,3,No,3.82,Yes,No,4G,3,689,Yes,2
MRD-000410,No,99.71,29,1229.59,Premium,2,Yes,2.76,Yes,No,5G,0,913,No,5
MRD-000411,No,80.2,2,0.0,Premium,2,No,0.31,Yes,No,5G,2,107,No,3
MRD-000412,No,105.85,63,2382.15,Premium,2,No,1.31,No,No,4G,2,1014,No,6
MRD-000413,No,28.8,23,529.67,Basic,1,No,1.61,Yes,No,4G,1,895,No,9
MRD-000414,Yes,70.35,21,1119.84,Plus,2,No,2.77,No,No,5G,1,347,No,5
MRD-000415,No,53.23,92,7781.74,Plus,2,No,3.14,Yes,Yes,5G,0,663,No,2
MRD-000416,No,36.98,73,10137.17,Basic,1,Yes,1.33,Yes,Yes,4G,0,923,No,8
MRD-000417,No,37.98,39,1975.34,Basic,1,Yes,1.53,Yes,No,5G,0,831,No,7
MRD-000418,Yes,34.42,24,1365.75,Basic,1,No,0.63,No,No,5G,0,1070,No,10
MRD-000419,No,70.57,47,4131.7,Plus,4,No,5.02,No,Yes,5G,3,1283,Yes,8
MRD-000420,No,61.56,14,1055.67,Plus,1,No,0.81,No,Yes,5G,2,1401,No,5
MRD-000421,Yes,30.66,1,99.06,Basic,1,No,2.76,Yes,No,5G,0,635,No,2
MRD-000422,No,100.03,19,2168.99,Premium,4,No,9.71,Yes,No,4G,1,1220,Yes,10
MRD-000423,No,37.02,75,7045.12,Basic,1,No,0.22,Yes,Yes,5G,1,977,No,10
MRD-000424,No,33.45,68,1221.72,Basic,2,No,4.84,Yes,No,5G,2,1231,No,7
MRD-000425,No,26.63,16,381.76,Basic,3,No,3.97,No,No,5G,3,75,Yes,9
MRD-000426,No,49.01,79,3874.24,Plus,1,Yes,7.75,No,Yes,4G,1,793,No,4
MRD-000427,No,71.58,40,1424.68,Plus,3,No,1.39,Yes,Yes,5G,3,1020,Yes,4
MRD-000428,No,83.9,48,3804.37,Premium,2,Yes,2.87,Yes,No,4G,3,1278,No,10
MRD-000429,No,58.91,95,7347.64,Plus,2,No,3.29,No,No,5G,2,118,No,5
MRD-000430,No,35.95,4,0.0,Basic,2,No,3.29,Yes,No,5G,2,246,No,6
MRD-000431,No,34.6,38,1569.38,Basic,3,No,0.21,No,No,5G,1,872,Yes,6
MRD-000432,No,30.53,6,38.71,Basic,2,No,2.19,Yes,No,5G,0,525,No,9
MRD-000433,No,75.79,81,3164.03,Premium,5,No,2.82,Yes,No,5G,1,549,Yes,6
MRD-000434,No,30.48,40,1673.91,Basic,1,No,2.27,No,Yes,5G,2,585,No,5
MRD-000435,Yes,42.11,55,3353.69,Basic,4,No,0.59,Yes,No,5G,3,1209,Yes,9
MRD-000436,No,56.59,7,447.78,Plus,2,Yes,1.62,Yes,No,5G,4,849,No,6
MRD-000437,No,63.76,15,885.57,Plus,2,No,3.28,Yes,Yes,5G,1,1243,No,5
MRD-000438,Yes,35.43,54,2072.15,Basic,2,Yes,0.01,Yes,No,4G,0,34,No,4
MRD-000439,No,57.99,1,66.27,Plus,1,No,0.66,Yes,Yes,4G,3,513,No,10
MRD-000440,No,95.36,94,11993.23,Premium,3,No,7.72,Yes,Yes,5G,1,1095,Yes,6
MRD-000441,Yes,31.74,0,22.22,Basic,2,No,2.1,Yes,Yes,5G,1,364,No,5
MRD-000442,No,33.35,2,188.23,Basic,1,No,0.13,No,Yes,5G,0,726,No,7
MRD-000443,No,56.28,1,197.49,Plus,2,No,2.73,Yes,Yes,5G,0,818,No,4
MRD-000444,No,67.46,50,5324.21,Plus,1,No,2.03,Yes,No,5G,3,900,No,2
MRD-000445,Yes,61.6,86,9097.29,Plus,1,Yes,1.12,No,No,4G,0,260,No,9
MRD-000446,No,37.77,41,1651.98,Basic,2,No,7.71,Yes,Yes,5G,1,1117,No,4
MRD-000447,Yes,35.21,7,121.55,Basic,5,No,2.58,No,No,5G,1,1145,Yes,2
MRD-000448,No,38.05,10,637.08,Basic,1,No,6.54,Yes,Yes,4G,0,89,No,2
MRD-000449,Yes,42.43,26,989.38,Basic,4,No,2.8,No,Yes,5G,0,42,Yes,4
MRD-000450,No,49.45,25,845.77,Plus,2,No,2.89,No,No,4G,4,403,No,6
MRD-000451,No,75.16,9,865.81,Plus,2,No,2.98,Yes,No,5G,1,1282,No,1
MRD-000452,No,35.99,8,250.13,Basic,1,Yes,6.31,No,No,4G,3,153,No,10
MRD-000453,No,106.75,51,7518.06,Premium,5,No,2.74,Yes,No,5G,1,239,Yes,10
MRD-000454,No,90.78,44,1785.51,Premium,3,No,2.37,Yes,Yes,5G,0,878,Yes,6
MRD-000455,No,109.51,21,1587.09,Premium,1,No,2.22,Yes,No,5G,3,1315,No,8
MRD-000456,No,64.43,56,2684.22,Plus,4,No,3.68,No,No,5G,0,9,Yes,2
MRD-000457,No,34.0,81,2460.0,Basic,2,Yes,0.18,No,Yes,4G,0,1172,No,2
MRD-000458,No,60.46,50,7506.01,Plus,2,No,0.22,Yes,Yes,4G,3,734,No,7
MRD-000459,No,38.94,32,1001.78,Basic,2,No,0.31,No,No,5G,0,1313,No,9
MRD-000460,No,99.54,7,1183.68,Premium,3,No,2.76,Yes,Yes,5G,3,1014,Yes,10
MRD-000461,No,88.79,1,236.92,Premium,2,No,1.13,No,Yes,4G,2,1058,No,2
MRD-000462,Yes,24.86,39,652.24,Basic,2,No,3.08,Yes,No,5G,4,863,No,6
MRD-000463,Yes,58.82,84,6102.73,Plus,1,No,4.9,Yes,No,5G,4,1025,No,1
MRD-000464,Yes,72.61,18,1100.77,Plus,2,No,3.74,Yes,No,5G,1,477,No,10
MRD-000465,Yes,62.54,23,2232.83,Plus,5,No,5.86,No,Yes,5G,2,236,Yes,7
MRD-000466,No,30.19,59,2335.88,Basic,1,No,2.68,Yes,Yes,4G,1,197,No,8
MRD-000467,No,64.03,78,3844.79,Plus,1,No,1.88,No,No,4G,1,1103,No,6
MRD-000468,No,35.52,36,1952.75,Basic,5,No,0.45,Yes,No,4G,2,1016,Yes,1
MRD-000469,Yes,37.35,17,475.3,Basic,1,No,3.05,No,No,5G,0,741,No,7
MRD-000470,Yes,63.84,24,2467.13,Plus,1,No,7.65,Yes,No,5G,2,646,No,4
MRD-000471,No,113.99,62,16194.41,Premium,3,No,0.95,Yes,Yes,4G,2,938,Yes,8
MRD-000472,No,56.61,48,5110.09,Plus,1,No,5.19,No,No,5G,2,758,No,9
MRD-000473,No,109.67,45,3152.13,Premium,3,Yes,6.89,Yes,Yes,4G,0,762,Yes,9
MRD-000474,Yes,45.0,95,3142.86,Basic,2,No,5.73,Yes,No,4G,0,1194,No,9
MRD-000475,No,94.58,58,4074.07,Premium,1,No,6.89,Yes,Yes,4G,3,21,No,4
MRD-000476,No,62.7,76,6224.64,Plus,1,No,2.14,No,No,5G,1,574,No,8
MRD-000477,No,24.74,92,2854.98,Basic,3,No,4.53,Yes,Yes,4G,2,13,Yes,8
MRD-000478,No,34.8,60,1570.95,Basic,4,No,5.3,Yes,No,4G,1,877,Yes,3
MRD-000479,No,65.35,8,178.23,Plus,1,No,2.73,Yes,No,5G,1,1340,No,4
MRD-000480,No,59.27,78,3923.75,Plus,2,Yes,4.26,Yes,Yes,5G,1,1307,No,1
MRD-000481,Yes,57.24,79,4978.29,Plus,3,Yes,0.95,No,No,5G,1,1150,Yes,4
MRD-000482,No,25.05,59,1841.5,Basic,5,Yes,2.35,Yes,No,5G,0,711,Yes,5
MRD-000483,No,83.91,36,3764.06,Premium,2,No,3.07,No,Yes,4G,1,471,No,6
MRD-000484,No,91.29,94,7774.61,Premium,1,No,0.63,Yes,No,5G,3,413,No,1
MRD-000485,No,29.84,89,2577.75,Basic,2,No,3.69,No,Yes,4G,1,1422,No,4
MRD-000486,No,53.31,5,525.59,Plus,3,No,1.15,Yes,Yes,5G,0,325,Yes,1
MRD-000487,Yes,42.73,52,2307.27,Basic,3,No,1.65,No,No,5G,0,1134,Yes,3
MRD-000488,Yes,36.21,4,443.28,Basic,2,No,1.65,No,Yes,5G,4,517,No,9
MRD-000489,No,69.4,94,3288.43,Plus,1,No,0.06,Yes,Yes,5G,2,1170,No,6
MRD-000490,No,55.44,76,3770.47,Plus,2,No,12.59,No,No,4G,2,1446,No,5
MRD-000491,No,56.7,80,2757.65,Plus,2,No,3.43,Yes,Yes,5G,1,859,No,1
MRD-000492,No,68.65,15,792.18,Plus,2,No,1.3,No,No,5G,1,679,No,4
MRD-000493,No,101.92,19,1192.46,Premium,3,No,3.07,Yes,No,4G,1,1432,Yes,6
MRD-000494,No,81.14,6,977.71,Premium,2,No,4.13,Yes,Yes,5G,2,291,No,9
MRD-000495,Yes,67.22,20,1099.74,Plus,2,No,1.15,Yes,No,5G,2,108,No,3
MRD-000496,No,84.08,62,5932.94,Premium,1,No,2.8,Yes,No,5G,0,640,No,10
MRD-000497,No,44.15,68,2893.39,Basic,1,No,1.43,Yes,No,5G,0,896,No,3
MRD-000498,Yes,44.4,6,221.09,Basic,2,No,0.11,Yes,No,4G,1,1234,No,2
MRD-000499,No,32.53,13,535.98,Basic,1,No,0.52,Yes,No,5G,1,562,No,3
MRD-000500,No,104.52,26,3321.12,Premium,2,No,4.45,Yes,No,5G,0,342,No,3
MRD-000501,No,51.31,52,6543.04,Plus,2,No,2.35,No,No,4G,0,418,No,5
MRD-000502,No,81.96,12,644.37,Premium,1,No,1.99,No,Yes,5G,2,475,No,2
MRD-000503,No,59.95,19,2634.93,Plus,5,No,6.65,Yes,No,5G,2,89,Yes,1
MRD-000504,No,61.69,94,7441.64,Plus,5,No,0.71,Yes,No,5G,1,340,Yes,4
MRD-000505,No,84.45,37,2610.15,Premium,1,No,1.4,Yes,No,5G,1,777,No,2
MRD-000506,No,31.45,89,3679.21,Basic,5,No,8.24,Yes,Yes,5G,0,453,Yes,4
MRD-000507,No,59.58,42,3006.81,Plus,2,No,2.41,Yes,No,5G,3,340,No,10
MRD-000508,No,108.79,85,6243.09,Premium,2,Yes,8.54,Yes,Yes,5G,3,731,No,2
MRD-000509,No,33.43,69,2941.33,Basic,2,No,1.76,No,Yes,5G,2,463,No,5
MRD-000510,No,65.19,83,2742.91,Plus,3,No,1.05,Yes,No,4G,1,488,Yes,3
MRD-000511,Yes,60.97,87,7572.86,Plus,3,No,0.93,Yes,No,4G,2,615,Yes,8
MRD-000512,No,36.26,9,273.19,Basic,2,No,3.5,No,Yes,5G,1,1497,No,6
MRD-000513,No,59.44,29,3809.95,Plus,1,No,2.06,No,Yes,5G,0,726,No,6
MRD-000514,No,61.77,64,5389.55,Plus,2,No,9.73,Yes,No,5G,0,401,No,6
MRD-000515,No,57.06,24,2855.21,Plus,4,No,1.87,No,Yes,5G,1,11,Yes,10
MRD-000516,No,28.46,88,1529.55,Basic,3,No,7.17,Yes,No,4G,0,593,Yes,6
MRD-000517,No,43.0,33,858.74,Basic,1,No,3.18,Yes,No,5G,2,803,No,4
MRD-000518,No,70.3,60,5655.7,Plus,1,No,1.76,Yes,Yes,5G,2,1406,No,4
MRD-000519,No,36.25,86,2959.35,Basic,3,No,6.67,No,Yes,5G,0,667,Yes,9
MRD-000520,Yes,35.76,48,1629.62,Basic,2,No,4.48,Yes,Yes,5G,4,959,No,5
MRD-000521,Yes,35.0,41,595.7,Basic,1,No,0.97,No,No,4G,0,1366,No,10
MRD-000522,No,55.85,38,1072.83,Plus,5,No,0.41,Yes,No,4G,1,1427,Yes,10
MRD-000523,No,31.41,64,1509.58,Basic,3,No,1.36,No,No,4G,5,1316,Yes,8
MRD-000524,No,82.71,35,2552.13,Premium,2,No,4.14,Yes,No,5G,0,274,No,9
MRD-000525,No,80.33,52,6361.3,Premium,3,No,0.17,Yes,No,5G,1,1235,Yes,10
MRD-000526,No,32.69,33,1476.03,Basic,1,No,5.73,Yes,No,5G,2,756,No,4
MRD-000527,No,55.65,55,1855.37,Plus,4,No,5.8,No,No,5G,1,1318,Yes,10
MRD-000528,Yes,68.05,7,367.93,Plus,2,No,1.35,Yes,No,4G,4,409,No,4
MRD-000529,No,55.96,19,845.58,Plus,3,No,1.7,Yes,No,5G,1,469,Yes,1
MRD-000530,No,82.83,92,7672.24,Premium,1,No,1.12,Yes,No,5G,1,843,No,10
MRD-000531,No,57.67,42,1761.26,Plus,1,No,3.9,Yes,No,5G,2,216,No,7
MRD-000532,Yes,53.41,28,2276.23,Plus,2,No,0.4,No,Yes,5G,2,1098,No,6
MRD-000533,No,65.0,88,4229.48,Premium,2,No,3.23,Yes,No,4G,1,1313,No,8
MRD-000534,No,66.47,28,2249.33,Plus,1,No,1.55,No,No,4G,2,1492,No,3
MRD-000535,No,95.36,40,3998.18,Premium,2,No,1.67,Yes,No,5G,0,868,No,5
MRD-000536,No,54.64,34,2829.78,Plus,1,No,2.53,Yes,No,4G,0,957,No,7
MRD-000537,No,47.62,73,3209.04,Basic,1,No,5.96,No,No,5G,0,687,No,7
MRD-000538,No,92.53,72,9161.65,Premium,1,Yes,7.13,Yes,Yes,5G,3,1455,No,8
MRD-000539,No,36.06,61,1380.04,Basic,2,Yes,5.81,Yes,No,4G,1,753,No,5
MRD-000540,No,56.43,19,1645.51,Plus,4,No,6.89,Yes,No,5G,2,847,Yes,2
MRD-000541,No,41.64,15,867.03,Basic,1,Yes,1.05,Yes,No,5G,1,977,No,1
MRD-000542,No,48.92,73,3274.13,Plus,4,No,2.33,No,Yes,4G,2,1204,Yes,3
MRD-000543,No,32.52,31,2258.16,Basic,2,No,2.56,Yes,Yes,5G,1,592,No,3
MRD-000544,Yes,90.13,96,3363.03,Premium,2,No,1.29,Yes,No,5G,3,1148,No,2
MRD-000545,No,60.2,93,6357.57,Plus,1,No,2.64,No,Yes,4G,1,1249,No,2
