customer_id,cancelled,weekly_box_price,tenure_weeks,estimated_lifetime_value,meal_plan,household_size,dietary_preference,meals_skipped_ytd,referral_count,recipe_rating_avg,delivery_issues_ytd,app_engagement_score,payment_method,auto_renew,boxes_per_week
HTM-000261,Yes,81.87,38,6714.93,Family,3,Omnivore,7,1,4.7,2,6,card,No,3
HTM-000262,No,61.16,75,5357.39,Family,1,Omnivore,6,0,3.0,1,55,bnpl,No,3
HTM-000263,No,97.84,58,3372.85,Gourmet,4,Vegetarian,4,0,3.8,0,34,paypal,Yes,2
HTM-000264,Yes,52.12,73,2867.72,Basic,1,Omnivore,4,2,4.1,1,3,card,No,2
HTM-000265,No,90.54,52,6715.34,Gourmet,2,Vegan,4,0,4.2,1,24,card,Yes,3
HTM-000266,No,34.96,67,1701.09,Basic,4,Pescatarian,3,0,4.0,1,82,card,No,3
HTM-000267,No,45.11,97,4862.95,Basic,3,Omnivore,2,0,4.0,0,0,card,Yes,3
HTM-000268,No,70.95,76,3177.89,Family,2,Vegetarian,0,0,3.6,0,24,card,Yes,3
HTM-000269,No,77.36,7,592.42,Family,4,Vegetarian,5,0,3.4,0,11,card,Yes,2
HTM-000270,No,65.21,69,5105.57,Family,5,Vegetarian,3,0,3.9,3,73,card,No,1
HTM-000271,No,76.39,81,8364.63,Gourmet,1,Vegetarian,5,0,4.5,0,43,card,Yes,1
HTM-000272,Yes,37.59,46,806.38,Basic,1,Vegan,2,1,4.8,1,24,paypal,No,1
HTM-000273,No,90.83,49,5345.8,Gourmet,3,Pescatarian,4,0,3.9,1,4,paypal,Yes,1
HTM-000274,No,42.79,41,975.96,Basic,3,Vegetarian,4,1,4.1,1,54,paypal,No,1
HTM-000275,No,106.69,55,12421.0,Gourmet,3,Vegetarian,3,0,4.1,1,94,card,No,2
HTM-000276,Yes,43.48,56,2063.53,Basic,3,Vegan,5,0,4.7,0,51,bnpl,No,1
HTM-000277,No,114.57,76,11164.86,Gourmet,3,Vegetarian,3,0,2.9,1,0,card,Yes,1
HTM-000278,No,38.19,39,1118.74,Basic,5,Omnivore,3,0,3.8,1,54,card,Yes,1
HTM-000279,Yes,48.42,46,2686.56,Basic,3,Vegetarian,1,0,4.8,0,24,paypal,Yes,3
HTM-000280,Yes,38.59,7,165.45,Basic,4,Vegan,5,1,5.0,1,50,paypal,No,1
HTM-000281,Yes,43.31,51,2830.43,Basic,3,Vegan,3,0,3.4,1,32,paypal,Yes,1
HTM-000282,No,41.6,56,2529.8,Basic,1,Vegetarian,4,0,4.2,1,83,paypal,Yes,2
HTM-000283,No,93.18,18,993.62,Gourmet,2,Omnivore,2,1,4.1,0,53,card,Yes,1
HTM-000284,No,99.33,78,6433.47,Gourmet,4,Omnivore,3,0,3.9,0,23,bnpl,No,3
HTM-000285,No,78.68,60,3406.07,Family,2,Vegetarian,2,0,4.3,2,15,card,Yes,1
HTM-000286,No,60.1,81,4428.47,Family,4,Omnivore,3,0,4.6,1,7,card,Yes,2
HTM-000287,No,115.02,38,8380.34,Gourmet,2,Vegetarian,2,0,3.5,1,48,card,Yes,2
HTM-000288,No,83.33,94,10953.76,Family,2,Pescatarian,2,1,4.7,1,33,card,Yes,2
HTM-000289,No,76.85,65,3420.33,Gourmet,3,Omnivore,3,1,3.1,0,84,card,Yes,1
HTM-000290,No,95.93,10,1273.76,Gourmet,2,Omnivore,3,1,3.2,0,92,bnpl,Yes,2
HTM-000291,No,88.47,96,7932.8,Gourmet,6,Omnivore,0,0,4.3,0,42,card,Yes,1
HTM-000292,Yes,31.5,103,4443.31,Basic,2,Omnivore,7,0,3.1,0,36,card,Yes,3
HTM-000293,Yes,73.4,50,4003.84,Family,3,Omnivore,3,0,3.8,1,58,paypal,No,1
HTM-000294,Yes,71.84,62,2602.91,Family,4,Omnivore,6,0,4.3,0,57,card,No,2
HTM-000295,No,75.22,66,5819.37,Family,2,Omnivore,1,1,4.6,1,72,card,Yes,2
HTM-000296,No,64.82,86,6645.4,Family,4,Pescatarian,1,0,3.1,0,75,paypal,Yes,2
HTM-000297,No,45.73,104,5413.81,Basic,3,Omnivore,3,0,4.2,1,57,card,No,1
HTM-000298,No,40.43,60,4317.12,Basic,1,Vegetarian,1,0,4.5,0,68,paypal,No,2
HTM-000299,No,35.97,55,860.7,Basic,5,Omnivore,2,0,3.8,1,95,card,Yes,1
HTM-000300,No,100.2,4,362.5,Gourmet,3,Pescatarian,1,0,5.0,1,82,card,Yes,1
HTM-000301,No,103.75,9,1143.7,Gourmet,4,Omnivore,2,0,4.5,0,16,paypal,No,2
HTM-000302,No,78.04,17,4587.92,Family,4,Vegan,1,1,4.3,0,51,card,No,1
HTM-000303,Yes,28.48,82,1782.12,Basic,1,Vegetarian,3,1,4.1,0,40,card,No,3
HTM-000304,No,85.03,90,6484.33,Family,5,Vegan,4,0,3.6,0,67,paypal,Yes,2
HTM-000305,No,75.03,7,379.6,Family,2,Omnivore,6,1,4.7,1,59,card,Yes,1
HTM-000306,No,82.09,2,126.74,Family,2,Omnivore,0,0,4.2,1,22,card,Yes,1
HTM-000307,Yes,109.81,59,8161.6,Gourmet,1,Omnivore,5,1,4.8,0,55,card,No,1
HTM-000308,No,64.38,6,238.4,Family,2,Omnivore,3,0,3.5,1,45,card,No,1
HTM-000309,No,80.75,73,3677.47,Family,2,Omnivore,3,1,2.9,0,66,paypal,No,1
HTM-000310,No,118.09,64,6691.25,Gourmet,1,Vegetarian,0,0,4.0,3,31,bnpl,Yes,1
HTM-000311,No,35.55,80,6003.09,Basic,1,Vegetarian,5,0,4.3,0,90,card,Yes,1
HTM-000312,No,44.29,53,3183.61,Basic,6,Vegetarian,5,0,4.5,2,53,bnpl,No,1
HTM-000313,No,75.4,16,1561.23,Family,2,Omnivore,3,0,3.1,2,57,paypal,No,3
HTM-000314,No,73.11,64,3360.68,Family,2,Omnivore,4,0,4.9,0,55,card,No,1
HTM-000315,No,109.24,66,5303.18,Gourmet,2,Omnivore,2,1,4.0,1,24,paypal,Yes,2
HTM-000316,No,60.75,4,123.47,Family,1,Omnivore,5,0,3.7,0,1,card,Yes,2
HTM-000317,No,99.19,4,870.01,Gourmet,4,Omnivore,5,2,4.7,0,32,card,No,1
HTM-000318,No,45.16,14,859.78,Basic,2,Vegetarian,4,2,4.0,0,95,card,No,3
HTM-000319,No,74.41,90,11063.89,Family,2,Omnivore,5,1,2.9,0,66,paypal,No,1
HTM-000320,Yes,92.27,0,0.0,Gourmet,4,Vegan,3,1,4.0,0,41,card,No,1
HTM-000321,No,108.98,85,4284.47,Gourmet,2,Vegan,4,0,4.3,0,87,paypal,Yes,1
HTM-000322,No,99.0,5,445.64,Gourmet,2,Omnivore,2,0,4.1,0,72,paypal,Yes,2
HTM-000323,No,111.64,81,5460.95,Gourmet,5,Omnivore,1,0,4.1,3,84,paypal,Yes,1
HTM-000324,No,87.67,35,4294.91,Gourmet,2,Omnivore,3,0,4.5,1,59,card,Yes,2
HTM-000325,No,95.18,61,8002.88,Gourmet,2,Omnivore,1,0,4.1,0,79,card,No,2
HTM-000326,No,122.37,99,6346.88,Gourmet,4,Vegan,2,1,3.3,0,91,card,No,3
HTM-000327,No,59.63,65,2754.6,Family,2,Pescatarian,2,0,2.9,0,60,paypal,No,2
HTM-000328,No,90.24,67,12589.5,Gourmet,4,Vegetarian,5,0,4.8,0,77,card,Yes,1
HTM-000329,No,44.3,32,1856.09,Basic,1,Omnivore,5,1,5.0,0,29,card,Yes,1
HTM-000330,No,94.74,31,1227.43,Gourmet,2,Omnivore,5,1,5.0,0,48,card,No,1
HTM-000331,No,108.42,76,6759.93,Gourmet,1,Omnivore,3,0,3.2,2,27,card,Yes,3
HTM-000332,Yes,25.0,99,4855.09,Basic,5,Omnivore,3,0,3.1,1,9,paypal,Yes,1
HTM-000333,No,60.99,49,4067.36,Family,2,Omnivore,2,1,4.1,0,31,card,Yes,3
HTM-000334,Yes,35.82,37,646.23,Basic,5,Omnivore,2,0,3.9,1,30,card,No,1
HTM-000335,No,63.72,2,172.72,Family,1,Omnivore,3,1,4.2,0,45,paypal,Yes,3
HTM-000336,No,48.34,9,451.8,Basic,2,Vegan,1,0,4.3,0,96,card,No,2
HTM-000337,No,62.82,37,2330.42,Family,2,Omnivore,2,0,4.3,1,70,card,Yes,1
HTM-000338,Yes,84.18,32,2988.17,Family,3,Omnivore,2,0,4.1,1,78,card,No,3
HTM-000339,Yes,74.84,102,5196.96,Family,4,Vegetarian,6,1,3.6,2,24,card,No,2
HTM-000340,No,35.99,104,2032.11,Basic,2,Omnivore,3,1,4.5,0,67,paypal,No,3
HTM-000341,Yes,43.46,31,599.43,Basic,1,Pescatarian,2,1,4.7,0,47,card,No,2
HTM-000342,No,76.24,80,6140.83,Family,3,Vegan,1,0,4.1,1,67,card,No,1
HTM-000343,No,60.25,37,3613.63,Family,2,Vegan,4,0,4.0,1,68,paypal,Yes,3
HTM-000344,No,37.65,5,244.0,Basic,2,Omnivore,1,0,3.6,0,1,bnpl,Yes,1
HTM-000345,No,106.62,65,5626.82,Gourmet,3,Omnivore,2,1,4.4,1,42,paypal,Yes,3
HTM-000346,No,32.9,59,1887.7,Basic,4,Vegetarian,1,0,4.1,1,2,card,Yes,1
HTM-000347,No,41.55,77,3372.4,Basic,4,Omnivore,1,0,5.0,2,30,card,Yes,2
HTM-000348,Yes,32.74,37,1170.59,Basic,1,Pescatarian,4,1,3.8,0,15,bnpl,Yes,3
HTM-000349,No,91.63,71,11475.54,Gourmet,3,Omnivore,4,0,4.9,0,56,card,No,1
HTM-000350,Yes,127.7,84,9792.21,Gourmet,2,Omnivore,2,0,3.8,3,23,paypal,Yes,1
HTM-000351,Yes,34.47,84,2874.6,Basic,3,Omnivore,3,0,4.3,1,20,bnpl,No,1
HTM-000352,No,32.24,44,781.59,Basic,2,Omnivore,3,0,4.3,0,62,bnpl,No,3
HTM-000353,Yes,73.09,45,5076.65,Family,2,Omnivore,4,0,3.1,1,22,card,No,2
HTM-000354,No,42.25,99,3024.09,Basic,1,Omnivore,3,0,4.5,0,33,card,Yes,2
HTM-000355,Yes,42.8,4,266.18,Basic,3,Omnivore,5,0,3.5,0,19,card,Yes,1
HTM-000356,No,67.68,100,4412.57,Family,4,Omnivore,4,0,3.6,1,39,paypal,Yes,1
HTM-000357,No,67.23,8,325.57,Family,4,Omnivore,4,1,3.4,2,21,paypal,No,2
HTM-000358,Yes,25.0,46,851.31,Basic,2,Pescatarian,3,0,3.8,0,66,card,No,1
HTM-000359,No,97.65,78,8793.67,Gourmet,2,Vegan,6,0,5.0,0,53,card,No,2
HTM-000360,No,129.01,33,5466.48,Gourmet,2,Omnivore,2,0,5.0,1,1,paypal,No,1
HTM-000361,No,29.89,21,651.04,Basic,5,Vegetarian,6,0,3.9,1,19,card,Yes,2
HTM-000362,Yes,28.63,23,584.96,Basic,5,Pescatarian,6,0,4.0,0,51,card,No,1
HTM-000363,Yes,35.83,19,700.35,Basic,2,Vegan,5,0,4.2,2,43,card,No,3
HTM-000364,No,45.33,67,1825.29,Basic,3,Omnivore,4,0,3.4,1,30,card,Yes,1
HTM-000365,Yes,76.63,58,2500.31,Gourmet,5,Omnivore,5,1,4.3,2,24,card,No,1
HTM-000366,No,78.57,24,2828.6,Family,1,Omnivore,2,0,5.0,2,65,card,Yes,2
HTM-000367,Yes,42.29,104,11439.93,Basic,3,Vegan,3,0,4.8,1,6,paypal,No,1
HTM-000368,No,48.58,36,1117.17,Basic,5,Vegan,2,0,3.4,1,42,paypal,Yes,1
HTM-000369,No,78.35,63,3155.66,Family,2,Vegan,4,1,4.0,0,51,paypal,Yes,1
HTM-000370,No,38.5,87,3443.82,Basic,2,Vegetarian,5,0,3.7,0,13,card,Yes,1
HTM-000371,Yes,61.22,83,5576.38,Family,1,Vegetarian,5,0,4.2,1,85,card,No,2
HTM-000372,No,51.64,101,5298.45,Basic,2,Omnivore,3,1,3.2,0,5,bnpl,Yes,2
HTM-000373,Yes,88.8,12,1366.38,Gourmet,2,Pescatarian,3,0,4.2,2,21,paypal,Yes,2
HTM-000374,Yes,42.82,46,2118.93,Basic,2,Omnivore,2,0,4.9,1,61,card,No,1
HTM-000375,No,83.42,7,459.8,Family,2,Omnivore,4,0,3.7,1,20,bnpl,Yes,1
HTM-000376,No,45.2,84,3000.02,Basic,4,Vegetarian,2,0,4.3,1,70,card,No,2
HTM-000377,No,112.58,43,2071.35,Gourmet,2,Vegetarian,1,0,3.5,0,62,paypal,No,2
HTM-000378,No,99.05,48,4209.41,Gourmet,2,Omnivore,8,0,3.9,1,3,card,Yes,1
HTM-000379,No,45.28,8,619.83,Basic,2,Vegetarian,1,1,2.8,0,43,card,No,1
HTM-000380,No,39.1,42,1541.48,Basic,5,Omnivore,4,1,4.3,0,22,bnpl,Yes,1
HTM-000381,No,88.53,52,5234.37,Gourmet,3,Pescatarian,4,0,3.4,1,32,card,Yes,3
HTM-000382,No,31.16,86,2421.55,Basic,2,Omnivore,1,1,4.2,0,73,paypal,No,1
HTM-000383,Yes,45.16,59,2750.85,Basic,2,Vegan,2,0,3.9,1,98,paypal,Yes,2
HTM-000384,Yes,53.11,47,2068.35,Basic,2,Omnivore,5,0,3.5,0,6,card,Yes,3
HTM-000385,Yes,41.73,82,1971.85,Basic,4,Pescatarian,1,1,1.8,0,49,card,Yes,2
HTM-000386,Yes,35.29,25,810.99,Basic,3,Omnivore,5,0,4.1,0,74,card,No,1
HTM-000387,No,93.45,24,2604.55,Gourmet,1,Omnivore,2,0,4.9,0,80,card,Yes,2
HTM-000388,Yes,40.17,85,4839.98,Basic,1,Omnivore,0,0,4.5,1,29,paypal,No,3
HTM-000389,No,102.4,67,5886.35,Gourmet,2,Vegetarian,3,1,4.2,1,83,card,No,2
HTM-000390,No,74.82,48,3638.09,Family,2,Omnivore,1,0,3.8,0,95,card,Yes,3
HTM-000391,No,54.18,17,408.9,Family,3,Omnivore,4,0,4.2,1,40,card,No,2
HTM-000392,Yes,66.85,21,867.4,Family,6,Omnivore,1,1,4.3,0,40,card,Yes,1
HTM-000393,No,58.15,90,4851.44,Family,1,Vegetarian,5,0,3.8,2,23,bnpl,Yes,3
HTM-000394,No,89.63,62,7471.86,Family,2,Vegan,2,0,3.7,1,69,paypal,Yes,1
HTM-000395,No,45.25,39,1143.5,Basic,2,Omnivore,3,0,4.6,0,90,card,Yes,3
HTM-000396,No,32.62,84,1780.16,Basic,2,Omnivore,4,1,4.4,1,57,card,Yes,1
HTM-000397,No,43.9,3,125.32,Basic,3,Omnivore,2,0,3.5,0,84,card,No,1
HTM-000398,No,72.54,15,2290.93,Family,1,Omnivore,2,0,4.3,1,4,card,No,1
HTM-000399,No,28.03,83,1540.27,Basic,4,Omnivore,2,0,3.6,0,55,card,Yes,1
HTM-000400,No,60.11,57,5110.7,Family,1,Omnivore,2,0,4.3,4,94,card,Yes,2
HTM-000401,No,107.5,43,7213.66,Gourmet,4,Vegan,2,0,4.6,0,46,bnpl,Yes,1
HTM-000402,Yes,78.16,24,2765.33,Family,6,Omnivore,5,0,4.4,1,24,bnpl,No,1
HTM-000403,Yes,66.2,20,664.72,Family,2,Vegetarian,4,0,4.0,1,39,card,Yes,1
HTM-000404,No,35.84,92,3164.32,Basic,5,Vegetarian,3,0,5.0,0,22,card,No,1
HTM-000405,No,67.79,92,5588.87,Family,4,Vegetarian,5,0,4.5,2,42,bnpl,Yes,3
HTM-000406,No,75.0,99,10619.59,Gourmet,1,Omnivore,5,0,4.0,0,33,paypal,Yes,2
HTM-000407,No,61.54,27,1141.14,Family,2,Pescatarian,1,1,3.9,0,4,card,No,1
HTM-000408,No,35.7,20,738.63,Basic,6,Omnivore,3,0,4.7,1,66,card,Yes,2
HTM-000409,No,76.04,47,2924.05,Family,2,Omnivore,3,0,3.5,1,84,card,Yes,2
HTM-000410,No,50.17,32,1895.79,Basic,2,Omnivore,1,0,4.2,2,60,card,No,2
HTM-000411,No,101.33,7,438.14,Gourmet,4,Vegetarian,1,1,4.6,1,85,card,No,1
HTM-000412,Yes,39.12,53,4310.83,Basic,6,Omnivore,4,2,4.2,1,7,card,No,1
HTM-000413,No,34.04,26,951.29,Basic,2,Vegetarian,2,0,4.8,0,30,card,No,1
HTM-000414,No,118.37,57,4905.96,Gourmet,2,Omnivore,2,0,4.3,0,70,card,No,1
HTM-000415,No,78.92,41,4423.68,Family,1,Vegan,0,0,3.7,3,86,paypal,Yes,1
HTM-000416,No,60.29,4,262.86,Family,6,Omnivore,3,0,4.2,0,1,card,Yes,1
HTM-000417,No,32.89,34,970.52,Basic,5,Omnivore,3,0,4.3,0,49,card,Yes,3
HTM-000418,No,41.02,57,1503.33,Basic,2,Vegetarian,6,1,5.0,0,70,paypal,No,2
HTM-000419,Yes,49.96,17,466.65,Basic,1,Omnivore,4,0,4.2,1,19,paypal,No,1
HTM-000420,No,64.85,35,1509.42,Family,1,Vegan,4,0,3.5,0,2,card,No,1
HTM-000421,No,71.14,79,9247.98,Family,3,Vegan,3,1,2.5,1,18,bnpl,Yes,1
HTM-000422,Yes,114.05,54,7407.56,Gourmet,1,Omnivore,7,0,4.4,0,36,card,Yes,2
HTM-000423,No,45.45,95,2596.26,Basic,1,Vegetarian,1,0,4.4,0,26,card,Yes,1
HTM-000424,No,86.26,62,11130.16,Gourmet,2,Omnivore,3,0,4.8,0,50,card,Yes,2
HTM-000425,No,72.42,70,3488.43,Family,5,Omnivore,4,2,3.7,0,93,card,Yes,2
HTM-000426,Yes,58.83,100,5856.55,Family,4,Omnivore,2,0,5.0,0,79,bnpl,Yes,1
HTM-000427,No,65.23,6,811.46,Family,2,Vegetarian,3,0,5.0,0,30,card,Yes,3
HTM-000428,No,95.16,66,8594.12,Gourmet,2,Omnivore,3,1,4.7,0,29,paypal,Yes,2
HTM-000429,No,70.03,62,3456.51,Family,3,Omnivore,4,0,3.6,0,35,card,Yes,2
HTM-000430,No,66.82,24,645.83,Family,3,Omnivore,3,1,4.8,1,62,card,No,2
HTM-000431,No,114.58,93,10215.44,Gourmet,6,Omnivore,9,0,4.1,0,76,card,No,1
HTM-000432,Yes,44.94,7,163.34,Basic,1,Omnivore,6,1,3.9,2,35,paypal,Yes,3
HTM-000433,No,63.22,63,3732.66,Family,2,Omnivore,3,0,4.4,0,1,card,No,1
HTM-000434,Yes,82.22,7,604.23,Family,3,Vegetarian,4,1,3.8,1,22,card,No,3
HTM-000435,No,70.24,29,3219.41,Family,2,Omnivore,3,1,3.8,1,10,card,No,3
HTM-000436,No,75.95,33,3028.22,Family,3,Vegan,4,2,4.5,0,90,card,Yes,1
HTM-000437,No,104.35,86,4849.17,Gourmet,1,Omnivore,4,0,4.2,2,53,paypal,Yes,1
HTM-000438,Yes,43.95,40,1490.45,Basic,2,Omnivore,4,0,5.0,1,88,card,Yes,2
HTM-000439,No,38.18,31,1975.56,Basic,2,Pescatarian,4,0,4.3,0,53,card,No,3
HTM-000440,No,95.94,100,8842.78,Gourmet,2,Omnivore,1,0,4.6,0,53,card,No,1
HTM-000441,No,66.29,34,1526.16,Family,2,Omnivore,3,0,4.6,0,94,card,No,1
HTM-000442,No,72.2,77,5519.41,Family,2,Omnivore,1,1,3.0,1,85,paypal,Yes,2
HTM-000443,No,60.44,81,4590.16,Family,2,Omnivore,1,1,4.3,1,80,card,No,2
HTM-000444,No,43.14,64,7325.31,Basic,2,Vegetarian,6,0,4.3,0,7,card,Yes,1
HTM-000445,No,69.88,27,1563.78,Family,2,Vegetarian,1,0,4.4,1,76,card,No,2
HTM-000446,No,57.46,14,480.33,Family,1,Omnivore,2,1,3.8,2,64,card,Yes,1
HTM-000447,Yes,40.37,59,1574.09,Basic,2,Omnivore,5,1,3.7,1,63,card,Yes,3
HTM-000448,No,108.37,83,7399.24,Gourmet,1,Vegetarian,3,0,3.4,1,79,paypal,No,2
HTM-000449,No,115.29,91,5040.8,Gourmet,4,Pescatarian,2,0,4.4,0,79,card,No,2
HTM-000450,No,34.88,100,6660.9,Basic,5,Pescatarian,7,0,4.3,0,80,card,Yes,1
HTM-000451,No,90.88,104,5312.09,Gourmet,1,Omnivore,4,0,3.1,1,4,card,Yes,2
HTM-000452,No,101.98,16,2464.54,Gourmet,4,Vegan,1,0,3.9,3,65,card,No,1
HTM-000453,No,71.47,31,3360.15,Family,2,Omnivore,5,0,5.0,0,94,bnpl,No,1
HTM-000454,No,95.03,61,5100.37,Gourmet,2,Omnivore,3,0,4.6,0,44,card,No,1
HTM-000455,Yes,34.78,39,1245.84,Basic,3,Omnivore,4,0,3.4,2,12,card,Yes,3
HTM-000456,No,38.16,22,467.86,Basic,3,Omnivore,3,0,3.5,1,26,bnpl,No,2
HTM-000457,No,103.4,28,6201.69,Gourmet,2,Vegetarian,3,0,3.9,0,13,paypal,Yes,1
HTM-000458,Yes,73.08,104,10074.17,Family,4,Vegetarian,3,0,4.7,0,21,bnpl,No,1
HTM-000459,No,74.78,25,1243.71,Family,4,Vegetarian,5,1,4.3,1,15,card,Yes,1
HTM-000460,No,28.79,48,1180.92,Basic,4,Omnivore,2,0,4.5,1,9,paypal,Yes,3
HTM-000461,No,104.78,70,3728.92,Gourmet,5,Vegan,1,0,4.7,1,60,card,Yes,1
HTM-000462,No,66.95,73,4036.45,Family,2,Omnivore,4,0,4.2,0,48,bnpl,No,2
HTM-000463,No,68.03,2,183.61,Family,2,Vegan,1,0,3.9,1,63,paypal,No,3
HTM-000464,Yes,86.05,64,6999.82,Family,2,Omnivore,3,0,3.6,0,31,paypal,No,1
HTM-000465,No,66.19,16,960.54,Family,1,Vegetarian,2,1,4.6,0,99,card,No,2
HTM-000466,Yes,31.31,85,4209.48,Basic,5,Vegan,4,0,4.3,0,9,bnpl,Yes,2
HTM-000467,Yes,44.53,101,13042.3,Basic,2,Vegetarian,2,1,4.0,1,35,card,No,2
HTM-000468,No,85.87,29,5079.7,Family,1,Omnivore,2,1,3.7,1,36,card,Yes,2
HTM-000469,No,90.9,4,335.49,Gourmet,4,Omnivore,2,0,5.0,1,62,bnpl,No,2
HTM-000470,No,76.39,46,2588.09,Family,3,Vegetarian,1,0,5.0,2,84,card,Yes,1
HTM-000471,No,78.24,17,863.28,Family,4,Omnivore,3,0,3.2,0,67,card,Yes,1
HTM-000472,Yes,44.27,73,4921.1,Basic,1,Vegan,1,0,3.5,0,51,card,No,1
HTM-000473,No,35.49,103,5268.27,Basic,3,Vegetarian,4,0,4.3,1,61,card,Yes,1
HTM-000474,No,38.65,32,1456.8,Basic,2,Omnivore,3,0,4.2,2,98,card,Yes,1
HTM-000475,No,83.66,41,2654.96,Family,3,Omnivore,2,0,4.4,1,62,card,Yes,1
HTM-000476,No,76.87,2,0.0,Family,1,Vegan,2,0,4.3,1,38,paypal,No,1
HTM-000477,No,73.41,80,6462.58,Family,2,Pescatarian,3,0,4.4,1,70,card,Yes,2
HTM-000478,No,72.08,3,292.1,Family,6,Omnivore,2,2,4.4,1,51,card,Yes,1
HTM-000479,No,104.29,0,19.85,Gourmet,1,Vegetarian,2,0,3.1,1,29,paypal,Yes,1
HTM-000480,No,116.71,56,6796.44,Gourmet,2,Vegetarian,6,1,4.0,1,74,card,Yes,2
HTM-000481,No,34.75,1,91.08,Basic,2,Omnivore,3,0,4.3,1,68,bnpl,Yes,3
HTM-000482,No,34.17,42,625.81,Basic,2,Omnivore,2,0,5.0,0,42,card,Yes,1
HTM-000483,No,38.97,18,1347.92,Basic,3,Vegetarian,1,2,4.5,2,45,bnpl,Yes,2
HTM-000484,No,72.54,31,2103.81,Family,2,Vegetarian,2,0,4.2,0,24,card,No,2
HTM-000485,No,69.92,80,6926.51,Family,2,Omnivore,2,0,3.8,1,5,card,Yes,2
HTM-000486,No,46.2,2,60.1,Basic,2,Omnivore,6,2,3.5,0,59,paypal,Yes,1
HTM-000487,No,58.18,70,5888.75,Family,2,Omnivore,3,0,4.1,0,46,card,No,3
HTM-000488,Yes,31.41,73,2990.27,Basic,1,Vegetarian,4,0,3.7,0,79,card,Yes,3
HTM-000489,No,114.66,37,2171.15,Gourmet,2,Omnivore,6,0,4.2,0,27,card,No,1
HTM-000490,No,74.48,60,4516.25,Family,4,Omnivore,7,0,3.9,0,41,card,No,2
HTM-000491,No,78.18,50,3368.45,Family,2,Vegetarian,1,2,3.7,0,100,card,No,1
HTM-000492,No,84.38,61,8108.13,Family,3,Omnivore,5,1,4.4,0,59,card,No,2
HTM-000493,No,30.59,12,547.9,Basic,1,Vegetarian,2,1,5.0,0,35,paypal,Yes,2
HTM-000494,No,93.56,30,6328.91,Gourmet,4,Pescatarian,3,1,5.0,0,86,bnpl,No,1
HTM-000495,No,36.04,91,1526.6,Basic,2,Vegan,4,0,4.5,1,64,card,Yes,2
HTM-000496,Yes,78.2,10,738.12,Family,3,Omnivore,4,1,4.2,0,73,paypal,No,3
HTM-000497,No,73.6,45,2551.77,Family,2,Omnivore,3,0,3.6,1,38,paypal,Yes,1
HTM-000498,No,82.4,11,558.32,Family,2,Omnivore,1,1,3.0,0,31,card,Yes,1
HTM-000499,No,65.39,97,5011.54,Family,2,Vegetarian,3,1,4.9,1,29,paypal,Yes,2
HTM-000500,No,50.0,23,874.27,Family,3,Omnivore,5,1,5.0,0,62,bnpl,Yes,1
HTM-000501,Yes,25.0,72,3610.46,Basic,4,Omnivore,3,1,4.3,1,42,paypal,No,2
HTM-000502,No,81.88,54,6017.64,Gourmet,3,Omnivore,9,1,4.8,1,88,card,Yes,2
HTM-000503,No,42.4,56,2667.75,Basic,2,Omnivore,5,2,4.8,0,37,card,Yes,3
HTM-000504,No,89.5,19,1513.86,Gourmet,2,Omnivore,1,0,4.0,0,90,paypal,Yes,2
HTM-000505,No,100.56,96,10230.36,Gourmet,1,Vegan,2,0,3.6,0,35,card,Yes,1
HTM-000506,Yes,77.01,59,5155.91,Family,4,Omnivore,4,0,5.0,1,12,card,No,1
HTM-000507,No,111.07,6,459.66,Gourmet,3,Vegetarian,1,1,4.4,0,88,card,Yes,1
HTM-000508,Yes,36.31,88,2679.99,Basic,4,Omnivore,1,0,4.7,1,9,card,Yes,1
HTM-000509,No,36.84,104,4176.01,Basic,2,Vegetarian,2,0,3.7,2,31,card,No,1
HTM-000510,No,64.98,62,3415.82,Family,2,Omnivore,1,1,4.1,2,70,card,No,3
HTM-000511,No,116.01,51,3287.95,Gourmet,3,Vegan,2,0,3.8,2,77,card,No,1
HTM-000512,Yes,59.76,100,5219.45,Family,2,Omnivore,4,0,3.4,0,55,paypal,Yes,2
HTM-000513,No,84.99,2,255.72,Gourmet,1,Omnivore,4,2,4.5,0,14,card,No,1
HTM-000514,No,78.42,51,4670.11,Gourmet,3,Vegan,5,0,3.8,0,29,card,Yes,1
HTM-000515,No,31.96,88,5183.64,Basic,2,Omnivore,3,1,4.4,0,12,paypal,No,2
HTM-000516,No,89.98,45,5141.52,Gourmet,2,Omnivore,7,1,3.9,0,71,card,No,1
HTM-000517,No,39.29,103,2388.0,Basic,4,Omnivore,5,0,3.7,1,65,bnpl,Yes,1
HTM-000518,No,76.29,97,11155.16,Family,2,Vegan,3,1,4.5,0,93,bnpl,No,1
HTM-000519,No,43.24,15,1027.83,Basic,1,Vegetarian,3,2,4.2,1,1,paypal,No,3
HTM-000520,No,73.26,93,4569.83,Family,6,Pescatarian,1,0,3.8,0,9,card,No,1
HTM-000521,No,100.35,71,8443.17,Gourmet,2,Omnivore,2,2,3.1,1,17,card,Yes,3
HTM-000522,No,95.76,78,4926.76,Gourmet,3,Omnivore,4,1,3.7,0,14,card,Yes,2
HTM-000523,No,33.71,27,1568.26,Basic,5,Omnivore,3,0,3.9,2,43,bnpl,No,2
HTM-000524,No,50.68,90,7377.97,Family,2,Omnivore,5,1,3.9,0,28,bnpl,Yes,2
