cust_id,mo_active,box_tier,sub_fee,gear_cat,boxes_skip,ref_cnt,app_use,avg_rating,pay_meth,loyalty_pts,gift_sub,ltv_est,churn
RID-00324,3,plus,47.61,fishing,3,0,no,3.6,card,1171,no,664.96,no
RID-00325,55,core,23.82,hiking,1,1,no,4.3,paypal,245,no,699.38,no
RID-00326,53,summit,85.04,hiking,0,0,yes,4.2,bnpl,363,no,1938.02,no
RID-00327,60,plus,39.38,hiking,2,0,yes,4.1,card,100,no,1438.71,no
RID-00328,36,core,20.73,climbing,1,1,yes,3.7,card,347,no,1031.4,yes
RID-00329,14,core,29.23,climbing,2,1,no,4.1,card,688,no,1131.14,yes
RID-00330,36,plus,52.75,climbing,0,1,yes,3.9,card,283,no,3451.05,yes
RID-00331,17,summit,71.09,camping,2,0,no,3.4,paypal,562,no,1248.91,no
RID-00332,31,plus,54.73,fishing,1,0,yes,4.7,paypal,163,no,2054.61,yes
RID-00333,48,summit,75.95,fishing,2,0,yes,5.0,card,49,no,4350.97,no
RID-00334,10,core,25.65,fishing,0,0,yes,4.1,bnpl,208,no,423.32,no
RID-00335,27,core,27.12,climbing,1,0,yes,4.0,card,158,no,423.03,yes
RID-00336,29,plus,37.48,camping,0,0,yes,4.6,paypal,537,no,1256.88,no
RID-00337,56,core,21.03,fishing,2,0,yes,4.1,paypal,543,no,2022.68,yes
RID-00338,32,core,21.04,camping,4,0,yes,4.9,card,93,no,1600.56,yes
RID-00339,20,plus,44.17,camping,1,1,yes,4.1,card,388,no,1310.44,no
RID-00340,23,core,26.23,climbing,1,0,yes,4.4,bnpl,470,no,1139.56,no
RID-00341,18,core,28.07,hiking,1,0,no,5.0,card,183,no,793.21,yes
RID-00342,9,core,21.6,climbing,1,1,no,5.0,paypal,303,no,391.04,no
RID-00343,43,core,24.68,climbing,1,0,yes,3.9,card,431,no,760.33,yes
RID-00344,46,core,20.23,camping,1,2,no,4.8,paypal,581,no,1694.0,no
RID-00345,12,core,22.89,climbing,1,3,no,3.2,card,308,yes,703.0,yes
RID-00346,27,summit,59.85,fishing,1,1,yes,3.8,paypal,370,no,1444.42,no
RID-00347,45,plus,51.63,fishing,2,1,no,4.6,card,466,no,4094.16,no
RID-00348,42,plus,42.65,camping,1,2,yes,5.0,card,93,no,1999.08,no
RID-00349,4,core,24.22,hiking,2,0,yes,3.4,paypal,23,no,9.47,yes
RID-00350,2,core,26.46,camping,3,1,yes,4.0,card,422,no,212.57,yes
RID-00351,4,summit,67.25,climbing,1,0,yes,4.0,paypal,315,no,297.86,no
RID-00352,30,plus,47.04,climbing,1,1,yes,3.9,card,85,no,1680.94,no
RID-00353,55,summit,76.85,hiking,0,1,no,3.1,card,443,no,5163.63,no
RID-00354,4,core,18.67,camping,1,0,no,4.4,paypal,83,no,143.75,no
RID-00355,42,plus,36.59,climbing,1,1,yes,3.0,paypal,296,no,997.58,no
RID-00356,44,plus,41.05,climbing,1,1,yes,4.9,paypal,428,no,1455.54,no
RID-00357,58,core,28.95,hiking,2,1,no,5.0,card,543,no,3558.14,yes
RID-00358,35,summit,62.76,camping,1,1,no,3.5,card,208,no,1438.51,no
RID-00359,58,core,24.48,hiking,1,0,yes,3.0,paypal,517,no,2207.91,no
RID-00360,27,plus,46.52,fishing,0,0,no,4.0,card,231,no,1864.19,yes
RID-00361,16,core,28.87,hiking,1,0,yes,3.6,card,125,no,394.9,yes
RID-00362,59,plus,42.04,climbing,0,1,yes,3.8,card,162,no,1791.17,no
RID-00363,31,summit,86.12,camping,3,0,yes,4.1,bnpl,186,no,3509.14,no
RID-00364,19,core,27.09,hiking,1,0,no,3.3,bnpl,7,no,418.27,yes
RID-00365,39,summit,79.7,camping,2,0,yes,5.0,card,463,no,2685.31,no
RID-00366,25,core,27.55,hiking,1,0,no,3.5,paypal,361,no,972.42,yes
RID-00367,45,summit,66.85,camping,1,2,no,4.7,card,164,no,6491.57,no
RID-00368,44,plus,43.19,hiking,2,3,yes,3.3,bnpl,382,no,3456.77,no
RID-00369,1,summit,61.65,hiking,3,1,yes,4.0,card,81,yes,78.96,no
RID-00370,32,plus,37.41,fishing,0,1,yes,4.3,card,394,no,430.5,no
RID-00371,52,plus,48.26,hiking,0,0,yes,4.1,paypal,448,no,2489.46,yes
RID-00372,40,core,31.05,camping,1,0,yes,3.8,bnpl,68,no,869.17,yes
RID-00373,43,summit,68.52,camping,2,0,no,3.6,card,488,no,2784.07,no
RID-00374,59,summit,66.9,camping,2,0,yes,3.7,card,234,no,3545.11,no
RID-00375,20,plus,38.29,climbing,2,0,yes,3.5,paypal,235,no,748.54,yes
RID-00376,42,plus,52.69,climbing,1,1,no,4.2,card,69,no,3465.49,no
RID-00377,1,plus,41.58,hiking,2,1,no,5.0,paypal,551,no,264.59,no
RID-00378,9,core,22.65,fishing,3,0,no,4.3,paypal,554,no,340.93,yes
RID-00379,42,core,25.4,camping,3,0,yes,4.4,card,751,no,1693.38,yes
RID-00380,12,plus,48.99,hiking,1,0,yes,4.8,card,594,no,623.57,no
RID-00381,48,plus,48.5,camping,1,2,no,3.7,card,313,no,2202.51,no
RID-00382,53,plus,40.06,camping,0,0,yes,2.6,bnpl,344,no,1355.26,no
RID-00383,54,plus,42.11,hiking,0,1,yes,4.0,paypal,24,no,2998.04,no
RID-00384,2,core,22.02,climbing,2,0,no,4.6,card,18,yes,71.06,yes
RID-00385,19,core,24.68,fishing,1,1,no,5.0,bnpl,248,no,1363.45,no
RID-00386,31,core,27.15,camping,5,3,yes,3.3,bnpl,241,no,532.76,no
RID-00387,0,core,28.37,hiking,2,2,no,4.8,bnpl,119,yes,11.18,yes
RID-00388,55,plus,42.7,fishing,0,1,yes,4.2,card,255,no,1262.03,no
RID-00389,58,plus,43.04,climbing,1,0,no,3.7,paypal,140,no,1652.24,no
RID-00390,47,summit,64.04,climbing,1,0,yes,3.2,card,557,no,1321.63,no
RID-00391,16,core,23.84,hiking,0,0,yes,3.6,card,291,no,624.81,yes
RID-00392,7,summit,62.33,hiking,0,1,no,4.4,paypal,156,no,447.85,no
RID-00393,50,plus,38.5,climbing,2,0,yes,4.9,card,556,no,1847.59,yes
RID-00394,45,core,21.38,camping,0,1,no,2.0,card,80,no,363.99,no
RID-00395,57,plus,47.66,hiking,2,0,yes,4.4,card,969,no,2578.0,no
RID-00396,23,summit,72.92,camping,0,1,yes,3.6,card,322,no,1891.84,no
RID-00397,10,core,25.21,climbing,1,2,yes,3.6,card,243,no,236.15,no
RID-00398,54,plus,41.55,hiking,1,0,no,4.3,bnpl,53,no,2299.18,no
RID-00399,6,core,22.43,camping,1,0,no,5.0,card,269,no,373.37,yes
RID-00400,34,core,23.26,hiking,0,1,yes,3.5,card,226,no,690.49,yes
RID-00401,28,core,27.01,camping,3,0,yes,3.9,paypal,422,no,646.49,no
RID-00402,33,core,26.45,climbing,0,0,yes,2.8,paypal,241,no,870.42,no
RID-00403,24,plus,44.42,fishing,3,1,yes,4.3,card,84,no,2439.64,yes
RID-00404,0,core,27.49,camping,4,0,yes,3.5,paypal,214,no,81.4,yes
RID-00405,37,plus,50.02,camping,1,0,no,5.0,bnpl,141,no,917.07,no
RID-00406,15,summit,81.58,fishing,0,1,yes,4.3,paypal,80,no,2191.8,no
RID-00407,7,summit,68.59,fishing,3,0,yes,3.8,card,618,no,621.77,no
RID-00408,25,core,23.98,climbing,0,0,no,3.8,paypal,43,no,620.16,yes
RID-00409,17,core,28.02,hiking,3,0,no,4.3,paypal,568,no,528.72,no
RID-00410,44,plus,47.85,camping,4,0,no,4.5,card,279,no,2326.36,yes
RID-00411,22,core,25.03,fishing,2,1,yes,3.1,paypal,449,no,570.3,yes
RID-00412,31,core,24.14,hiking,0,1,yes,3.9,card,655,no,654.92,yes
RID-00413,29,plus,41.88,hiking,0,0,yes,4.0,card,158,no,1692.87,no
RID-00414,52,plus,50.19,climbing,1,1,yes,4.2,card,291,no,2854.16,yes
RID-00415,6,core,21.69,climbing,2,0,no,5.0,card,170,no,233.53,yes
RID-00416,2,core,18.72,camping,0,0,no,2.9,card,228,no,118.69,yes
RID-00417,52,summit,78.99,fishing,1,0,yes,4.7,bnpl,427,no,5777.72,yes
RID-00418,19,summit,72.04,hiking,1,0,no,4.3,card,258,no,1787.17,no
RID-00419,43,plus,48.32,camping,2,0,no,3.6,card,288,yes,2904.25,yes
RID-00420,36,plus,41.46,camping,3,0,yes,4.6,paypal,113,no,964.01,yes
RID-00421,46,plus,42.42,hiking,1,1,yes,3.7,paypal,247,no,1517.92,no
RID-00422,40,core,20.3,hiking,0,0,no,2.6,paypal,184,no,1855.97,yes
RID-00423,14,summit,80.5,camping,3,2,yes,1.4,bnpl,273,no,1194.32,no
RID-00424,30,core,25.64,hiking,2,1,yes,3.1,paypal,105,no,705.09,no
RID-00425,18,plus,49.99,hiking,0,0,yes,3.6,paypal,159,no,995.99,yes
RID-00426,24,core,22.27,hiking,2,2,no,4.1,card,326,no,815.5,yes
RID-00427,33,plus,48.88,fishing,2,0,no,4.4,card,409,no,1135.28,yes
RID-00428,4,plus,37.48,camping,1,0,yes,3.8,paypal,303,yes,115.43,no
RID-00429,1,plus,39.96,fishing,0,0,yes,2.9,card,211,no,34.09,yes
RID-00430,42,plus,48.47,hiking,1,0,no,3.7,card,151,no,2066.52,no
RID-00431,5,plus,39.12,camping,1,1,no,3.8,card,40,no,71.05,no
RID-00432,55,plus,49.01,camping,1,1,no,5.0,card,632,no,3281.11,no
RID-00433,39,plus,54.67,fishing,1,3,no,4.4,card,539,no,2626.57,no
RID-00434,49,plus,46.86,camping,2,0,no,2.8,paypal,695,no,3793.89,yes
RID-00435,28,plus,40.38,camping,0,0,yes,3.8,paypal,682,no,990.01,yes
RID-00436,42,plus,45.87,hiking,2,0,yes,4.5,card,337,no,2489.61,yes
RID-00437,11,core,20.05,climbing,0,1,yes,4.0,card,1114,no,737.48,yes
RID-00438,38,plus,50.16,hiking,1,0,yes,2.8,card,232,yes,3769.23,no
RID-00439,18,core,23.73,camping,0,0,yes,4.6,card,292,yes,781.28,no
RID-00440,47,plus,45.48,hiking,2,1,yes,4.3,card,155,no,3577.34,yes
RID-00441,22,core,25.83,fishing,0,2,yes,3.9,bnpl,76,yes,719.35,yes
RID-00442,47,summit,67.91,fishing,2,1,yes,3.4,card,181,no,2714.14,yes
RID-00443,54,core,26.24,fishing,0,0,yes,4.8,paypal,172,no,2532.63,no
RID-00444,0,plus,47.41,hiking,1,0,no,2.6,card,450,yes,176.69,yes
RID-00445,3,core,24.9,camping,0,1,yes,2.8,paypal,313,no,294.67,no
RID-00446,21,summit,77.52,camping,1,0,yes,3.4,card,378,no,2328.62,no
RID-00447,33,core,24.81,fishing,1,0,yes,4.2,paypal,337,no,840.2,no
RID-00448,52,plus,40.99,climbing,1,0,yes,3.0,bnpl,345,no,1283.97,no
RID-00449,26,core,23.37,climbing,3,0,yes,3.6,bnpl,159,no,613.9,yes
RID-00450,51,summit,76.07,hiking,0,0,yes,3.7,paypal,330,no,2938.3,yes
RID-00451,44,core,26.89,hiking,2,0,no,4.3,card,472,no,729.29,no
RID-00452,43,plus,41.37,hiking,1,0,yes,3.8,card,608,no,1576.59,no
RID-00453,55,core,24.46,hiking,4,1,no,3.8,bnpl,535,no,2306.39,yes
RID-00454,18,core,24.76,hiking,1,0,yes,3.5,bnpl,419,no,769.31,yes
RID-00455,40,core,28.1,camping,2,1,yes,4.8,card,309,no,1147.77,yes
RID-00456,48,plus,49.52,camping,1,0,no,4.5,card,194,no,1200.08,no
RID-00457,59,core,27.37,camping,2,2,yes,4.5,card,344,no,1565.53,no
RID-00458,14,summit,87.25,fishing,1,0,yes,3.4,card,716,no,2828.23,yes
RID-00459,47,core,24.44,fishing,1,0,yes,3.6,card,218,no,1298.93,yes
RID-00460,13,plus,41.43,climbing,0,0,yes,4.4,paypal,827,no,858.82,yes
RID-00461,58,core,24.01,fishing,1,1,yes,3.6,card,355,no,2066.44,no
RID-00462,32,core,23.99,camping,0,0,no,3.3,card,629,no,1706.19,yes
RID-00463,53,summit,80.02,camping,0,1,yes,4.2,card,170,yes,7978.32,no
RID-00464,34,plus,32.06,camping,1,0,no,3.0,card,154,no,1291.59,yes
RID-00465,4,plus,43.46,camping,3,1,no,3.8,paypal,84,no,0.0,no
RID-00466,21,plus,46.56,climbing,0,1,yes,4.7,card,711,no,1788.0,yes
RID-00467,37,core,18.93,camping,1,0,no,4.1,bnpl,354,no,697.09,no
RID-00468,36,summit,77.29,fishing,0,0,no,3.2,card,468,no,2318.43,no
RID-00469,33,plus,50.28,climbing,3,0,yes,4.4,paypal,292,no,1214.06,no
RID-00470,43,summit,61.76,camping,1,1,yes,3.5,card,311,no,3479.09,no
RID-00471,35,plus,53.22,climbing,2,1,no,4.6,paypal,72,no,2843.56,yes
RID-00472,10,core,28.28,fishing,0,0,no,4.4,paypal,358,no,297.58,yes
RID-00473,4,plus,45.41,hiking,1,0,no,3.7,card,505,no,359.42,yes
RID-00474,17,summit,70.26,camping,0,1,yes,3.4,card,33,no,1944.24,no
RID-00475,8,core,22.94,hiking,1,0,yes,3.4,paypal,196,no,262.06,no
RID-00476,42,plus,48.28,hiking,0,1,no,5.0,card,140,yes,2076.07,no
RID-00477,59,plus,45.59,climbing,1,2,yes,2.3,card,414,no,2713.07,no
RID-00478,56,core,27.55,camping,1,0,no,2.7,card,398,no,1399.38,yes
RID-00479,34,core,25.11,fishing,3,0,yes,4.8,paypal,466,no,1449.5,yes
RID-00480,53,plus,46.76,camping,2,0,yes,4.7,card,295,no,4162.66,no
RID-00481,40,summit,67.79,fishing,2,1,no,4.3,paypal,44,no,2954.72,no
RID-00482,7,plus,44.06,camping,0,0,no,2.5,bnpl,343,no,454.64,no
RID-00483,35,summit,67.59,fishing,1,1,no,4.4,paypal,76,yes,3033.98,yes
RID-00484,34,core,29.17,camping,2,0,no,3.3,card,392,no,790.28,yes
RID-00485,33,core,26.58,climbing,1,1,yes,3.9,card,79,no,1670.58,yes
RID-00486,48,core,27.73,fishing,4,0,no,4.3,card,114,no,2216.33,yes
RID-00487,60,plus,46.92,camping,1,0,yes,4.4,card,585,no,3818.73,no
RID-00488,14,plus,41.34,camping,4,0,yes,3.5,card,250,no,639.52,yes
RID-00489,1,core,23.21,fishing,0,0,no,5.0,card,257,no,154.06,yes
RID-00490,39,plus,54.89,fishing,2,0,no,4.6,bnpl,111,no,914.83,no
RID-00491,6,plus,33.03,climbing,1,0,yes,3.3,paypal,543,no,369.72,no
RID-00492,26,plus,47.84,hiking,2,0,no,3.6,card,357,yes,1924.07,no
RID-00493,56,plus,46.59,camping,1,0,yes,3.4,card,338,no,1980.45,no
RID-00494,40,plus,46.85,hiking,4,0,no,4.0,paypal,95,no,5519.31,yes
RID-00495,57,summit,75.13,climbing,1,0,no,4.5,card,294,no,3520.2,no
RID-00496,1,plus,39.08,camping,1,0,no,2.6,card,1234,no,487.71,yes
RID-00497,43,summit,77.16,camping,0,0,no,2.5,bnpl,152,no,3916.47,yes
RID-00498,19,summit,77.51,fishing,3,1,no,3.4,paypal,574,no,2056.85,yes
RID-00499,4,summit,86.34,climbing,2,0,yes,5.0,bnpl,26,no,606.59,no
RID-00500,18,core,21.13,climbing,0,3,no,4.2,paypal,457,no,564.76,no
RID-00501,56,plus,36.6,fishing,1,0,no,5.0,paypal,369,no,1360.4,no
RID-00502,25,core,25.43,hiking,2,1,yes,3.9,paypal,231,no,556.39,yes
RID-00503,55,core,19.24,camping,0,1,no,3.4,card,354,no,2009.48,no
RID-00504,6,plus,48.02,fishing,3,0,yes,2.7,card,361,no,807.7,yes
RID-00505,40,core,23.59,fishing,1,0,yes,3.4,card,359,no,798.34,no
RID-00506,26,plus,51.7,camping,0,0,no,3.5,paypal,199,no,1353.1,no
RID-00507,18,summit,79.34,hiking,1,2,yes,2.2,card,180,no,2792.73,yes
RID-00508,33,core,21.42,hiking,0,0,no,3.4,paypal,136,no,989.93,no
RID-00509,37,summit,63.94,camping,0,0,no,3.4,card,64,no,1740.34,no
RID-00510,1,plus,46.09,camping,3,0,no,4.0,bnpl,255,no,47.76,yes
RID-00511,39,summit,76.81,camping,1,1,no,4.0,card,521,no,2328.08,no
RID-00512,18,core,22.47,climbing,2,0,no,4.2,card,173,no,697.11,yes
RID-00513,49,summit,80.25,camping,0,0,yes,2.8,card,96,no,2028.75,no
RID-00514,10,core,26.78,fishing,1,0,yes,3.1,card,139,no,319.12,yes
RID-00515,17,summit,86.35,hiking,2,1,no,4.7,card,288,no,1297.81,no
RID-00516,59,core,26.58,hiking,0,1,no,3.8,card,287,no,1301.24,yes
RID-00517,15,core,24.5,climbing,2,0,no,4.6,paypal,126,no,328.59,yes
RID-00518,7,core,25.95,climbing,3,0,yes,3.9,card,259,no,388.05,yes
RID-00519,33,plus,49.02,climbing,1,0,yes,4.1,bnpl,227,no,2066.36,yes
RID-00520,38,summit,73.6,fishing,0,0,yes,4.4,card,391,no,4486.97,yes
RID-00521,34,plus,42.7,climbing,1,0,yes,3.6,card,671,no,1323.02,no
RID-00522,24,plus,46.65,climbing,2,0,no,3.5,bnpl,169,yes,591.46,no
RID-00523,6,core,23.37,climbing,2,0,yes,3.5,paypal,147,no,218.68,yes
RID-00524,17,summit,73.69,hiking,1,0,yes,3.9,card,285,no,1362.81,yes
RID-00525,3,core,32.27,climbing,4,1,yes,4.4,card,329,no,273.27,yes
RID-00526,52,summit,84.7,hiking,1,0,yes,3.7,card,406,no,2016.45,yes
RID-00527,15,plus,51.12,fishing,0,0,yes,4.9,paypal,53,no,1069.49,no
RID-00528,40,core,25.89,hiking,2,1,no,5.0,paypal,935,no,635.19,no
RID-00529,15,core,23.22,camping,2,0,no,3.3,bnpl,208,no,494.36,yes
RID-00530,37,plus,43.42,hiking,1,0,yes,4.9,card,155,no,2213.02,no
RID-00531,5,summit,76.6,hiking,0,0,yes,4.0,card,96,no,510.57,no
RID-00532,5,plus,50.92,hiking,1,0,yes,4.3,card,176,no,294.96,yes
RID-00533,19,summit,60.6,hiking,0,2,yes,3.9,bnpl,62,no,432.1,no
RID-00534,15,summit,58.67,fishing,1,1,no,4.9,bnpl,570,no,638.93,no
RID-00535,19,core,27.62,camping,1,2,yes,4.3,card,231,no,611.74,yes
RID-00536,16,plus,36.82,fishing,3,2,yes,3.7,card,148,no,1291.5,yes
RID-00537,42,plus,41.92,climbing,2,0,no,3.7,paypal,497,no,2859.86,no
RID-00538,26,core,28.71,camping,3,1,no,3.1,card,219,no,682.35,yes
RID-00539,9,summit,91.56,camping,0,0,yes,3.6,bnpl,148,no,685.39,no
RID-00540,56,core,22.67,fishing,2,0,yes,4.9,paypal,756,no,1546.48,yes
RID-00541,38,plus,47.72,climbing,5,0,yes,4.8,paypal,181,no,2686.84,yes
RID-00542,24,plus,54.5,camping,2,0,yes,3.5,paypal,34,no,1446.69,yes
RID-00543,31,summit,59.57,hiking,0,0,no,3.2,card,258,no,1141.64,yes
RID-00544,20,plus,45.06,camping,1,0,yes,4.7,card,233,no,1699.67,no
RID-00545,23,plus,39.82,climbing,2,0,yes,4.3,paypal,152,no,1101.12,no
RID-00546,4,core,20.73,camping,2,1,yes,2.5,card,133,no,55.49,yes
RID-00547,50,summit,73.49,hiking,0,1,yes,5.0,card,275,no,4388.21,no
RID-00548,23,core,21.33,hiking,1,0,yes,4.0,paypal,184,no,921.42,no
RID-00549,42,plus,54.39,hiking,2,2,no,5.0,card,208,no,2758.85,yes
RID-00550,3,summit,82.94,camping,1,1,yes,4.1,paypal,318,no,470.65,no
RID-00551,5,plus,44.36,climbing,1,0,yes,3.2,paypal,198,yes,378.69,no
RID-00552,22,core,22.98,climbing,0,1,yes,4.1,card,160,no,431.76,yes
RID-00553,2,core,24.83,climbing,3,0,yes,2.9,card,410,no,193.74,yes
RID-00554,59,plus,48.31,fishing,0,0,no,3.9,card,184,no,2390.7,no
RID-00555,2,core,20.1,climbing,2,1,yes,3.2,card,152,no,128.94,no
RID-00556,33,core,23.74,camping,3,0,yes,3.8,card,77,no,1250.59,yes
RID-00557,21,core,24.37,camping,0,0,no,4.2,paypal,122,no,625.07,yes
RID-00558,12,plus,43.32,climbing,1,0,no,4.2,bnpl,91,no,507.35,no
RID-00559,8,plus,45.7,climbing,0,0,no,2.9,card,72,no,885.31,no
RID-00560,18,plus,42.18,fishing,0,0,yes,3.5,card,134,no,412.55,no
RID-00561,3,plus,56.28,camping,2,1,no,2.5,card,325,no,323.34,no
RID-00562,34,plus,50.95,camping,0,1,yes,4.5,card,250,no,1358.47,no
RID-00563,14,core,25.96,fishing,3,0,no,4.2,bnpl,195,no,628.76,yes
RID-00564,1,summit,59.11,fishing,1,1,no,3.1,card,353,no,114.54,yes
RID-00565,7,plus,53.83,hiking,3,0,no,5.0,bnpl,162,no,836.35,no
RID-00566,54,summit,65.26,hiking,0,0,no,4.3,card,309,no,5187.46,yes
RID-00567,14,plus,41.05,fishing,2,0,no,3.9,card,399,yes,581.77,yes
RID-00568,35,core,26.83,hiking,1,0,yes,3.6,bnpl,35,no,761.33,no
RID-00569,24,plus,35.86,climbing,2,1,yes,3.5,paypal,248,yes,756.71,no
RID-00570,30,core,26.19,fishing,2,0,no,3.4,paypal,340,no,1570.02,yes
RID-00571,52,summit,63.77,camping,3,0,no,4.9,card,323,no,4946.85,yes
RID-00572,43,plus,43.53,camping,2,0,no,4.2,card,259,no,928.22,yes
RID-00573,33,core,30.37,fishing,1,0,yes,3.2,card,169,no,1272.35,no
RID-00574,12,plus,57.57,hiking,2,0,yes,5.0,card,214,yes,738.27,no
RID-00575,51,plus,43.38,camping,1,0,yes,3.9,card,595,yes,1521.18,no
RID-00576,1,core,28.27,hiking,0,0,yes,3.3,paypal,45,no,22.78,yes
RID-00577,34,core,25.66,hiking,0,0,yes,5.0,card,140,no,775.04,no
RID-00578,37,summit,91.2,camping,1,1,yes,3.2,card,250,no,1336.34,no
RID-00579,57,core,22.08,climbing,2,1,yes,3.4,paypal,74,no,1351.18,yes
RID-00580,9,core,22.96,camping,3,0,yes,4.0,card,203,no,339.69,yes
RID-00581,17,core,20.7,camping,0,0,yes,4.2,paypal,414,no,568.55,no
RID-00582,0,plus,50.25,camping,1,0,no,3.4,paypal,369,no,152.48,yes
RID-00583,15,plus,39.87,hiking,1,1,yes,2.3,card,246,no,684.78,no
RID-00584,56,plus,40.84,fishing,2,0,yes,4.0,paypal,282,no,1448.31,yes
RID-00585,0,summit,93.15,hiking,1,0,yes,3.2,paypal,17,no,19.79,no
RID-00586,48,core,25.45,fishing,3,1,yes,3.7,paypal,97,no,901.88,yes
RID-00587,57,core,25.98,camping,1,2,no,3.4,bnpl,153,yes,2097.3,yes
RID-00588,6,core,27.67,hiking,1,0,no,3.2,card,191,no,140.7,yes
RID-00589,21,plus,44.59,hiking,1,0,no,3.8,card,427,no,893.21,yes
RID-00590,54,core,25.79,climbing,0,0,yes,3.5,paypal,783,no,1653.41,no
RID-00591,43,core,28.15,hiking,1,0,yes,3.4,card,212,no,729.74,no
RID-00592,4,summit,68.38,climbing,2,1,no,4.7,card,205,no,269.87,no
RID-00593,52,core,28.21,hiking,0,0,yes,3.3,card,245,no,1557.57,no
RID-00594,48,summit,80.21,fishing,2,0,yes,3.8,paypal,131,no,4122.32,no
RID-00595,19,summit,77.76,climbing,0,0,yes,4.0,paypal,646,no,1963.49,yes
RID-00596,25,plus,55.54,fishing,2,0,no,2.7,paypal,118,no,1066.89,no
RID-00597,18,summit,72.46,camping,0,0,yes,3.2,bnpl,122,no,859.74,yes
RID-00598,31,plus,50.49,camping,1,0,no,4.0,card,160,yes,1398.39,no
RID-00599,47,core,21.91,hiking,1,1,yes,3.9,paypal,708,no,1364.75,yes
RID-00600,40,plus,34.72,hiking,1,0,yes,3.4,card,338,no,1344.38,yes
RID-00601,59,core,23.44,climbing,1,0,yes,4.0,bnpl,243,no,994.88,no
RID-00602,6,plus,48.32,camping,2,1,yes,4.2,paypal,196,no,806.46,no
RID-00603,56,summit,60.35,hiking,2,0,yes,4.4,bnpl,230,yes,2516.81,yes
RID-00604,55,plus,39.25,camping,0,0,yes,4.5,bnpl,99,no,1310.37,no
RID-00605,23,core,24.96,hiking,0,1,yes,4.9,paypal,30,no,367.09,yes
RID-00606,8,plus,41.58,camping,0,0,yes,4.1,card,455,no,815.56,yes
RID-00607,13,summit,95.76,fishing,1,0,yes,3.0,bnpl,82,no,1621.67,no
RID-00608,57,core,22.87,camping,1,1,no,3.8,card,627,no,3062.46,yes
RID-00609,0,core,24.26,hiking,3,1,yes,3.0,paypal,345,no,75.46,yes
RID-00610,5,core,25.89,camping,4,0,no,4.6,card,212,no,185.24,yes
RID-00611,4,summit,58.65,camping,2,0,no,5.0,card,324,no,471.9,no
RID-00612,10,plus,47.54,hiking,0,0,no,4.0,card,267,no,352.8,yes
RID-00613,48,core,24.62,camping,0,3,no,4.9,card,234,no,2026.83,no
RID-00614,3,plus,51.98,hiking,4,1,yes,4.8,paypal,249,no,177.04,yes
RID-00615,58,plus,51.74,camping,1,0,no,4.2,paypal,460,no,2375.07,yes
RID-00616,24,core,24.99,climbing,1,1,no,4.4,card,330,no,433.81,yes
RID-00617,32,summit,76.9,fishing,1,1,no,4.7,card,221,no,3264.75,no
RID-00618,36,plus,46.65,climbing,2,0,no,3.0,card,406,no,3366.64,yes
RID-00619,49,core,22.16,camping,3,0,yes,4.2,card,678,no,1509.9,no
RID-00620,38,summit,69.16,hiking,0,0,no,4.4,paypal,218,no,3164.9,yes
RID-00621,3,core,26.51,camping,3,1,no,2.9,paypal,141,no,119.65,no
RID-00622,50,core,26.29,hiking,3,1,no,5.0,card,427,no,2229.06,no
RID-00623,5,plus,46.72,fishing,2,1,no,4.8,paypal,221,no,471.78,no
RID-00624,32,core,22.7,camping,0,0,no,4.8,bnpl,519,no,397.06,yes
RID-00625,52,plus,51.72,camping,2,1,yes,4.3,paypal,98,no,2331.65,yes
RID-00626,31,core,21.11,fishing,3,1,yes,3.3,card,172,no,614.43,no
RID-00627,25,core,28.68,hiking,2,2,no,3.0,paypal,823,no,1086.18,yes
RID-00628,19,summit,84.06,camping,0,0,yes,3.9,card,166,no,1476.21,no
RID-00629,47,core,30.23,fishing,1,0,no,4.5,card,531,yes,1925.0,yes
RID-00630,39,core,25.69,camping,0,0,yes,4.4,card,136,no,1364.14,no
RID-00631,49,core,23.9,climbing,2,1,yes,5.0,card,405,no,734.84,no
RID-00632,55,summit,82.6,camping,4,0,yes,3.8,paypal,115,no,1748.82,yes
RID-00633,36,core,28.13,fishing,2,0,no,3.7,paypal,434,no,1600.95,yes
RID-00634,21,core,26.4,climbing,0,0,yes,4.0,card,200,no,543.66,yes
RID-00635,36,summit,66.18,camping,1,1,no,3.1,card,171,no,5257.62,no
RID-00636,21,core,24.36,fishing,1,1,yes,5.0,card,203,no,874.41,no
RID-00637,12,summit,67.88,camping,1,0,no,3.8,bnpl,251,no,591.63,no
RID-00638,20,plus,37.11,fishing,2,0,yes,4.2,card,286,no,645.22,no
RID-00639,29,summit,61.04,climbing,3,0,yes,4.6,card,89,no,1881.29,yes
RID-00640,13,core,27.89,camping,2,1,yes,3.4,bnpl,309,no,437.06,no
RID-00641,19,summit,76.74,hiking,1,0,yes,4.2,card,70,no,1447.08,no
RID-00642,34,core,22.56,camping,2,1,no,4.0,card,479,no,682.86,yes
RID-00643,8,core,22.92,hiking,1,0,yes,4.7,bnpl,325,no,274.72,no
RID-00644,6,plus,54.13,hiking,3,0,no,4.0,card,325,no,452.55,yes
RID-00645,47,core,26.08,hiking,3,0,no,1.9,card,431,no,1983.65,yes
RID-00646,50,core,25.33,fishing,1,1,yes,3.3,card,333,yes,1293.85,no
RID-00647,19,plus,41.31,fishing,1,1,no,2.9,card,698,no,773.93,yes
