PolicyID,policy_age_mo,Coverage Type,PREMIUM,Pet_Species,petAge,VET_VISITS_YTD,Multi_pet_Household,claimsFiled,AutoRenew,discount_applied,ZIPRegion,est_lifetime_val,Status
TPI-01082,44,Basic Accident,17.23,Dog,8,1,Yes,0,Yes,No,Suburban,575.1,Active
TPI-01083,48,Wellness Plus,91.45,Cat,8,3,Yes,1,Yes,Yes,Rural,2332.89,Active
TPI-01084,22,Comprehensive,58.04,Cat,13,4,No,0,Yes,Yes,Urban,1007.88,Active
TPI-01085,13,Basic Accident,25.77,Cat,12,4,No,1,No,Yes,Suburban,501.54,Active
TPI-01086,7,Basic Accident,20.87,Other,1,5,Yes,0,Yes,No,Urban,338.56,Lapsed
TPI-01087,51,Comprehensive,53.48,Cat,1,0,Yes,1,Yes,No,Suburban,2503.83,Lapsed
TPI-01088,30,Wellness Plus,75.65,Cat,13,6,No,1,No,No,Suburban,1143.37,Active
TPI-01089,12,Basic Accident,19.45,Dog,9,3,No,0,No,Yes,Suburban,168.42,Lapsed
TPI-01090,23,Wellness Plus,98.28,Cat,3,3,No,1,Yes,No,Suburban,1715.19,Active
TPI-01091,39,Comprehensive,57.94,Dog,12,1,Yes,0,Yes,No,Urban,3853.6,Active
TPI-01092,21,Comprehensive,41.3,Cat,13,1,Yes,2,Yes,Yes,Rural,1180.44,Active
TPI-01093,19,Comprehensive,36.51,Cat,9,1,Yes,1,Yes,No,Rural,528.3,Active
TPI-01094,51,Comprehensive,61.79,Dog,12,1,Yes,0,Yes,No,Suburban,1296.45,Active
TPI-01095,11,Comprehensive,52.05,Dog,14,2,No,1,No,No,Suburban,517.31,Active
TPI-01096,30,Comprehensive,43.67,Cat,6,1,Yes,0,No,No,Rural,740.77,Active
TPI-01097,13,Comprehensive,39.29,Dog,1,1,No,1,Yes,Yes,Rural,699.83,Active
TPI-01098,44,Basic Accident,23.09,Cat,7,1,Yes,0,Yes,Yes,Suburban,1280.05,Active
TPI-01099,60,Wellness Plus,102.49,Dog,1,4,Yes,0,Yes,No,Suburban,7740.1,Active
TPI-01100,16,Wellness Plus,77.59,Dog,8,1,No,0,Yes,No,Urban,2066.94,Active
TPI-01101,2,Basic Accident,19.96,Cat,9,3,No,1,Yes,Yes,Rural,227.01,Lapsed
TPI-01102,12,Basic Accident,18.42,Cat,6,2,Yes,0,Yes,No,Suburban,497.59,Active
TPI-01103,7,Basic Accident,20.95,Dog,1,7,Yes,0,No,No,Urban,75.65,Active
TPI-01104,8,Basic Accident,23.09,Cat,11,2,No,1,Yes,No,Urban,424.09,Lapsed
TPI-01105,49,Comprehensive,44.67,Cat,9,1,No,0,Yes,No,Urban,2039.29,Active
TPI-01106,25,Wellness Plus,103.58,Dog,14,4,Yes,3,Yes,No,Urban,4856.65,Active
TPI-01107,47,Basic Accident,17.68,Dog,2,1,No,0,Yes,Yes,Suburban,1966.77,Lapsed
TPI-01108,38,Basic Accident,26.16,Dog,13,2,No,3,Yes,No,Suburban,1996.68,Lapsed
TPI-01109,25,Comprehensive,63.12,Dog,13,0,No,0,No,No,Urban,2676.62,Active
TPI-01110,43,Wellness Plus,73.79,Dog,4,1,Yes,0,No,No,Suburban,3136.58,Active
TPI-01111,2,Wellness Plus,80.91,Dog,4,2,No,0,Yes,No,Rural,114.53,Active
TPI-01112,7,Comprehensive,38.17,Dog,11,2,No,0,Yes,No,Suburban,589.81,Active
TPI-01113,13,Basic Accident,21.48,Dog,8,1,No,0,Yes,No,Suburban,403.66,Active
TPI-01114,9,Comprehensive,62.85,Dog,9,4,No,0,Yes,Yes,Urban,1007.42,Active
TPI-01115,15,Comprehensive,43.3,Cat,2,0,No,0,Yes,No,Suburban,804.17,Active
TPI-01116,38,Basic Accident,21.38,Cat,15,0,No,0,No,No,Suburban,1091.11,Lapsed
TPI-01117,27,Wellness Plus,82.3,Cat,10,2,No,2,No,Yes,Suburban,3921.92,Lapsed
TPI-01118,55,Basic Accident,19.76,Cat,15,2,No,1,Yes,No,Suburban,882.62,Active
TPI-01119,47,Comprehensive,47.94,Cat,15,3,No,0,No,Yes,Suburban,2917.34,Active
TPI-01120,45,Wellness Plus,94.69,Dog,7,1,Yes,0,No,No,Urban,4289.61,Active
TPI-01121,51,Wellness Plus,91.06,Dog,10,2,No,1,Yes,Yes,Urban,5626.47,Active
TPI-01122,51,Basic Accident,20.45,Cat,0,0,Yes,1,No,Yes,Suburban,1232.13,Active
TPI-01123,0,Comprehensive,48.16,Cat,11,0,No,1,No,Yes,Urban,118.25,Lapsed
TPI-01124,12,Basic Accident,19.05,Cat,6,0,Yes,0,Yes,No,Suburban,267.61,Active
TPI-01125,5,Wellness Plus,77.45,Cat,5,0,Yes,3,Yes,No,Suburban,645.14,Active
TPI-01126,54,Comprehensive,49.2,Dog,0,0,No,1,No,No,Suburban,2878.52,Active
TPI-01127,6,Wellness Plus,71.03,Cat,1,3,No,1,Yes,Yes,Suburban,741.57,Active
TPI-01128,21,Basic Accident,26.6,Other,13,4,No,0,Yes,No,Rural,484.02,Lapsed
TPI-01129,10,Comprehensive,35.92,Other,2,2,No,0,No,No,Rural,346.56,Active
TPI-01130,35,Basic Accident,22.69,Dog,6,3,No,0,Yes,No,Urban,1586.56,Active
TPI-01131,26,Comprehensive,67.95,Cat,8,2,No,0,No,Yes,Suburban,1437.24,Active
TPI-01132,53,Wellness Plus,82.71,Dog,7,4,No,2,No,No,Urban,2417.16,Active
TPI-01133,39,Comprehensive,53.86,Dog,12,4,No,1,Yes,No,Rural,2960.03,Active
TPI-01134,11,Wellness Plus,85.67,Dog,2,3,No,1,Yes,No,Urban,822.03,Active
TPI-01135,52,Wellness Plus,93.05,Cat,9,2,No,0,No,No,Rural,2560.3,Active
TPI-01136,58,Basic Accident,20.11,Cat,12,2,No,0,No,Yes,Urban,1106.27,Active
TPI-01137,33,Wellness Plus,97.69,Dog,15,2,No,0,Yes,No,Rural,1904.07,Active
TPI-01138,53,Comprehensive,54.66,Dog,9,4,No,0,Yes,Yes,Urban,1580.78,Active
TPI-01139,50,Comprehensive,48.87,Dog,0,2,No,1,Yes,No,Urban,3747.75,Active
TPI-01140,2,Wellness Plus,74.89,Cat,7,0,No,2,Yes,No,Suburban,325.76,Active
TPI-01141,30,Comprehensive,50.14,Cat,5,1,No,0,Yes,Yes,Urban,972.2,Active
TPI-01142,45,Basic Accident,18.65,Dog,14,1,No,0,Yes,No,Urban,746.2,Active
TPI-01143,38,Basic Accident,20.17,Dog,11,3,No,2,Yes,No,Suburban,2565.16,Active
TPI-01144,50,Basic Accident,23.98,Dog,0,1,Yes,0,Yes,No,Rural,1206.33,Lapsed
TPI-01145,21,Basic Accident,20.6,Other,1,1,No,0,Yes,No,Urban,453.81,Active
TPI-01146,36,Comprehensive,51.78,Dog,6,3,No,1,Yes,No,Rural,1274.66,Active
TPI-01147,32,Wellness Plus,71.58,Dog,2,0,No,1,No,No,Urban,2424.25,Active
TPI-01148,32,Basic Accident,21.12,Cat,15,1,Yes,2,Yes,No,Suburban,482.75,Active
TPI-01149,35,Wellness Plus,83.8,Dog,3,3,No,2,No,No,Suburban,1463.07,Active
TPI-01150,42,Basic Accident,22.5,Cat,15,4,No,1,Yes,No,Urban,1261.97,Active
TPI-01151,35,Comprehensive,50.87,Dog,15,1,No,1,No,No,Urban,994.22,Active
TPI-01152,11,Comprehensive,40.97,Dog,12,1,Yes,1,No,No,Urban,548.59,Active
TPI-01153,26,Wellness Plus,62.59,Dog,6,1,Yes,0,Yes,No,Suburban,3878.21,Active
TPI-01154,45,Basic Accident,19.77,Dog,0,0,No,3,Yes,No,Suburban,1377.99,Active
TPI-01155,24,Comprehensive,42.83,Dog,3,2,Yes,2,Yes,Yes,Suburban,652.45,Lapsed
TPI-01156,46,Basic Accident,21.6,Dog,0,3,No,2,No,No,Suburban,714.71,Lapsed
TPI-01157,19,Comprehensive,55.9,Cat,12,5,No,0,No,No,Suburban,697.3,Active
TPI-01158,53,Comprehensive,59.35,Cat,9,3,No,2,No,Yes,Urban,2995.67,Active
TPI-01159,3,Basic Accident,30.23,Cat,3,5,No,1,Yes,Yes,Urban,208.62,Active
TPI-01160,46,Basic Accident,22.75,Cat,2,2,No,0,No,No,Suburban,512.69,Active
TPI-01161,4,Comprehensive,41.7,Dog,10,3,No,0,Yes,No,Suburban,196.36,Active
TPI-01162,17,Comprehensive,46.19,Dog,15,3,No,2,Yes,No,Urban,1460.06,Active
TPI-01163,54,Comprehensive,45.92,Cat,3,1,No,0,No,No,Suburban,2620.16,Active
TPI-01164,23,Comprehensive,55.15,Cat,7,3,Yes,0,Yes,Yes,Suburban,1037.75,Active
TPI-01165,16,Comprehensive,46.99,Cat,9,1,No,2,Yes,No,Rural,1302.18,Active
TPI-01166,57,Wellness Plus,96.79,Dog,10,3,No,1,No,No,Suburban,9780.17,Active
TPI-01167,30,Comprehensive,45.44,Dog,14,6,No,2,Yes,No,Rural,1474.84,Active
TPI-01168,59,Comprehensive,41.74,Cat,14,3,No,0,No,No,Urban,2238.24,Active
TPI-01169,47,Wellness Plus,68.26,Cat,1,1,No,2,Yes,No,Rural,3746.57,Active
TPI-01170,33,Basic Accident,22.89,Cat,11,5,No,0,Yes,No,Urban,1571.13,Lapsed
TPI-01171,22,Comprehensive,55.62,Cat,14,1,Yes,1,Yes,No,Suburban,970.0,Active
TPI-01172,29,Wellness Plus,79.41,Other,10,3,No,1,No,No,Rural,2840.4,Active
TPI-01173,28,Basic Accident,19.06,Dog,9,1,No,0,No,No,Rural,993.86,Lapsed
TPI-01174,19,Basic Accident,25.47,Dog,3,1,No,4,Yes,No,Urban,921.94,Active
TPI-01175,37,Comprehensive,47.55,Cat,14,1,Yes,0,Yes,No,Suburban,735.02,Active
TPI-01176,38,Wellness Plus,61.89,Cat,3,0,No,2,Yes,Yes,Urban,2688.97,Active
TPI-01177,6,Comprehensive,45.52,Dog,9,3,No,0,Yes,Yes,Suburban,427.48,Active
TPI-01178,27,Basic Accident,19.42,Cat,4,2,No,0,Yes,No,Suburban,838.55,Lapsed
TPI-01179,57,Comprehensive,47.43,Cat,11,2,Yes,2,Yes,Yes,Rural,5484.15,Active
TPI-01180,51,Basic Accident,23.32,Cat,4,1,No,0,No,No,Urban,651.78,Lapsed
TPI-01181,41,Basic Accident,13.72,Dog,13,3,No,1,Yes,Yes,Suburban,653.64,Active
TPI-01182,20,Basic Accident,18.82,Dog,0,1,No,0,Yes,Yes,Urban,538.53,Lapsed
TPI-01183,40,Wellness Plus,69.53,Cat,4,2,No,1,No,No,Rural,3317.19,Active
TPI-01184,55,Wellness Plus,85.69,Cat,10,3,No,3,Yes,No,Urban,11430.66,Active
TPI-01185,42,Basic Accident,19.77,Dog,9,4,No,0,Yes,No,Urban,613.42,Active
TPI-01186,59,Comprehensive,60.93,Dog,11,3,Yes,1,No,No,Rural,6012.49,Active
TPI-01187,46,Basic Accident,20.77,Dog,5,1,No,1,No,No,Urban,1218.59,Lapsed
TPI-01188,60,Comprehensive,50.34,Dog,7,0,No,1,Yes,Yes,Rural,2803.2,Active
TPI-01189,3,Basic Accident,20.35,Dog,7,1,No,1,Yes,Yes,Suburban,262.07,Lapsed
TPI-01190,49,Basic Accident,26.85,Cat,2,3,No,0,No,No,Urban,1571.42,Active
TPI-01191,40,Wellness Plus,66.51,Cat,14,2,No,0,No,No,Urban,1184.63,Active
TPI-01192,35,Basic Accident,21.73,Dog,6,3,No,1,Yes,Yes,Urban,960.16,Active
TPI-01193,30,Wellness Plus,73.35,Dog,8,1,Yes,1,Yes,No,Suburban,3031.83,Active
TPI-01194,6,Basic Accident,26.89,Cat,4,2,No,0,Yes,No,Urban,481.24,Lapsed
TPI-01195,1,Wellness Plus,98.32,Other,9,2,No,0,Yes,Yes,Urban,318.26,Lapsed
TPI-01196,31,Basic Accident,18.25,Dog,7,2,No,1,No,No,Urban,685.72,Lapsed
TPI-01197,14,Comprehensive,60.18,Dog,14,4,No,1,No,Yes,Urban,1067.23,Lapsed
TPI-01198,59,Wellness Plus,83.74,Dog,8,1,No,0,Yes,Yes,Rural,5803.32,Active
TPI-01199,38,Basic Accident,17.13,Cat,2,3,No,0,Yes,No,Urban,689.17,Lapsed
TPI-01200,31,Basic Accident,27.98,Dog,13,0,No,1,Yes,Yes,Suburban,1235.38,Active
TPI-01201,0,Comprehensive,40.52,Dog,3,4,No,1,Yes,No,Suburban,102.21,Active
TPI-01202,44,Basic Accident,18.38,Dog,11,6,No,2,No,No,Urban,706.72,Active
TPI-01203,42,Basic Accident,23.13,Cat,11,5,Yes,0,Yes,Yes,Suburban,773.2,Lapsed
TPI-01204,5,Basic Accident,20.96,Dog,1,1,No,1,Yes,No,Suburban,237.36,Lapsed
TPI-01205,40,Wellness Plus,73.59,Dog,12,0,Yes,1,Yes,No,Urban,2700.19,Active
TPI-01206,58,Wellness Plus,61.5,Dog,4,2,No,2,Yes,No,Urban,2748.25,Active
TPI-01207,31,Basic Accident,17.46,Dog,5,4,No,2,Yes,No,Urban,778.42,Active
TPI-01208,59,Wellness Plus,92.92,Dog,3,3,Yes,2,Yes,No,Urban,6401.78,Active
TPI-01209,51,Basic Accident,16.52,Dog,8,2,Yes,4,No,No,Urban,1785.63,Active
TPI-01210,11,Basic Accident,18.7,Other,6,2,Yes,1,Yes,No,Suburban,271.71,Active
TPI-01211,18,Wellness Plus,98.41,Dog,7,2,No,1,No,No,Urban,1568.35,Active
TPI-01212,15,Comprehensive,49.27,Dog,7,0,No,0,Yes,No,Urban,2075.21,Active
TPI-01213,28,Basic Accident,20.25,Dog,9,1,No,0,Yes,Yes,Urban,440.2,Active
TPI-01214,25,Basic Accident,23.65,Dog,7,2,No,1,No,Yes,Suburban,787.85,Active
TPI-01215,40,Comprehensive,47.26,Dog,3,2,No,0,No,Yes,Urban,1023.15,Active
TPI-01216,46,Basic Accident,22.28,Dog,2,0,No,1,Yes,No,Urban,1313.09,Active
TPI-01217,19,Wellness Plus,55.0,Cat,5,2,No,0,Yes,Yes,Suburban,1146.57,Active
TPI-01218,45,Basic Accident,20.64,Cat,4,2,Yes,0,No,Yes,Urban,1215.34,Active
TPI-01219,3,Basic Accident,26.14,Cat,1,5,Yes,0,Yes,No,Suburban,78.58,Active
TPI-01220,27,Comprehensive,69.48,Dog,1,2,No,0,No,Yes,Urban,2590.69,Active
TPI-01221,44,Comprehensive,48.24,Dog,0,2,No,0,Yes,Yes,Urban,2712.06,Active
TPI-01222,45,Comprehensive,41.25,Cat,3,2,Yes,0,No,No,Urban,4709.31,Active
TPI-01223,52,Comprehensive,50.98,Other,6,2,No,1,No,No,Urban,1896.94,Lapsed
TPI-01224,50,Comprehensive,52.55,Dog,14,1,Yes,1,Yes,No,Suburban,1784.83,Active
TPI-01225,59,Basic Accident,27.29,Cat,4,2,Yes,0,Yes,Yes,Urban,1534.3,Active
TPI-01226,27,Basic Accident,22.63,Cat,3,2,No,0,Yes,No,Suburban,877.36,Lapsed
TPI-01227,15,Comprehensive,60.59,Dog,13,2,No,0,No,No,Urban,1334.44,Active
TPI-01228,52,Comprehensive,45.07,Dog,8,2,Yes,2,Yes,No,Urban,2026.27,Active
TPI-01229,18,Basic Accident,20.08,Cat,8,2,Yes,0,Yes,No,Urban,836.76,Active
TPI-01230,21,Basic Accident,21.94,Dog,14,1,No,0,Yes,Yes,Rural,501.01,Active
TPI-01231,56,Comprehensive,58.84,Dog,1,5,Yes,0,Yes,No,Suburban,1777.47,Lapsed
TPI-01232,11,Comprehensive,49.56,Dog,7,4,No,0,No,No,Rural,587.22,Lapsed
TPI-01233,38,Wellness Plus,61.25,Cat,3,5,No,0,Yes,No,Suburban,2299.74,Active
TPI-01234,17,Basic Accident,23.02,Dog,0,0,No,0,Yes,No,Rural,566.88,Active
TPI-01235,44,Basic Accident,16.17,Dog,14,2,Yes,1,No,No,Rural,825.27,Active
TPI-01236,0,Comprehensive,52.35,Dog,11,1,Yes,3,Yes,No,Urban,293.99,Active
TPI-01237,57,Wellness Plus,88.26,Cat,11,3,No,0,Yes,Yes,Urban,3665.61,Active
TPI-01238,8,Wellness Plus,69.9,Dog,7,5,Yes,0,Yes,No,Suburban,440.27,Active
TPI-01239,21,Wellness Plus,89.5,Dog,0,3,Yes,0,Yes,No,Suburban,1358.24,Active
TPI-01240,22,Wellness Plus,71.38,Dog,8,3,Yes,1,Yes,No,Urban,4122.99,Active
TPI-01241,1,Comprehensive,53.7,Cat,0,0,No,1,No,No,Suburban,137.22,Lapsed
TPI-01242,40,Basic Accident,21.73,Dog,3,4,No,2,No,Yes,Rural,1596.11,Active
TPI-01243,39,Basic Accident,22.14,Cat,10,4,Yes,0,Yes,No,Urban,1549.78,Active
TPI-01244,5,Comprehensive,47.72,Dog,4,1,No,0,Yes,No,Suburban,277.92,Lapsed
TPI-01245,43,Basic Accident,18.0,Dog,2,1,Yes,1,Yes,No,Suburban,1077.91,Active
TPI-01246,17,Comprehensive,36.78,Cat,0,3,No,1,Yes,No,Rural,1029.78,Active
TPI-01247,50,Comprehensive,50.0,Dog,6,1,No,0,No,No,Suburban,1696.53,Active
TPI-01248,34,Basic Accident,19.77,Dog,7,2,No,1,No,No,Urban,443.85,Active
TPI-01249,21,Comprehensive,44.33,Cat,11,2,No,0,Yes,No,Suburban,1390.68,Active
TPI-01250,5,Wellness Plus,94.28,Dog,15,1,No,0,No,No,Suburban,398.92,Lapsed
TPI-01251,28,Comprehensive,39.11,Dog,0,3,No,0,Yes,Yes,Urban,472.9,Active
TPI-01252,18,Comprehensive,49.75,Cat,5,3,Yes,1,Yes,No,Urban,820.45,Active
TPI-01253,41,Wellness Plus,61.57,Dog,9,4,No,0,Yes,No,Suburban,1873.92,Active
TPI-01254,13,Basic Accident,18.99,Other,12,3,No,0,Yes,No,Suburban,341.54,Lapsed
TPI-01255,37,Wellness Plus,74.77,Dog,5,3,Yes,1,Yes,Yes,Suburban,1605.16,Active
TPI-01256,11,Wellness Plus,74.72,Cat,11,3,Yes,0,Yes,No,Urban,915.72,Active
TPI-01257,29,Basic Accident,26.84,Cat,15,0,No,1,Yes,No,Rural,1091.59,Active
TPI-01258,2,Comprehensive,40.73,Dog,2,2,Yes,1,No,No,Urban,108.38,Lapsed
TPI-01259,58,Basic Accident,17.09,Cat,3,1,No,0,Yes,Yes,Suburban,980.55,Lapsed
TPI-01260,56,Comprehensive,49.63,Dog,12,1,No,0,No,Yes,Urban,2014.1,Active
TPI-01261,16,Basic Accident,23.52,Cat,1,3,No,1,Yes,No,Urban,490.36,Active
TPI-01262,56,Comprehensive,48.7,Dog,14,1,Yes,1,Yes,Yes,Suburban,1644.34,Active
TPI-01263,10,Basic Accident,28.51,Dog,13,0,Yes,0,Yes,Yes,Suburban,698.88,Lapsed
TPI-01264,31,Comprehensive,46.85,Dog,15,2,No,0,No,No,Urban,2372.09,Active
TPI-01265,9,Wellness Plus,86.3,Cat,2,2,Yes,1,No,No,Urban,356.12,Active
TPI-01266,30,Comprehensive,40.66,Cat,3,1,Yes,0,Yes,No,Suburban,2595.31,Active
TPI-01267,54,Comprehensive,37.09,Dog,0,1,Yes,1,Yes,No,Urban,2511.27,Active
TPI-01268,1,Comprehensive,49.78,Dog,2,3,No,0,Yes,No,Urban,41.66,Lapsed
TPI-01269,0,Comprehensive,58.22,Cat,11,2,No,1,Yes,No,Suburban,119.0,Active
TPI-01270,16,Comprehensive,54.5,Dog,2,1,No,0,Yes,No,Urban,1280.07,Active
TPI-01271,14,Wellness Plus,78.12,Dog,11,3,No,1,No,Yes,Suburban,888.5,Active
TPI-01272,47,Basic Accident,21.62,Dog,12,3,Yes,0,No,No,Urban,668.65,Lapsed
TPI-01273,23,Wellness Plus,74.81,Dog,9,1,No,1,No,Yes,Suburban,1505.43,Active
TPI-01274,53,Comprehensive,38.08,Dog,7,1,No,1,Yes,Yes,Rural,1840.66,Active
TPI-01275,25,Comprehensive,45.06,Dog,4,5,No,1,Yes,No,Urban,1213.91,Active
TPI-01276,46,Wellness Plus,73.59,Dog,9,1,No,0,Yes,No,Rural,3905.87,Lapsed
TPI-01277,51,Basic Accident,27.55,Dog,13,1,Yes,0,Yes,Yes,Suburban,531.71,Lapsed
TPI-01278,28,Wellness Plus,55.0,Cat,1,4,No,1,Yes,No,Rural,2150.15,Lapsed
TPI-01279,23,Wellness Plus,72.68,Cat,15,0,No,0,No,No,Rural,1508.97,Active
TPI-01280,36,Basic Accident,22.41,Dog,7,0,Yes,0,Yes,No,Urban,1170.24,Active
TPI-01281,56,Basic Accident,23.95,Dog,10,3,Yes,0,No,Yes,Urban,1551.96,Lapsed
TPI-01282,23,Basic Accident,16.48,Dog,3,0,Yes,1,Yes,No,Suburban,344.55,Active
TPI-01283,0,Wellness Plus,68.36,Dog,0,2,No,0,Yes,Yes,Urban,13.94,Active
TPI-01284,35,Comprehensive,46.09,Cat,7,3,No,1,Yes,Yes,Suburban,1434.73,Active
TPI-01285,27,Basic Accident,27.13,Dog,8,4,Yes,1,No,Yes,Suburban,339.99,Lapsed
TPI-01286,14,Wellness Plus,83.85,Cat,10,0,No,0,Yes,No,Suburban,886.99,Active
TPI-01287,31,Comprehensive,38.17,Cat,3,0,No,2,Yes,Yes,Urban,800.28,Active
TPI-01288,50,Basic Accident,20.8,Dog,15,1,No,0,Yes,Yes,Rural,1475.77,Active
TPI-01289,53,Comprehensive,43.52,Cat,5,1,Yes,1,No,No,Rural,4350.49,Active
TPI-01290,21,Wellness Plus,70.27,Dog,13,1,No,0,Yes,No,Urban,1890.01,Active
TPI-01291,19,Basic Accident,21.71,Other,5,0,Yes,0,Yes,Yes,Suburban,799.72,Active
TPI-01292,29,Wellness Plus,86.49,Cat,9,2,No,1,Yes,No,Urban,1781.28,Active
TPI-01293,41,Comprehensive,40.49,Dog,2,4,No,0,Yes,No,Urban,2308.86,Active
TPI-01294,47,Basic Accident,20.58,Cat,2,1,No,1,Yes,No,Rural,965.36,Lapsed
TPI-01295,15,Comprehensive,60.76,Cat,8,4,No,2,Yes,No,Urban,632.68,Active
TPI-01296,55,Comprehensive,49.74,Cat,1,1,No,2,Yes,No,Urban,2695.02,Active
TPI-01297,6,Wellness Plus,72.17,Dog,4,1,No,2,Yes,Yes,Suburban,708.38,Active
TPI-01298,8,Comprehensive,59.97,Cat,5,4,No,0,Yes,No,Urban,925.11,Active
TPI-01299,49,Comprehensive,50.33,Cat,14,3,No,0,No,Yes,Rural,2204.02,Active
TPI-01300,6,Comprehensive,59.61,Dog,7,3,No,1,Yes,No,Rural,354.55,Active
TPI-01301,55,Basic Accident,18.96,Dog,0,4,No,1,No,No,Suburban,1252.29,Active
TPI-01302,41,Comprehensive,37.03,Cat,7,2,Yes,2,Yes,Yes,Urban,1579.53,Lapsed
TPI-01303,12,Comprehensive,58.37,Dog,4,4,No,0,Yes,No,Suburban,550.51,Active
TPI-01304,18,Basic Accident,25.25,Cat,10,1,No,2,Yes,No,Urban,683.84,Active
TPI-01305,25,Basic Accident,20.5,Dog,0,3,No,0,Yes,No,Urban,1029.38,Lapsed
TPI-01306,1,Basic Accident,18.82,Cat,12,1,No,0,No,No,Rural,0.0,Lapsed
TPI-01307,51,Wellness Plus,75.9,Cat,14,2,No,0,Yes,No,Rural,13929.63,Active
TPI-01308,36,Wellness Plus,77.87,Cat,10,2,No,1,Yes,Yes,Urban,1842.55,Active
TPI-01309,36,Comprehensive,47.35,Dog,12,2,No,1,Yes,Yes,Urban,2035.51,Lapsed
TPI-01310,13,Wellness Plus,70.17,Dog,14,1,No,0,No,No,Urban,1118.25,Active
TPI-01311,26,Wellness Plus,79.23,Cat,8,3,Yes,1,Yes,No,Urban,1145.77,Active
TPI-01312,45,Comprehensive,47.18,Dog,1,0,Yes,0,Yes,No,Urban,2301.79,Active
TPI-01313,0,Wellness Plus,59.73,Dog,0,0,Yes,0,Yes,Yes,Urban,53.26,Active
TPI-01314,50,Comprehensive,56.29,Cat,15,1,No,1,Yes,No,Rural,2140.66,Active
TPI-01315,17,Comprehensive,47.62,Dog,6,3,Yes,1,No,Yes,Rural,650.67,Active
TPI-01316,35,Comprehensive,52.1,Cat,5,5,Yes,0,Yes,Yes,Suburban,1442.44,Active
TPI-01317,41,Basic Accident,19.04,Dog,0,1,No,1,No,No,Urban,2576.12,Active
TPI-01318,46,Basic Accident,18.2,Cat,10,2,No,1,Yes,No,Suburban,931.52,Lapsed
TPI-01319,36,Comprehensive,40.89,Dog,7,2,Yes,1,Yes,No,Urban,2194.79,Active
TPI-01320,26,Comprehensive,63.45,Dog,6,1,No,0,No,No,Suburban,1099.62,Active
TPI-01321,59,Basic Accident,27.99,Cat,7,3,Yes,0,Yes,No,Urban,2000.25,Active
TPI-01322,4,Basic Accident,22.51,Dog,12,1,Yes,0,Yes,No,Suburban,184.62,Active
TPI-01323,23,Comprehensive,41.72,Dog,14,4,No,2,No,Yes,Urban,2617.96,Active
TPI-01324,23,Wellness Plus,83.51,Cat,2,2,No,0,No,No,Suburban,2489.94,Active
TPI-01325,47,Basic Accident,18.81,Cat,5,2,Yes,2,Yes,Yes,Urban,1358.05,Active
TPI-01326,45,Basic Accident,18.72,Dog,7,3,Yes,1,Yes,No,Rural,896.67,Lapsed
TPI-01327,39,Comprehensive,39.53,Cat,8,6,No,0,No,Yes,Suburban,1845.35,Active
TPI-01328,7,Comprehensive,41.04,Dog,8,3,No,0,Yes,Yes,Urban,711.79,Active
TPI-01329,60,Comprehensive,38.17,Cat,4,1,Yes,0,Yes,No,Urban,2223.7,Active
TPI-01330,18,Basic Accident,26.14,Dog,2,2,Yes,1,No,No,Urban,645.18,Active
TPI-01331,41,Comprehensive,33.54,Dog,14,2,No,0,Yes,No,Urban,780.08,Active
TPI-01332,51,Wellness Plus,79.84,Dog,12,2,No,1,No,Yes,Suburban,7258.0,Active
TPI-01333,58,Wellness Plus,83.91,Dog,12,0,Yes,3,Yes,No,Rural,5349.33,Active
TPI-01334,34,Basic Accident,23.07,Cat,5,4,No,1,No,No,Rural,891.94,Active
TPI-01335,59,Basic Accident,16.03,Cat,10,1,Yes,1,Yes,No,Urban,742.3,Active
TPI-01336,4,Comprehensive,48.77,Dog,15,2,No,1,Yes,No,Suburban,332.37,Active
TPI-01337,42,Basic Accident,12.0,Dog,8,3,No,2,Yes,Yes,Urban,604.26,Lapsed
TPI-01338,39,Comprehensive,38.35,Cat,2,2,No,2,Yes,No,Urban,2110.31,Active
TPI-01339,49,Comprehensive,42.5,Dog,4,2,No,0,No,No,Urban,2558.96,Active
TPI-01340,6,Comprehensive,32.0,Dog,9,3,No,1,Yes,No,Suburban,406.32,Active
TPI-01341,31,Basic Accident,22.57,Cat,11,1,No,1,Yes,No,Suburban,577.18,Active
TPI-01342,26,Basic Accident,27.48,Dog,0,3,No,0,Yes,No,Rural,438.3,Lapsed
TPI-01343,33,Wellness Plus,91.99,Other,8,2,No,0,Yes,Yes,Suburban,3252.77,Active
TPI-01344,31,Wellness Plus,101.37,Cat,10,0,Yes,2,No,No,Urban,1148.88,Active
TPI-01345,7,Comprehensive,60.65,Cat,2,4,No,2,Yes,Yes,Urban,494.74,Active
TPI-01346,30,Basic Accident,18.88,Dog,0,2,No,2,Yes,No,Suburban,913.1,Lapsed
TPI-01347,43,Wellness Plus,74.49,Dog,12,1,Yes,0,No,No,Urban,6609.44,Active
TPI-01348,5,Basic Accident,24.44,Dog,15,0,Yes,2,Yes,Yes,Urban,259.94,Lapsed
TPI-01349,23,Basic Accident,29.12,Dog,7,5,Yes,0,Yes,Yes,Urban,1109.09,Active
TPI-01350,36,Wellness Plus,68.94,Cat,1,2,Yes,1,Yes,No,Urban,3675.62,Active
TPI-01351,50,Basic Accident,16.77,Dog,10,0,No,0,No,No,Urban,593.32,Active
