Client Reference Number,Months as Client,Service Tier,Monthly Retainer Fee,Primary Practice Area,Case Load Estimate,Number of Matters Filed,Preferred Contact Method,Has Dedicated Attorney,Average Response Time Hours,Referral Source,Billing Dispute Count,Uses Client Portal,Estimated Lifetime Client Value,Left Firm
VLS-00935,15,Premier Retainer,2633.02,Real Estate,2,0,Phone,No,10.6,Advertisement,0,No,32986.3,No
VLS-00936,72,Basic Retainer,743.94,Corporate,2,0,Email,No,1.9,Repeat Client,0,No,22982.74,No
VLS-00937,44,Signature Retainer,5302.14,Real Estate,0,2,Client Portal,Yes,2.8,Web Search,0,Yes,114843.19,No
VLS-00938,40,Basic Retainer,724.71,Corporate,8,1,Email,Yes,4.4,Advertisement,0,No,36610.38,No
VLS-00939,61,Signature Retainer,3966.76,Family,3,0,Phone,Yes,3.3,Referral,0,No,296682.46,No
VLS-00940,43,Basic Retainer,1014.62,Litigation,3,0,Client Portal,No,3.6,Advertisement,0,No,27083.77,No
VLS-00941,46,Basic Retainer,1028.4,Corporate,0,1,Phone,No,13.0,Advertisement,0,No,95604.77,No
VLS-00942,26,Signature Retainer,5143.42,Real Estate,1,1,Phone,Yes,7.4,Web Search,0,Yes,83144.03,No
VLS-00943,78,Basic Retainer,721.16,Family,3,1,Email,No,6.5,Repeat Client,1,No,62796.35,No
VLS-00944,82,Premier Retainer,2171.74,Family,0,1,Email,No,11.1,Web Search,0,Yes,148647.55,No
VLS-00945,11,Premier Retainer,2181.15,Estate Planning,2,1,Email,No,11.7,Web Search,0,Yes,25268.62,No
VLS-00946,62,Basic Retainer,975.84,Family,3,0,Email,No,6.0,Web Search,0,No,90635.57,Yes
VLS-00947,1,Premier Retainer,1827.3,Corporate,4,1,Email,Yes,18.4,Referral,0,No,4197.45,No
VLS-00948,31,Signature Retainer,5395.6,Estate Planning,3,1,Phone,Yes,7.7,Referral,0,Yes,231994.42,No
VLS-00949,82,Signature Retainer,5308.0,Litigation,2,2,Phone,Yes,13.9,Repeat Client,0,Yes,566551.24,No
VLS-00950,14,Basic Retainer,838.7,Litigation,0,2,Email,No,5.4,Referral,1,No,7506.29,No
VLS-00951,32,Premier Retainer,2225.55,Corporate,2,1,Phone,No,10.8,Advertisement,0,Yes,118427.77,No
VLS-00952,18,Basic Retainer,894.18,Corporate,3,1,Client Portal,No,14.8,Web Search,0,No,9929.83,No
VLS-00953,61,Basic Retainer,909.83,Real Estate,4,2,Email,Yes,13.6,Repeat Client,1,Yes,53565.03,No
VLS-00954,39,Basic Retainer,979.27,Corporate,4,0,Phone,No,12.8,Advertisement,2,No,32374.65,Yes
VLS-00955,50,Signature Retainer,5349.47,Corporate,1,1,Email,No,5.2,Referral,0,Yes,313551.06,No
VLS-00956,80,Signature Retainer,5054.28,Litigation,4,1,Phone,No,3.2,Referral,0,No,325377.86,No
VLS-00957,44,Premier Retainer,2059.79,Family,5,2,Phone,No,2.9,Advertisement,1,No,85528.46,No
VLS-00958,62,Premier Retainer,1917.53,Corporate,0,0,Email,No,6.3,Referral,0,Yes,247252.35,Yes
VLS-00959,8,Premier Retainer,1867.06,Corporate,3,1,Email,No,5.9,Web Search,0,No,8457.57,Yes
VLS-00960,18,Premier Retainer,2901.53,Family,2,0,Client Portal,Yes,11.9,Referral,1,No,52763.75,No
VLS-00961,80,Premier Retainer,2020.96,Real Estate,1,0,Email,No,9.1,Referral,0,Yes,98450.95,No
VLS-00962,73,Premier Retainer,1662.9,Estate Planning,0,1,Phone,No,2.9,Repeat Client,0,No,165178.06,No
VLS-00963,55,Basic Retainer,860.75,Corporate,3,2,Phone,No,16.5,Repeat Client,0,No,34694.61,No
VLS-00964,32,Basic Retainer,1033.32,Corporate,5,1,Email,No,10.4,Advertisement,1,No,34142.16,No
VLS-00965,16,Signature Retainer,4749.31,Real Estate,3,4,Phone,Yes,4.9,Referral,0,No,43733.74,No
VLS-00966,72,Premier Retainer,1890.53,Family,4,0,Phone,No,5.6,Repeat Client,1,Yes,242957.51,Yes
VLS-00967,66,Signature Retainer,4374.14,Real Estate,2,1,Email,No,21.8,Web Search,0,No,297937.74,No
VLS-00968,20,Basic Retainer,890.22,Estate Planning,3,2,Client Portal,No,3.3,Repeat Client,1,No,19280.2,Yes
VLS-00969,50,Premier Retainer,2084.53,Real Estate,7,1,Email,No,22.6,Referral,1,Yes,151447.02,No
VLS-00970,52,Basic Retainer,931.14,Family,0,0,Phone,Yes,7.3,Referral,0,Yes,28595.62,No
VLS-00971,40,Basic Retainer,741.68,Estate Planning,2,3,Email,No,7.7,Advertisement,0,No,22975.7,No
VLS-00972,78,Basic Retainer,1130.63,Corporate,3,0,Email,Yes,11.2,Repeat Client,0,No,95336.22,No
VLS-00973,10,Basic Retainer,911.08,Estate Planning,2,1,Phone,No,2.2,Referral,0,Yes,3352.45,No
VLS-00974,21,Signature Retainer,3471.45,Real Estate,3,4,Phone,No,10.4,Referral,1,Yes,35674.66,No
VLS-00975,8,Basic Retainer,942.69,Real Estate,0,3,Email,Yes,14.6,Web Search,0,No,6353.18,No
VLS-00976,58,Premier Retainer,2264.0,Estate Planning,2,1,Phone,No,6.2,Repeat Client,0,Yes,78656.33,No
VLS-00977,54,Premier Retainer,2266.44,Real Estate,4,3,Email,No,8.6,Advertisement,0,No,105131.06,No
VLS-00978,83,Premier Retainer,2302.98,Family,1,0,Email,Yes,31.3,Repeat Client,0,No,242295.92,Yes
VLS-00979,46,Premier Retainer,1906.54,Corporate,3,3,Phone,No,15.6,Advertisement,0,No,123017.88,No
VLS-00980,12,Basic Retainer,640.94,Real Estate,2,2,Phone,No,4.1,Repeat Client,0,Yes,18181.59,No
VLS-00981,38,Signature Retainer,5037.75,Real Estate,1,0,Email,No,5.9,Web Search,0,No,189387.78,No
VLS-00982,7,Signature Retainer,4930.24,Corporate,2,1,Phone,No,7.1,Referral,0,No,37459.77,Yes
VLS-00983,57,Premier Retainer,2202.13,Litigation,1,2,Phone,Yes,16.3,Advertisement,0,No,125729.97,No
VLS-00984,57,Premier Retainer,1837.18,Real Estate,2,1,Client Portal,Yes,4.1,Web Search,0,Yes,122175.66,No
VLS-00985,72,Basic Retainer,743.05,Family,3,3,Client Portal,No,13.6,Web Search,1,No,64904.53,No
VLS-00986,28,Signature Retainer,5190.3,Corporate,2,3,Email,Yes,13.7,Referral,1,No,221517.17,No
VLS-00987,26,Basic Retainer,1010.92,Family,4,1,Email,Yes,9.0,Advertisement,1,No,41425.48,Yes
VLS-00988,6,Basic Retainer,887.3,Corporate,1,1,Client Portal,No,16.7,Repeat Client,0,Yes,7276.0,No
VLS-00989,35,Basic Retainer,601.21,Corporate,1,2,Client Portal,No,4.5,Referral,0,Yes,42307.89,No
VLS-00990,40,Signature Retainer,3863.72,Family,2,1,Email,Yes,18.9,Repeat Client,0,Yes,157078.59,No
VLS-00991,64,Premier Retainer,1914.11,Corporate,1,2,Email,No,1.8,Referral,1,Yes,93509.24,No
VLS-00992,64,Premier Retainer,1824.69,Corporate,2,2,Email,No,4.1,Referral,0,No,94990.96,Yes
VLS-00993,11,Signature Retainer,5251.51,Real Estate,2,1,Client Portal,Yes,1.8,Referral,0,No,56790.38,No
VLS-00994,24,Basic Retainer,984.98,Family,2,1,Client Portal,Yes,4.7,Web Search,0,No,15315.98,Yes
VLS-00995,43,Signature Retainer,6238.18,Estate Planning,4,1,Client Portal,Yes,13.9,Referral,1,Yes,204404.05,No
VLS-00996,28,Premier Retainer,1743.48,Estate Planning,1,1,Email,No,11.5,Advertisement,0,Yes,28793.67,No
VLS-00997,2,Premier Retainer,2419.26,Real Estate,2,1,Client Portal,Yes,10.3,Advertisement,0,Yes,6712.18,No
VLS-00998,71,Basic Retainer,779.31,Estate Planning,2,1,Email,No,4.7,Web Search,0,Yes,64940.17,Yes
VLS-00999,62,Signature Retainer,4854.92,Estate Planning,2,1,Email,No,8.5,Repeat Client,1,No,136790.98,No
VLS-01000,44,Basic Retainer,1033.47,Family,5,2,Email,Yes,19.1,Repeat Client,0,Yes,35524.96,No
VLS-01001,26,Basic Retainer,838.58,Litigation,2,2,Phone,No,4.8,Web Search,0,Yes,49698.43,Yes
VLS-01002,71,Premier Retainer,2306.58,Corporate,2,1,Phone,No,5.0,Referral,0,No,216853.64,No
VLS-01003,2,Basic Retainer,876.61,Litigation,3,1,Email,Yes,5.2,Referral,0,Yes,2203.29,No
VLS-01004,37,Basic Retainer,1003.26,Real Estate,4,2,Email,No,9.9,Web Search,0,Yes,27427.7,Yes
VLS-01005,68,Premier Retainer,2393.0,Corporate,2,1,Client Portal,Yes,13.0,Web Search,1,No,185661.76,No
VLS-01006,81,Basic Retainer,733.33,Corporate,3,0,Email,No,15.1,Advertisement,0,Yes,59170.02,No
VLS-01007,21,Signature Retainer,4756.83,Estate Planning,0,1,Email,Yes,7.1,Advertisement,0,No,70810.17,No
VLS-01008,55,Basic Retainer,720.93,Family,2,0,Email,No,6.6,Web Search,0,No,31758.49,Yes
VLS-01009,16,Premier Retainer,2111.79,Corporate,1,0,Email,No,5.7,Referral,0,No,26905.05,No
VLS-01010,9,Premier Retainer,2333.04,Corporate,1,1,Email,No,12.5,Referral,0,Yes,10993.99,No
VLS-01011,30,Premier Retainer,1571.61,Family,2,2,Phone,No,2.3,Referral,0,Yes,25710.32,No
VLS-01012,75,Premier Retainer,2358.93,Litigation,2,0,Email,Yes,7.8,Repeat Client,0,No,162591.4,No
VLS-01013,58,Premier Retainer,2153.14,Litigation,0,0,Email,No,7.9,Advertisement,0,Yes,85639.21,No
VLS-01014,41,Signature Retainer,5016.3,Family,0,0,Client Portal,Yes,13.8,Web Search,1,Yes,180356.99,No
VLS-01015,24,Basic Retainer,824.46,Corporate,2,2,Email,Yes,3.0,Advertisement,0,Yes,11066.56,No
VLS-01016,12,Basic Retainer,957.53,Corporate,2,0,Phone,Yes,14.6,Web Search,1,Yes,16489.71,No
VLS-01017,23,Premier Retainer,2288.13,Family,0,1,Email,No,12.0,Referral,0,Yes,133469.56,No
VLS-01018,12,Signature Retainer,6222.64,Litigation,1,2,Client Portal,No,26.8,Referral,1,No,119068.42,No
VLS-01019,15,Basic Retainer,676.99,Litigation,1,3,Email,Yes,23.6,Referral,1,Yes,18800.66,No
VLS-01020,58,Premier Retainer,2214.01,Family,7,2,Phone,No,18.2,Referral,1,No,170457.78,No
VLS-01021,11,Signature Retainer,4083.45,Real Estate,1,3,Phone,No,1.3,Referral,0,Yes,52125.56,No
VLS-01022,4,Premier Retainer,1803.88,Family,2,1,Phone,Yes,3.2,Advertisement,1,Yes,7932.47,No
VLS-01023,46,Signature Retainer,4942.24,Real Estate,3,0,Client Portal,Yes,16.7,Referral,0,No,151238.56,No
VLS-01024,24,Premier Retainer,1650.59,Real Estate,3,1,Email,No,7.7,Referral,0,No,54282.35,No
VLS-01025,38,Premier Retainer,1886.38,Litigation,2,1,Email,No,23.6,Referral,0,No,95597.03,Yes
VLS-01026,11,Basic Retainer,633.16,Real Estate,5,2,Client Portal,No,9.2,Referral,0,Yes,5752.07,Yes
VLS-01027,17,Signature Retainer,4240.24,Estate Planning,4,0,Client Portal,Yes,13.5,Referral,0,Yes,91758.42,No
VLS-01028,37,Basic Retainer,957.08,Family,1,2,Email,Yes,12.9,Referral,0,No,27452.88,No
VLS-01029,58,Premier Retainer,2269.48,Corporate,1,0,Phone,No,9.0,Referral,1,Yes,99184.68,No
VLS-01030,35,Premier Retainer,2307.03,Corporate,2,1,Phone,Yes,16.9,Repeat Client,1,Yes,115371.3,No
VLS-01031,46,Premier Retainer,1689.62,Real Estate,2,0,Phone,Yes,14.2,Referral,0,Yes,95462.31,No
VLS-01032,44,Premier Retainer,1805.67,Real Estate,4,1,Client Portal,Yes,3.5,Referral,0,Yes,72593.68,No
VLS-01033,22,Premier Retainer,1883.03,Real Estate,2,0,Client Portal,No,32.6,Web Search,0,No,35364.14,Yes
VLS-01034,23,Signature Retainer,4417.1,Litigation,3,2,Email,Yes,3.2,Referral,0,No,111086.53,No
VLS-01035,36,Premier Retainer,1992.81,Corporate,4,2,Phone,No,5.0,Web Search,1,No,31400.78,No
VLS-01036,2,Premier Retainer,1691.38,Litigation,3,0,Email,Yes,13.4,Web Search,0,Yes,2890.12,No
VLS-01037,58,Basic Retainer,771.61,Litigation,5,3,Email,No,11.7,Repeat Client,0,No,25630.35,Yes
VLS-01038,52,Premier Retainer,1673.38,Family,3,2,Client Portal,Yes,15.0,Repeat Client,0,No,88755.56,No
VLS-01039,26,Premier Retainer,1853.45,Family,2,1,Phone,No,7.5,Advertisement,0,No,77989.18,No
VLS-01040,31,Basic Retainer,799.01,Corporate,1,0,Email,Yes,12.3,Referral,0,No,32027.1,No
VLS-01041,27,Basic Retainer,608.61,Family,1,2,Phone,No,5.3,Web Search,1,No,13422.18,Yes
VLS-01042,55,Premier Retainer,2125.88,Litigation,3,2,Email,No,9.2,Referral,0,Yes,84957.17,No
VLS-01043,64,Premier Retainer,1745.82,Estate Planning,8,2,Email,No,21.8,Advertisement,1,No,80675.8,No
VLS-01044,9,Premier Retainer,2065.26,Real Estate,5,1,Phone,No,3.2,Referral,1,No,45908.41,No
VLS-01045,35,Basic Retainer,761.73,Family,6,2,Phone,No,17.6,Advertisement,0,No,27248.93,Yes
VLS-01046,1,Basic Retainer,849.02,Litigation,1,1,Email,No,7.9,Referral,0,No,1816.15,Yes
VLS-01047,38,Basic Retainer,970.95,Litigation,1,2,Email,No,4.4,Web Search,2,Yes,15238.81,No
VLS-01048,21,Premier Retainer,2417.57,Family,2,2,Phone,No,4.6,Referral,0,No,29791.44,No
VLS-01049,28,Signature Retainer,4765.29,Litigation,2,0,Email,No,7.7,Referral,0,Yes,130656.47,No
VLS-01050,38,Basic Retainer,749.74,Corporate,2,0,Client Portal,No,18.1,Advertisement,0,No,22562.73,No
VLS-01051,27,Premier Retainer,1709.47,Corporate,1,1,Email,No,12.3,Web Search,0,Yes,48333.47,Yes
VLS-01052,33,Basic Retainer,1065.46,Corporate,6,0,Client Portal,No,3.0,Referral,0,Yes,37255.12,No
VLS-01053,65,Basic Retainer,761.01,Corporate,1,1,Email,No,17.0,Referral,0,No,65371.75,Yes
VLS-01054,68,Basic Retainer,761.2,Estate Planning,2,1,Email,Yes,15.2,Repeat Client,0,No,23696.55,Yes
VLS-01055,0,Basic Retainer,1049.86,Family,3,1,Email,No,1.8,Web Search,0,No,194.74,Yes
VLS-01056,32,Premier Retainer,2038.07,Corporate,1,1,Phone,No,4.2,Web Search,0,Yes,62963.32,No
VLS-01057,71,Signature Retainer,5743.13,Family,2,2,Client Portal,Yes,19.4,Web Search,0,Yes,305456.74,No
VLS-01058,45,Basic Retainer,877.49,Family,1,2,Phone,No,9.0,Web Search,0,Yes,35519.5,No
VLS-01059,17,Premier Retainer,2407.43,Family,3,1,Email,Yes,16.9,Web Search,0,Yes,43716.89,No
VLS-01060,50,Premier Retainer,1974.52,Corporate,1,3,Email,No,0.9,Referral,0,No,70849.49,Yes
VLS-01061,12,Signature Retainer,6060.69,Real Estate,1,1,Phone,No,0.5,Web Search,1,No,79222.24,No
VLS-01062,1,Premier Retainer,1927.9,Corporate,3,1,Email,Yes,14.0,Web Search,0,Yes,3250.95,No
VLS-01063,53,Basic Retainer,778.24,Litigation,4,0,Client Portal,No,5.7,Referral,0,No,42385.79,Yes
VLS-01064,43,Premier Retainer,2449.05,Corporate,1,2,Email,Yes,14.5,Advertisement,0,Yes,146808.96,No
VLS-01065,64,Basic Retainer,829.83,Litigation,0,3,Phone,No,17.1,Referral,0,Yes,20574.21,No
VLS-01066,29,Signature Retainer,5113.7,Litigation,2,0,Client Portal,Yes,5.8,Referral,1,Yes,114452.37,No
VLS-01067,72,Basic Retainer,1025.9,Corporate,4,0,Email,No,8.4,Repeat Client,0,Yes,110439.12,No
VLS-01068,35,Premier Retainer,2008.14,Corporate,1,1,Email,Yes,7.1,Repeat Client,1,No,48225.75,No
VLS-01069,62,Basic Retainer,1040.61,Estate Planning,2,3,Client Portal,Yes,5.7,Referral,0,No,42906.9,Yes
VLS-01070,8,Premier Retainer,2431.35,Family,3,2,Email,Yes,10.6,Advertisement,0,No,19960.44,No
VLS-01071,8,Signature Retainer,4536.38,Real Estate,3,0,Phone,Yes,15.9,Referral,0,No,36906.7,No
VLS-01072,66,Premier Retainer,2228.69,Corporate,2,0,Client Portal,No,5.0,Advertisement,2,No,115344.53,No
VLS-01073,70,Premier Retainer,1997.15,Corporate,3,3,Email,No,5.0,Web Search,0,No,321161.54,Yes
VLS-01074,80,Signature Retainer,6544.92,Real Estate,2,1,Client Portal,No,5.8,Advertisement,0,No,595420.67,No
VLS-01075,27,Signature Retainer,4500.71,Estate Planning,4,1,Email,Yes,13.4,Referral,0,No,82040.93,No
VLS-01076,1,Basic Retainer,743.82,Corporate,2,4,Phone,Yes,17.0,Referral,0,No,1940.85,No
VLS-01077,83,Premier Retainer,2243.91,Litigation,4,1,Email,No,7.0,Repeat Client,1,Yes,224898.89,Yes
VLS-01078,51,Premier Retainer,2196.13,Litigation,1,1,Phone,No,1.4,Referral,0,Yes,73442.82,Yes
VLS-01079,21,Premier Retainer,2406.26,Corporate,4,0,Email,Yes,3.8,Referral,2,No,132822.88,No
VLS-01080,64,Basic Retainer,844.48,Family,2,0,Email,No,6.7,Web Search,0,No,65237.52,Yes
VLS-01081,76,Basic Retainer,861.72,Corporate,1,0,Email,No,4.5,Web Search,1,No,83487.05,Yes
VLS-01082,24,Signature Retainer,4400.2,Family,3,0,Email,Yes,3.0,Referral,0,No,118682.59,No
VLS-01083,65,Signature Retainer,3557.54,Real Estate,2,1,Phone,Yes,9.3,Web Search,0,No,383545.04,No
VLS-01084,66,Signature Retainer,5777.26,Family,2,3,Email,Yes,37.8,Referral,1,No,130791.78,No
VLS-01085,42,Signature Retainer,5477.77,Corporate,4,1,Email,Yes,4.0,Web Search,0,No,134474.41,No
VLS-01086,53,Premier Retainer,1935.5,Litigation,0,0,Email,No,10.6,Repeat Client,0,Yes,163803.68,No
VLS-01087,22,Premier Retainer,2112.36,Real Estate,2,1,Email,No,12.9,Web Search,1,No,91454.37,No
VLS-01088,78,Premier Retainer,2081.55,Real Estate,3,1,Email,No,13.6,Web Search,0,Yes,93789.14,No
VLS-01089,83,Premier Retainer,2311.24,Real Estate,3,3,Email,Yes,8.6,Web Search,0,Yes,86084.15,Yes
VLS-01090,83,Premier Retainer,1792.45,Corporate,3,0,Phone,Yes,3.1,Referral,0,No,161740.02,No
VLS-01091,62,Basic Retainer,721.79,Litigation,1,2,Phone,No,15.9,Advertisement,1,Yes,55900.02,No
VLS-01092,3,Premier Retainer,2405.09,Family,0,0,Phone,Yes,2.1,Repeat Client,1,No,9327.58,No
VLS-01093,31,Basic Retainer,842.76,Family,5,2,Email,No,8.0,Repeat Client,0,Yes,26005.79,No
VLS-01094,37,Basic Retainer,850.69,Corporate,5,1,Client Portal,No,7.4,Repeat Client,0,No,13508.27,No
VLS-01095,81,Premier Retainer,2239.9,Real Estate,2,0,Phone,No,3.3,Web Search,0,Yes,153537.08,No
VLS-01096,46,Premier Retainer,1704.92,Real Estate,1,2,Phone,No,5.8,Web Search,1,No,71217.88,No
VLS-01097,45,Basic Retainer,998.23,Family,6,1,Email,No,13.3,Referral,0,No,35188.23,No
VLS-01098,12,Signature Retainer,6492.46,Litigation,2,0,Email,Yes,8.0,Repeat Client,0,No,33798.6,No
VLS-01099,67,Signature Retainer,3827.33,Litigation,0,1,Email,No,2.5,Web Search,1,No,334134.35,No
VLS-01100,28,Basic Retainer,1006.97,Corporate,1,0,Email,No,14.6,Referral,1,No,40673.89,Yes
VLS-01101,7,Basic Retainer,807.2,Litigation,2,2,Phone,No,26.3,Repeat Client,0,No,4153.74,No
VLS-01102,83,Basic Retainer,822.19,Family,3,1,Email,No,2.8,Web Search,0,No,63250.45,Yes
VLS-01103,16,Signature Retainer,5820.72,Estate Planning,6,1,Email,Yes,8.5,Repeat Client,0,No,75662.16,No
VLS-01104,1,Signature Retainer,4849.09,Corporate,7,0,Email,Yes,8.7,Advertisement,1,Yes,4287.59,No
VLS-01105,6,Basic Retainer,936.36,Family,0,1,Email,Yes,2.7,Repeat Client,0,No,7028.65,No
VLS-01106,38,Premier Retainer,2462.48,Family,4,3,Email,No,19.8,Web Search,0,Yes,119407.42,No
VLS-01107,8,Basic Retainer,773.93,Corporate,3,0,Email,No,8.8,Web Search,0,Yes,9958.2,Yes
VLS-01108,71,Basic Retainer,926.52,Litigation,0,3,Phone,No,16.2,Advertisement,1,Yes,106923.8,Yes
VLS-01109,43,Signature Retainer,5364.27,Real Estate,1,1,Email,Yes,11.1,Referral,1,Yes,214940.05,No
VLS-01110,27,Basic Retainer,838.57,Corporate,2,2,Phone,No,19.3,Referral,0,Yes,81350.09,No
VLS-01111,0,Basic Retainer,723.98,Real Estate,0,2,Client Portal,No,11.0,Repeat Client,0,No,0.0,No
VLS-01112,40,Premier Retainer,2770.23,Estate Planning,3,0,Client Portal,No,6.3,Repeat Client,0,No,82197.09,No
VLS-01113,12,Premier Retainer,2400.55,Litigation,0,3,Phone,No,12.7,Repeat Client,0,No,31018.58,No
VLS-01114,83,Signature Retainer,3646.56,Real Estate,7,3,Email,Yes,4.6,Referral,0,Yes,125485.08,No
VLS-01115,24,Signature Retainer,5827.66,Family,5,0,Phone,No,13.5,Referral,0,No,141090.07,No
VLS-01116,40,Basic Retainer,725.61,Corporate,3,1,Client Portal,Yes,4.0,Repeat Client,0,Yes,62799.39,Yes
VLS-01117,1,Basic Retainer,1038.12,Estate Planning,1,1,Email,No,8.2,Referral,1,Yes,3889.09,No
VLS-01118,11,Signature Retainer,5350.56,Litigation,4,0,Email,Yes,7.1,Web Search,0,Yes,57073.82,No
VLS-01119,17,Basic Retainer,829.67,Real Estate,2,3,Phone,No,10.4,Referral,3,No,16800.33,No
VLS-01120,4,Signature Retainer,4772.76,Estate Planning,2,3,Email,No,21.4,Repeat Client,0,No,25807.68,No
VLS-01121,61,Premier Retainer,2528.1,Corporate,1,0,Phone,Yes,5.7,Web Search,0,Yes,376886.7,No
VLS-01122,80,Basic Retainer,1063.25,Litigation,0,1,Email,No,15.6,Referral,1,Yes,55227.8,Yes
VLS-01123,83,Signature Retainer,5251.58,Corporate,1,1,Email,Yes,19.7,Web Search,0,Yes,1440642.02,No
VLS-01124,22,Basic Retainer,783.23,Corporate,4,0,Phone,No,15.2,Referral,2,Yes,13557.95,Yes
VLS-01125,67,Premier Retainer,2125.61,Family,1,2,Phone,Yes,10.4,Advertisement,2,No,85268.18,No
VLS-01126,42,Premier Retainer,1601.55,Family,2,3,Phone,Yes,10.0,Web Search,1,No,59704.43,No
VLS-01127,3,Premier Retainer,1546.76,Estate Planning,3,1,Client Portal,Yes,5.4,Web Search,0,No,3782.57,No
VLS-01128,7,Premier Retainer,2176.52,Family,5,1,Client Portal,No,2.1,Web Search,1,No,17900.49,No
VLS-01129,46,Premier Retainer,1922.41,Litigation,4,2,Email,No,9.1,Referral,0,Yes,42142.31,Yes
VLS-01130,36,Signature Retainer,4264.15,Litigation,3,2,Client Portal,No,20.9,Referral,1,No,163920.64,No
VLS-01131,0,Signature Retainer,4394.39,Litigation,1,0,Email,No,22.8,Repeat Client,0,No,42.94,No
VLS-01132,79,Premier Retainer,1825.63,Estate Planning,6,1,Email,No,2.6,Web Search,0,Yes,280234.13,No
VLS-01133,62,Basic Retainer,887.86,Family,3,2,Client Portal,No,22.3,Web Search,0,No,74344.58,Yes
VLS-01134,42,Premier Retainer,2081.18,Family,1,0,Email,Yes,13.1,Referral,0,No,167108.18,No
VLS-01135,83,Signature Retainer,4475.59,Corporate,3,2,Client Portal,Yes,12.1,Repeat Client,0,No,284027.96,Yes
VLS-01136,82,Basic Retainer,1161.05,Corporate,3,0,Email,No,20.8,Advertisement,1,No,113683.7,No
VLS-01137,82,Premier Retainer,2284.68,Estate Planning,1,3,Email,No,17.0,Referral,0,No,68643.05,No
VLS-01138,22,Premier Retainer,1664.17,Family,3,3,Email,No,3.9,Web Search,0,No,35319.13,Yes
VLS-01139,74,Basic Retainer,712.54,Family,2,2,Phone,No,4.9,Web Search,0,No,62942.54,No
VLS-01140,42,Premier Retainer,1965.34,Corporate,1,0,Client Portal,No,1.9,Advertisement,0,Yes,102040.06,Yes
VLS-01141,61,Basic Retainer,603.28,Real Estate,2,1,Email,No,11.7,Repeat Client,0,No,17644.87,No
VLS-01142,73,Signature Retainer,3503.09,Litigation,4,3,Email,No,4.3,Advertisement,0,No,214696.48,No
VLS-01143,13,Signature Retainer,5403.23,Family,2,0,Email,Yes,6.2,Repeat Client,0,No,64533.99,No
VLS-01144,38,Signature Retainer,5634.12,Litigation,4,2,Email,Yes,19.2,Web Search,0,No,177606.7,No
VLS-01145,10,Premier Retainer,2552.96,Real Estate,1,1,Phone,Yes,12.8,Referral,0,Yes,36813.37,No
VLS-01146,23,Basic Retainer,1017.26,Litigation,1,0,Phone,No,13.0,Web Search,0,Yes,21133.54,Yes
VLS-01147,35,Premier Retainer,1777.41,Corporate,2,2,Email,No,32.2,Advertisement,0,No,65272.56,No
VLS-01148,72,Signature Retainer,4309.06,Real Estate,3,2,Email,No,0.5,Referral,0,No,248975.26,No
VLS-01149,73,Premier Retainer,2360.93,Corporate,2,1,Phone,No,4.5,Web Search,0,No,279081.74,No
VLS-01150,33,Signature Retainer,5043.74,Family,1,1,Email,Yes,7.1,Referral,1,No,279161.63,No
VLS-01151,27,Basic Retainer,742.51,Litigation,7,1,Email,No,4.8,Referral,0,Yes,17275.1,Yes
VLS-01152,45,Signature Retainer,4614.12,Real Estate,2,2,Phone,No,16.1,Repeat Client,0,No,749040.23,No
VLS-01153,77,Basic Retainer,847.31,Corporate,2,2,Email,No,7.7,Referral,0,Yes,47054.41,Yes
VLS-01154,83,Basic Retainer,773.83,Litigation,2,1,Email,No,3.6,Repeat Client,0,No,99958.79,Yes
VLS-01155,19,Premier Retainer,1954.58,Corporate,1,2,Email,No,11.0,Referral,0,No,24707.26,No
VLS-01156,15,Basic Retainer,884.86,Real Estate,3,2,Phone,No,12.3,Advertisement,0,Yes,19396.82,No
VLS-01157,60,Basic Retainer,726.43,Estate Planning,3,2,Email,No,3.8,Repeat Client,0,No,59612.34,Yes
VLS-01158,25,Basic Retainer,826.61,Real Estate,3,2,Client Portal,No,8.0,Advertisement,0,No,13536.89,No
VLS-01159,16,Premier Retainer,2263.74,Litigation,1,0,Email,Yes,12.5,Repeat Client,1,No,35278.54,No
VLS-01160,2,Premier Retainer,2429.2,Real Estate,5,0,Email,No,19.9,Referral,0,Yes,10705.26,No
VLS-01161,34,Basic Retainer,908.48,Litigation,2,2,Phone,No,5.2,Referral,1,No,22150.68,Yes
VLS-01162,33,Premier Retainer,2322.38,Real Estate,0,0,Email,No,13.5,Advertisement,0,No,91963.87,No
VLS-01163,47,Signature Retainer,5029.79,Litigation,5,2,Email,Yes,5.9,Advertisement,0,Yes,276114.86,No
VLS-01164,17,Basic Retainer,718.92,Corporate,3,0,Email,No,9.6,Advertisement,1,No,12038.51,Yes
VLS-01165,60,Basic Retainer,758.99,Litigation,2,0,Phone,Yes,4.1,Advertisement,1,Yes,22114.48,No
VLS-01166,57,Signature Retainer,4360.7,Corporate,4,0,Email,Yes,13.2,Referral,0,No,362829.34,No
VLS-01167,39,Signature Retainer,4181.6,Estate Planning,2,1,Client Portal,Yes,17.7,Referral,0,Yes,165291.59,No
VLS-01168,15,Premier Retainer,2372.75,Corporate,3,0,Email,Yes,8.2,Repeat Client,0,No,59753.27,No
VLS-01169,43,Signature Retainer,5536.45,Corporate,1,1,Email,Yes,7.5,Web Search,1,No,265403.65,No
