cust_ref,left_us,mo_bill_usd,sex,is_senior,has_partner,has_dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,agreement_type,paperless_billing,payment_method,total_charges
FR-51807-BDAS,No,18.0,Male,0,Yes,No,33,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,610.29
FR-47150-VMUW,Yes,120.0,Female,0,No,Yes,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,592.23
FR-27854-HAPJ,No,41.85,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,812.08
FR-56108-GWAQ,Yes,18.0,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.57
FR-51738-LZDV,No,25.21,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,1471.77
FR-31677-NJHY,No,39.24,Male,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1323.82
FR-93015-TWPC,No,18.0,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,1073.85
FR-76029-NTGP,Yes,86.97,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),5740.73
FR-89550-FLWH,Yes,80.96,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,461.03
FR-23695-JVDS,No,69.98,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,3100.32
FR-36572-LLQA,No,26.23,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1772.57
FR-83745-BTHY,No,87.85,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,4227.44
FR-33483-WTYW,No,54.49,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,50.85
FR-85595-RLZA,No,104.76,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,222.89
FR-86625-CYTZ,No,18.0,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),68.71
FR-45671-WWRM,No,35.85,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),840.44
FR-60188-VJSR,No,31.09,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1739.19
FR-79940-QDTR,Yes,25.91,Male,0,Yes,No,59,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1527.24
FR-28254-LGKK,Yes,79.31,Female,0,Yes,No,46,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,3649.55
FR-33327-CGZG,Yes,99.65,Male,1,Yes,No,36,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3553.28
FR-62579-BEZV,Yes,86.58,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),4503.57
FR-41274-BQYE,No,64.19,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,1829.54
FR-82221-KRYX,Yes,71.78,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2590.53
FR-34838-QRJQ,No,80.35,Female,1,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),1896.54
FR-62590-CZTM,Yes,36.84,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),238.01
FR-27527-QZMQ,No,69.75,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),424.92
FR-51580-PZFF,No,59.51,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),483.08
FR-22768-RMNL,No,18.0,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.7
FR-66829-BGVN,No,120.0,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),4451.8
FR-77489-PYXZ,No,75.18,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2121.56
FR-76171-NJYK,No,33.33,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1310.61
FR-43199-SNFF,No,50.02,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1223.1
FR-16569-WQDK,Yes,79.28,Male,1,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1520.16
FR-30576-KBWV,No,71.68,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),1926.56
FR-28841-JGAP,Yes,58.84,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,702.25
FR-27725-CWEM,No,108.68,Male,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),6637.81
FR-80567-BJMM,No,54.27,Male,0,No,No,51,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,2788.27
FR-10115-KDKM,No,87.39,Male,0,No,Yes,70,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,6126.84
FR-72488-PQMU,Yes,95.03,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),2298.3
FR-77548-VPGF,Yes,91.34,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,1558.27
FR-53408-KDHZ,Yes,54.33,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),2324.68
FR-49506-DWMN,No,24.9,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),660.11
FR-10844-FJKV,No,18.0,Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,1230.95
FR-22618-JDYX,Yes,64.57,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1116.54
FR-97158-NZXX,No,71.13,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),846.36
FR-25997-EWHK,No,41.36,Male,1,No,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),1253.06
FR-42521-AKVY,No,67.16,Female,0,No,Yes,47,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),3152.01
FR-31707-FFUM,Yes,93.31,Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2870.8
FR-18268-BKFM,No,32.07,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,1386.16
FR-46463-UTSS,No,41.57,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),2875.38
FR-13632-XEPP,No,18.0,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),672.55
FR-28898-FVXE,No,49.36,Male,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),406.66
FR-57580-HPAY,No,81.96,Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,4265.98
FR-10116-ESQP,Yes,50.02,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,943.43
FR-13044-CVCX,Yes,59.91,Male,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3361.63
FR-97984-AZTD,Yes,27.65,Female,1,No,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,360.32
FR-93762-FVKJ,No,104.77,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,727.34
FR-61434-BZWS,No,89.79,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),5929.82
FR-67805-CWST,No,32.78,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,388.82
FR-88043-AHMQ,Yes,67.89,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3725.15
FR-59622-FJEW,Yes,78.23,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,0.0
FR-83696-XRLQ,No,120.0,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,4805.08
FR-27401-CDGV,No,89.63,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,6354.29
FR-25693-PURW,No,98.54,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),302.56
FR-83164-TPAL,No,61.58,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,2402.47
FR-53079-ABAK,No,64.71,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,4337.43
FR-40824-BRFA,No,72.85,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),2563.97
FR-32507-CUPX,No,51.61,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,2218.78
FR-50162-SMVP,Yes,96.65,Female,1,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,5114.03
FR-93825-ZLMN,Yes,55.29,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,3927.67
FR-62544-LFEV,No,76.91,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),2392.52
FR-49068-UNMR,Yes,24.96,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1258.03
FR-32171-LZHB,No,35.45,Female,0,No,No,71,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,2511.2
FR-60955-KMKZ,No,44.84,Male,0,No,No,67,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,3041.31
FR-20361-TMWW,No,75.99,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,3175.72
FR-24820-BNDH,No,98.46,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,1374.08
FR-60181-AVPG,Yes,26.59,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,664.1
FR-70666-FZJX,Yes,46.51,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),3220.35
FR-91287-AKLR,No,72.88,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,3652.94
FR-95173-KDVS,No,73.64,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2088.22
FR-16525-CWEV,No,108.39,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),4458.16
FR-33639-RFNC,No,81.6,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,1224.29
FR-36749-RLLH,No,67.87,Female,1,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),3614.5
FR-47624-BCPZ,No,66.49,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,1994.1
FR-14999-QHAX,Yes,86.79,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,4236.35
FR-55403-CGGE,Yes,120.0,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,6265.06
FR-41108-HZDG,Yes,88.5,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4159.67
FR-58667-WELJ,No,104.65,Male,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,3753.02
FR-33036-WQNH,No,95.75,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,2039.38
FR-93219-XELT,Yes,66.31,Female,1,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,141.43
FR-33636-NJFK,No,18.0,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,423.62
FR-14786-YVXN,Yes,51.96,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,497.74
FR-36697-BKEY,No,66.67,Female,0,Yes,No,63,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),4221.8
FR-49217-RQYH,No,80.95,Female,1,No,Yes,43,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),3459.72
FR-21859-CCJN,Yes,87.14,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,2291.67
FR-39725-CJNJ,No,85.34,Female,1,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,2635.9
FR-41607-BRJP,No,18.0,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),539.6
FR-53600-YWXH,Yes,62.14,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1141.42
FR-77602-YTAF,No,56.22,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2725.98
FR-91975-DBCE,No,31.13,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),70.02
FR-67762-RZVV,Yes,72.48,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,2671.73
FR-84238-ZWPV,Yes,77.96,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,569.09
FR-72448-TWCQ,No,39.24,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1287.95
FR-42605-MWQL,No,90.74,Male,0,No,No,40,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,3633.31
FR-74549-QAFW,Yes,18.0,Male,1,Yes,No,71,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1251.3
FR-12182-HBSE,No,38.06,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,1410.85
FR-44365-LPYN,Yes,90.31,Male,1,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,5621.22
FR-83099-RDGL,Yes,85.21,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2672.42
FR-25917-EPRC,No,89.43,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),4672.69
FR-12960-VBJS,Yes,77.8,Female,0,No,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1738.85
FR-74088-YZSZ,Yes,61.99,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),1614.89
FR-79883-ZLME,No,42.03,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),335.26
FR-97479-PTQN,No,56.9,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,1699.84
FR-72928-SSKM,No,118.4,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),6139.96
FR-99033-RRDB,Yes,120.0,Male,0,No,No,37,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,4448.71
FR-52717-XEPQ,No,54.87,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),2257.7
FR-49455-HSLJ,No,117.91,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),5074.4
FR-88003-ZMKU,Yes,120.0,Male,0,No,Yes,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,12.47
FR-44938-ZNTB,Yes,24.21,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1580.94
FR-48152-GFUN,No,62.08,Male,1,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),4219.0
FR-37104-XFHZ,Yes,34.74,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,1300.24
FR-93571-RPSF,No,118.33,Male,0,No,No,0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.0
FR-26269-KRUC,No,34.32,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,298.62
FR-95920-NTMA,Yes,55.57,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,3680.87
FR-25942-DDMK,No,74.05,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),3763.08
FR-73710-FCQF,No,62.37,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,3367.09
FR-56798-HNTP,No,31.58,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),895.02
FR-21404-TJQB,No,40.74,Female,0,No,Yes,47,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1903.34
FR-76567-KVAM,No,43.99,Female,1,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),390.03
FR-20911-JSLD,No,28.6,Female,0,Yes,No,50,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1417.14
FR-21492-SWLR,No,83.76,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,5786.94
FR-44042-RDQG,No,80.95,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),3324.86
FR-29297-GRUK,No,52.02,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1811.96
FR-96319-TCER,Yes,55.44,Female,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3943.8
FR-13781-NKBR,No,50.03,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.0
FR-58623-KRCM,Yes,22.7,Female,0,Yes,Yes,8,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,209.71
FR-33585-EFKY,Yes,64.39,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,4111.62
FR-31577-YYNH,Yes,78.48,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,3671.22
FR-81154-GRFS,No,21.8,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,727.54
FR-57038-LLSL,Yes,40.09,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,820.91
FR-70906-LXXJ,No,107.94,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),860.56
FR-64618-UHTY,No,84.67,Male,0,No,Yes,68,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),5764.63
FR-12479-AGSK,Yes,63.87,Male,1,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,182.1
FR-53866-GZDK,No,66.63,Male,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),1593.66
FR-63017-DYVM,No,58.64,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,608.08
FR-12766-QBTC,No,94.29,Male,1,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,748.33
FR-51507-MVXX,No,44.89,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),413.29
FR-72255-YJTK,No,47.67,Female,1,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),2355.14
FR-92964-ZZYR,Yes,55.02,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,502.33
FR-91155-DVPB,No,73.66,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5081.16
FR-72903-THHU,No,109.11,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,3709.19
FR-68455-PAFB,No,18.0,Male,0,No,Yes,37,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,641.72
FR-61989-UGFZ,No,61.96,Female,0,Yes,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,2173.06
FR-44580-QRWH,Yes,33.57,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),372.29
