customer_id,churned,monthly_fee,tenure,subscription_tier,payment_method,paperless_billing,lifetime_value_estimate
AUR-00423,No,7.65,17,Basic,Debit Card,Yes,174.0
AUR-00424,Yes,9.49,26,Basic,Debit Card,Yes,392.0
AUR-00425,Yes,14.49,4,Plus,Gift Card,Yes,170.12
AUR-00426,No,16.54,32,Premium,PayPal,Yes,270.67
AUR-00427,Yes,9.08,19,Basic,PayPal,Yes,94.3
AUR-00428,No,19.31,8,Premium,Credit Card,Yes,73.94
AUR-00429,No,8.35,40,Basic,Debit Card,No,739.83
AUR-00430,No,15.0,41,Premium,PayPal,No,235.38
AUR-00431,No,18.78,6,Premium,Credit Card,Yes,299.7
AUR-00432,No,13.26,13,Plus,Gift Card,No,251.52
AUR-00433,No,13.02,6,Plus,Debit Card,No,66.66
AUR-00434,No,19.69,49,Premium,Credit Card,Yes,858.13
AUR-00435,Yes,9.84,24,Basic,Debit Card,Yes,355.63
AUR-00436,Yes,6.79,5,Basic,Debit Card,Yes,221.87
AUR-00437,No,9.34,13,Basic,Credit Card,Yes,232.23
AUR-00438,No,13.57,71,Plus,Credit Card,Yes,2802.39
AUR-00439,No,13.4,18,Plus,PayPal,Yes,231.27
AUR-00440,No,12.24,49,Plus,Credit Card,No,504.67
AUR-00441,No,17.07,34,Premium,Credit Card,Yes,915.53
AUR-00442,No,10.61,13,Basic,Debit Card,Yes,193.71
AUR-00443,Yes,13.21,22,Plus,PayPal,No,423.46
AUR-00444,No,10.43,1,Basic,Debit Card,No,127.76
AUR-00445,Yes,9.38,54,Basic,Gift Card,No,1260.36
AUR-00446,No,14.31,24,Plus,PayPal,No,524.89
AUR-00447,No,17.3,36,Premium,Debit Card,No,649.18
AUR-00448,No,15.51,11,Plus,Credit Card,Yes,250.3
AUR-00449,Yes,8.69,60,Basic,PayPal,No,1471.75
AUR-00450,No,14.66,15,Plus,Credit Card,Yes,202.79
AUR-00451,Yes,8.35,41,Basic,PayPal,Yes,257.66
AUR-00452,No,16.27,63,Premium,Debit Card,Yes,938.01
AUR-00453,No,11.0,52,Plus,Credit Card,Yes,875.73
AUR-00454,Yes,8.69,44,Basic,Debit Card,Yes,372.86
AUR-00455,Yes,9.53,64,Basic,Debit Card,Yes,428.67
AUR-00456,Yes,8.18,12,Basic,PayPal,Yes,128.9
AUR-00457,No,17.16,70,Premium,Credit Card,Yes,845.77
AUR-00458,No,14.76,40,Plus,PayPal,Yes,538.81
AUR-00459,No,17.2,29,Premium,Credit Card,No,462.7
AUR-00460,No,13.32,18,Plus,PayPal,Yes,199.3
AUR-00461,No,14.53,54,Plus,PayPal,Yes,680.49
AUR-00462,Yes,9.75,71,Basic,Credit Card,Yes,722.33
AUR-00463,No,16.9,50,Premium,Credit Card,No,518.77
AUR-00464,No,11.12,2,Basic,PayPal,Yes,159.06
AUR-00465,No,13.97,34,Plus,PayPal,Yes,1032.29
AUR-00466,No,13.76,53,Plus,Credit Card,Yes,1066.92
AUR-00467,No,13.87,29,Plus,Debit Card,No,401.96
AUR-00468,No,16.81,56,Premium,PayPal,No,738.66
AUR-00469,No,8.93,51,Basic,Credit Card,No,388.95
AUR-00470,Yes,13.96,4,Plus,Debit Card,Yes,5.71
AUR-00471,No,15.6,40,Plus,Credit Card,Yes,462.64
AUR-00472,No,13.97,12,Plus,Credit Card,Yes,128.89
AUR-00473,No,7.65,35,Basic,PayPal,Yes,743.75
AUR-00474,Yes,7.65,28,Basic,Credit Card,Yes,222.73
AUR-00475,No,9.77,58,Basic,PayPal,No,1141.41
AUR-00476,No,8.93,63,Basic,Debit Card,No,1165.57
AUR-00477,No,15.29,33,Plus,Debit Card,Yes,349.38
AUR-00478,No,15.12,39,Plus,Credit Card,Yes,643.75
AUR-00479,No,14.79,45,Plus,Credit Card,Yes,443.6
AUR-00480,No,11.85,47,Plus,PayPal,Yes,861.77
AUR-00481,No,15.33,46,Plus,Debit Card,Yes,908.92
AUR-00482,No,9.87,57,Basic,PayPal,Yes,1163.29
AUR-00483,No,13.44,71,Plus,Credit Card,Yes,1080.35
AUR-00484,No,8.46,60,Basic,Credit Card,Yes,764.31
AUR-00485,Yes,9.82,9,Basic,Credit Card,Yes,137.81
AUR-00486,No,14.85,34,Plus,PayPal,No,355.94
AUR-00487,No,12.82,33,Plus,Credit Card,Yes,642.86
AUR-00488,No,8.83,37,Basic,Debit Card,Yes,373.06
AUR-00489,No,12.57,38,Plus,Debit Card,Yes,794.25
AUR-00490,Yes,16.36,52,Plus,Credit Card,No,1607.43
AUR-00491,No,12.84,30,Plus,Debit Card,Yes,438.37
AUR-00492,No,15.37,19,Plus,Debit Card,Yes,518.69
AUR-00493,No,14.13,33,Plus,Gift Card,Yes,762.49
AUR-00494,No,8.26,62,Basic,Credit Card,Yes,465.4
AUR-00495,No,17.56,22,Premium,Debit Card,Yes,261.18
AUR-00496,No,13.49,1,Plus,Credit Card,No,27.72
AUR-00497,No,13.94,71,Plus,PayPal,No,1183.85
AUR-00498,Yes,12.43,14,Plus,Debit Card,No,289.47
AUR-00499,Yes,8.59,44,Basic,Credit Card,No,308.75
AUR-00500,Yes,13.97,58,Plus,PayPal,Yes,919.32
AUR-00501,No,12.69,20,Plus,Debit Card,Yes,360.73
AUR-00502,No,17.54,24,Premium,Credit Card,Yes,384.29
AUR-00503,No,20.99,20,Premium,Debit Card,Yes,606.44
AUR-00504,Yes,13.52,10,Plus,Credit Card,Yes,128.88
AUR-00505,Yes,15.1,11,Plus,PayPal,No,55.07
AUR-00506,No,17.36,13,Premium,PayPal,Yes,78.96
AUR-00507,Yes,7.79,33,Basic,PayPal,No,492.48
AUR-00508,No,18.54,38,Premium,PayPal,Yes,528.33
AUR-00509,No,14.3,1,Plus,PayPal,No,256.57
AUR-00510,No,10.98,61,Basic,Credit Card,No,930.46
AUR-00511,No,8.89,49,Basic,Credit Card,No,1191.84
AUR-00512,No,17.07,5,Premium,Credit Card,Yes,120.89
AUR-00513,No,9.63,61,Basic,PayPal,Yes,374.96
AUR-00514,Yes,8.45,2,Basic,PayPal,Yes,56.55
AUR-00515,Yes,7.94,40,Basic,PayPal,No,100.83
AUR-00516,No,8.76,33,Basic,Credit Card,Yes,231.89
AUR-00517,No,10.09,36,Basic,Credit Card,Yes,760.89
AUR-00518,No,12.21,69,Plus,PayPal,Yes,746.71
AUR-00519,Yes,8.47,67,Basic,Credit Card,Yes,387.38
AUR-00520,No,17.05,20,Premium,Debit Card,No,476.95
AUR-00521,No,15.26,42,Premium,Credit Card,Yes,1263.18
AUR-00522,No,8.12,70,Basic,Credit Card,Yes,278.43
AUR-00523,Yes,9.15,53,Basic,Debit Card,Yes,308.51
AUR-00524,No,15.01,64,Plus,Gift Card,Yes,1058.92
AUR-00525,No,9.49,31,Basic,PayPal,Yes,285.79
AUR-00526,Yes,10.63,20,Basic,Debit Card,Yes,141.66
AUR-00527,No,15.48,37,Premium,Credit Card,Yes,1040.9
AUR-00528,No,16.06,59,Premium,PayPal,No,876.69
AUR-00529,No,13.98,67,Plus,Debit Card,No,1289.16
AUR-00530,Yes,9.34,50,Basic,Debit Card,No,706.13
AUR-00531,No,13.34,51,Plus,Debit Card,Yes,439.7
AUR-00532,No,14.89,37,Plus,Credit Card,No,370.94
AUR-00533,No,13.79,23,Plus,Credit Card,Yes,616.25
AUR-00534,Yes,12.59,30,Plus,PayPal,Yes,407.28
AUR-00535,Yes,9.63,36,Basic,Debit Card,Yes,424.24
AUR-00536,Yes,9.71,59,Basic,Credit Card,Yes,533.57
AUR-00537,No,16.21,40,Plus,Credit Card,Yes,662.49
AUR-00538,No,7.84,57,Basic,Gift Card,No,570.85
AUR-00539,No,8.03,1,Basic,Debit Card,No,0.0
AUR-00540,No,18.28,55,Premium,Debit Card,Yes,1363.91
AUR-00541,No,19.71,37,Premium,Credit Card,Yes,633.45
AUR-00542,No,13.97,72,Plus,Gift Card,Yes,2775.22
AUR-00543,No,15.13,34,Premium,PayPal,Yes,720.89
AUR-00544,No,17.11,34,Premium,Debit Card,Yes,629.4
AUR-00545,No,7.91,9,Basic,Credit Card,No,0.0
AUR-00546,Yes,13.89,58,Plus,Debit Card,Yes,1403.08
AUR-00547,No,13.5,51,Plus,PayPal,Yes,697.13
AUR-00548,Yes,7.66,62,Basic,PayPal,Yes,632.52
AUR-00549,No,15.41,6,Plus,Gift Card,Yes,183.13
AUR-00550,No,13.36,15,Plus,Debit Card,Yes,66.84
AUR-00551,No,12.14,64,Plus,Credit Card,No,1472.4
AUR-00552,No,9.79,3,Basic,Debit Card,Yes,30.31
AUR-00553,No,9.28,37,Basic,PayPal,No,257.54
AUR-00554,No,15.8,29,Premium,Credit Card,No,1148.57
AUR-00555,Yes,9.07,68,Basic,Credit Card,Yes,697.34
AUR-00556,Yes,6.4,62,Basic,PayPal,Yes,650.62
AUR-00557,Yes,11.05,65,Basic,Credit Card,Yes,344.88
AUR-00558,No,13.18,21,Plus,PayPal,Yes,339.82
AUR-00559,No,15.58,42,Plus,Credit Card,Yes,592.52
AUR-00560,No,14.99,51,Plus,Credit Card,Yes,564.58
AUR-00561,Yes,8.1,70,Basic,Credit Card,Yes,380.53
AUR-00562,Yes,11.04,0,Basic,Debit Card,No,0.0
AUR-00563,No,17.57,71,Premium,PayPal,Yes,1282.98
AUR-00564,No,13.68,25,Plus,Debit Card,Yes,421.73
AUR-00565,Yes,15.64,9,Plus,Debit Card,Yes,212.56
AUR-00566,No,14.89,44,Plus,Credit Card,Yes,1028.39
AUR-00567,No,13.67,57,Plus,PayPal,Yes,532.17
AUR-00568,Yes,7.54,9,Basic,Gift Card,No,117.91
AUR-00569,Yes,8.18,2,Basic,PayPal,Yes,95.37
AUR-00570,No,13.79,65,Plus,Credit Card,Yes,663.59
AUR-00571,No,6.79,68,Basic,Debit Card,Yes,250.1
AUR-00572,No,19.71,11,Premium,Credit Card,Yes,273.06
AUR-00573,Yes,14.39,65,Plus,Credit Card,No,826.23
AUR-00574,No,12.99,66,Plus,Credit Card,Yes,1012.44
AUR-00575,No,17.27,72,Premium,Credit Card,Yes,5014.09
AUR-00576,No,14.0,15,Plus,Credit Card,Yes,318.96
AUR-00577,No,17.91,42,Premium,PayPal,Yes,1008.15
AUR-00578,Yes,14.36,72,Plus,Credit Card,Yes,687.34
AUR-00579,No,20.32,65,Premium,PayPal,Yes,1362.02
AUR-00580,No,9.35,44,Basic,PayPal,No,368.74
AUR-00581,Yes,11.97,14,Plus,Debit Card,Yes,72.69
AUR-00582,No,13.76,6,Plus,Debit Card,Yes,63.09
AUR-00583,Yes,7.89,18,Basic,PayPal,Yes,244.42
AUR-00584,No,13.63,4,Plus,Credit Card,Yes,57.08
AUR-00585,No,18.72,14,Premium,Credit Card,Yes,347.33
AUR-00586,No,15.22,5,Plus,Debit Card,No,151.86
AUR-00587,Yes,7.92,55,Basic,PayPal,No,908.14
AUR-00588,No,7.62,43,Basic,PayPal,No,289.86
AUR-00589,No,9.77,37,Basic,PayPal,Yes,575.75
AUR-00590,Yes,9.7,59,Basic,Debit Card,Yes,270.2
AUR-00591,No,16.77,29,Premium,Debit Card,No,454.13
AUR-00592,Yes,11.78,29,Plus,PayPal,Yes,286.19
AUR-00593,Yes,10.8,15,Basic,PayPal,Yes,196.45
AUR-00594,No,13.53,32,Plus,Debit Card,No,390.89
AUR-00595,No,8.3,12,Basic,Gift Card,No,102.81
AUR-00596,Yes,9.21,43,Basic,PayPal,No,395.34
AUR-00597,No,13.41,72,Plus,Debit Card,Yes,707.64
AUR-00598,No,15.14,38,Plus,Credit Card,Yes,580.9
AUR-00599,No,18.24,21,Premium,Credit Card,Yes,504.47
AUR-00600,No,13.94,50,Plus,PayPal,No,1344.66
AUR-00601,No,16.15,59,Plus,Credit Card,Yes,528.83
AUR-00602,Yes,14.78,34,Plus,Debit Card,Yes,888.98
AUR-00603,No,16.67,18,Premium,Debit Card,No,558.42
AUR-00604,No,13.5,52,Plus,PayPal,Yes,495.82
AUR-00605,No,18.66,13,Premium,PayPal,Yes,281.71
AUR-00606,No,18.81,72,Premium,PayPal,No,1649.3
AUR-00607,No,15.8,23,Premium,Credit Card,Yes,571.9
AUR-00608,Yes,7.7,25,Basic,Credit Card,Yes,118.08
AUR-00609,No,14.28,53,Plus,Debit Card,Yes,555.64
AUR-00610,No,13.57,0,Plus,Credit Card,Yes,0.0
AUR-00611,Yes,15.02,14,Plus,Debit Card,Yes,278.54
AUR-00612,No,12.39,9,Plus,Gift Card,Yes,161.08
AUR-00613,No,18.27,28,Premium,Debit Card,Yes,324.07
AUR-00614,No,17.8,40,Premium,Debit Card,Yes,461.89
AUR-00615,Yes,8.65,13,Basic,Debit Card,Yes,208.78
AUR-00616,Yes,13.0,25,Plus,PayPal,Yes,187.46
AUR-00617,Yes,14.54,56,Plus,Credit Card,Yes,1325.25
AUR-00618,No,8.47,68,Basic,Debit Card,No,607.99
AUR-00619,Yes,9.45,1,Basic,Credit Card,Yes,14.43
AUR-00620,Yes,10.01,45,Basic,Debit Card,Yes,1212.19
AUR-00621,Yes,15.46,1,Plus,Credit Card,Yes,73.35
AUR-00622,No,11.35,37,Plus,Debit Card,Yes,570.01
AUR-00623,No,18.86,64,Premium,PayPal,No,1176.93
AUR-00624,No,15.64,58,Plus,Credit Card,Yes,771.01
AUR-00625,No,19.32,16,Premium,Debit Card,Yes,92.6
AUR-00626,No,13.82,18,Plus,Credit Card,No,162.16
AUR-00627,No,18.75,57,Premium,Credit Card,Yes,894.28
AUR-00628,No,9.98,59,Basic,Credit Card,Yes,322.04
AUR-00629,Yes,11.73,20,Plus,Credit Card,Yes,432.82
AUR-00630,No,17.5,0,Premium,Gift Card,Yes,64.08
AUR-00631,No,19.48,32,Premium,Gift Card,No,952.93
AUR-00632,No,16.59,45,Premium,PayPal,Yes,478.21
AUR-00633,Yes,8.15,32,Basic,Debit Card,Yes,301.69
AUR-00634,Yes,9.99,68,Basic,PayPal,No,381.8
AUR-00635,Yes,8.95,59,Basic,PayPal,Yes,420.7
AUR-00636,No,8.67,57,Basic,Debit Card,No,498.91
AUR-00637,Yes,11.0,1,Plus,Credit Card,Yes,9.63
AUR-00638,No,12.15,62,Plus,PayPal,Yes,537.27
AUR-00639,Yes,13.97,55,Plus,Gift Card,No,1449.21
AUR-00640,No,15.88,28,Premium,Credit Card,Yes,519.53
AUR-00641,No,13.91,43,Plus,Debit Card,Yes,596.37
AUR-00642,No,15.0,60,Premium,Credit Card,No,597.22
AUR-00643,Yes,8.28,66,Basic,Credit Card,Yes,772.94
AUR-00644,No,8.43,40,Basic,PayPal,Yes,601.83
AUR-00645,No,14.75,3,Plus,Credit Card,No,164.78
AUR-00646,No,17.88,45,Premium,PayPal,Yes,638.57
AUR-00647,No,10.73,49,Basic,PayPal,Yes,512.13
AUR-00648,Yes,13.33,4,Plus,Credit Card,No,66.21
AUR-00649,No,12.66,59,Plus,PayPal,Yes,434.06
AUR-00650,Yes,9.3,14,Basic,PayPal,No,269.29
AUR-00651,Yes,13.49,65,Plus,Debit Card,No,1542.54
AUR-00652,No,16.68,40,Premium,Debit Card,Yes,686.55
AUR-00653,No,14.03,23,Plus,PayPal,Yes,202.0
AUR-00654,Yes,9.16,4,Basic,Credit Card,No,192.33
AUR-00655,No,18.63,1,Premium,Credit Card,No,82.32
AUR-00656,No,8.73,54,Basic,Credit Card,Yes,438.24
AUR-00657,No,15.0,27,Premium,Credit Card,Yes,625.83
AUR-00658,Yes,11.44,61,Basic,Debit Card,Yes,455.2
AUR-00659,No,14.27,16,Plus,Credit Card,No,225.07
AUR-00660,No,13.04,67,Plus,Debit Card,No,1479.59
AUR-00661,Yes,10.3,68,Basic,Debit Card,No,554.79
AUR-00662,No,16.95,7,Premium,PayPal,Yes,130.91
AUR-00663,No,8.27,47,Basic,Debit Card,No,446.3
AUR-00664,Yes,8.72,68,Basic,PayPal,Yes,444.32
AUR-00665,No,8.78,23,Basic,PayPal,Yes,350.38
AUR-00666,No,15.07,4,Plus,Credit Card,Yes,69.08
AUR-00667,No,18.74,63,Premium,Debit Card,Yes,1227.43
AUR-00668,No,16.34,34,Premium,Credit Card,Yes,721.99
AUR-00669,Yes,9.14,1,Basic,PayPal,Yes,92.21
AUR-00670,No,13.24,61,Plus,Debit Card,Yes,532.63
AUR-00671,Yes,8.29,49,Basic,Credit Card,No,328.71
AUR-00672,Yes,12.95,5,Plus,Credit Card,Yes,65.83
AUR-00673,No,18.64,18,Premium,Credit Card,Yes,328.72
AUR-00674,No,13.34,1,Plus,PayPal,Yes,0.0
AUR-00675,No,15.28,69,Plus,PayPal,Yes,1128.66
AUR-00676,No,13.83,1,Plus,Credit Card,Yes,128.09
AUR-00677,No,17.1,58,Premium,Credit Card,Yes,721.11
AUR-00678,No,13.16,37,Plus,Credit Card,Yes,546.98
AUR-00679,Yes,9.43,42,Basic,Debit Card,Yes,642.79
AUR-00680,Yes,10.44,59,Basic,Credit Card,No,637.76
AUR-00681,Yes,7.68,65,Basic,Credit Card,Yes,840.44
AUR-00682,Yes,7.86,9,Basic,PayPal,No,103.38
AUR-00683,No,8.51,1,Basic,Debit Card,Yes,33.53
AUR-00684,No,15.1,9,Plus,PayPal,No,168.77
AUR-00685,Yes,16.56,49,Plus,Debit Card,Yes,476.55
AUR-00686,No,8.55,41,Basic,Debit Card,Yes,477.15
AUR-00687,Yes,14.24,6,Plus,Debit Card,Yes,86.24
AUR-00688,No,17.94,17,Premium,Credit Card,Yes,249.74
AUR-00689,No,15.47,39,Plus,Credit Card,No,589.9
AUR-00690,No,15.23,53,Plus,Gift Card,Yes,1650.17
AUR-00691,Yes,10.99,25,Basic,PayPal,Yes,500.23
AUR-00692,No,18.94,69,Premium,PayPal,No,978.29
AUR-00693,Yes,9.99,72,Basic,Credit Card,No,1424.11
AUR-00694,Yes,9.93,55,Basic,Credit Card,Yes,942.82
AUR-00695,No,19.51,33,Premium,Credit Card,Yes,780.09
AUR-00696,No,13.26,64,Plus,PayPal,No,773.0
AUR-00697,No,14.02,53,Plus,PayPal,No,1041.77
AUR-00698,No,12.45,37,Plus,Debit Card,No,398.04
AUR-00699,No,13.74,32,Plus,Gift Card,No,1435.95
AUR-00700,No,8.73,60,Basic,Credit Card,Yes,355.18
AUR-00701,No,8.7,40,Basic,Debit Card,Yes,736.18
AUR-00702,Yes,7.54,13,Basic,Credit Card,Yes,161.96
AUR-00703,Yes,9.77,72,Basic,Credit Card,Yes,676.1
AUR-00704,No,18.14,4,Premium,PayPal,No,74.71
AUR-00705,No,9.48,50,Basic,PayPal,Yes,566.74
AUR-00706,No,13.24,47,Plus,Credit Card,Yes,408.48
AUR-00707,No,16.69,42,Premium,Credit Card,Yes,709.92
AUR-00708,No,17.26,3,Premium,Debit Card,Yes,0.0
AUR-00709,No,13.51,35,Plus,Credit Card,Yes,281.32
AUR-00710,No,13.09,65,Plus,Debit Card,Yes,813.16
AUR-00711,No,19.01,17,Premium,Debit Card,Yes,667.64
AUR-00712,No,13.65,50,Plus,Credit Card,Yes,824.8
AUR-00713,No,16.36,62,Premium,Credit Card,Yes,1034.12
AUR-00714,No,17.71,69,Premium,Credit Card,Yes,3985.48
AUR-00715,No,17.37,37,Premium,PayPal,Yes,389.48
AUR-00716,No,10.28,22,Basic,Credit Card,No,316.72
AUR-00717,No,14.63,51,Plus,Debit Card,Yes,529.96
AUR-00718,Yes,8.78,35,Basic,Credit Card,No,336.53
AUR-00719,No,13.85,45,Plus,PayPal,Yes,521.48
AUR-00720,No,17.82,54,Premium,Credit Card,Yes,791.5
AUR-00721,No,11.75,51,Plus,Credit Card,Yes,569.7
AUR-00722,No,13.09,17,Plus,PayPal,No,235.61
AUR-00723,Yes,8.85,55,Basic,PayPal,No,325.48
AUR-00724,No,16.38,39,Premium,Credit Card,Yes,468.81
AUR-00725,Yes,9.16,67,Basic,Credit Card,Yes,830.59
AUR-00726,No,9.88,48,Basic,Gift Card,Yes,439.5
AUR-00727,Yes,7.52,65,Basic,Credit Card,Yes,191.55
AUR-00728,Yes,9.73,71,Basic,Credit Card,Yes,348.16
AUR-00729,No,12.17,72,Plus,Credit Card,No,1171.2
AUR-00730,No,14.28,54,Plus,Credit Card,Yes,673.05
AUR-00731,Yes,8.97,43,Basic,Debit Card,No,484.78
AUR-00732,No,7.93,8,Basic,Debit Card,No,277.67
AUR-00733,No,6.91,28,Basic,Debit Card,Yes,288.88
AUR-00734,No,14.59,34,Plus,Debit Card,Yes,545.62
AUR-00735,No,8.85,56,Basic,Credit Card,No,179.58
AUR-00736,No,14.3,42,Plus,PayPal,Yes,1257.35
AUR-00737,Yes,10.44,32,Basic,Credit Card,Yes,329.99
AUR-00738,Yes,10.66,10,Basic,Credit Card,No,467.09
AUR-00739,No,13.05,52,Plus,Debit Card,Yes,541.56
AUR-00740,No,14.29,31,Plus,Credit Card,No,368.56
AUR-00741,Yes,9.35,2,Basic,Credit Card,Yes,110.44
AUR-00742,Yes,10.95,20,Basic,Credit Card,Yes,312.53
AUR-00743,No,15.03,64,Premium,PayPal,Yes,1651.77
AUR-00744,Yes,8.95,8,Basic,Credit Card,Yes,12.24
AUR-00745,No,13.43,29,Plus,PayPal,Yes,278.2
AUR-00746,No,12.62,37,Plus,PayPal,Yes,306.85
AUR-00747,Yes,9.94,6,Basic,Debit Card,Yes,13.3
AUR-00748,No,14.88,12,Plus,Credit Card,Yes,146.99
AUR-00749,Yes,18.82,68,Premium,PayPal,Yes,537.43
AUR-00750,No,19.53,43,Premium,Credit Card,Yes,849.42
AUR-00751,Yes,8.54,15,Basic,PayPal,Yes,108.34
AUR-00752,Yes,8.48,12,Basic,PayPal,Yes,175.68
AUR-00753,Yes,8.31,31,Basic,Credit Card,Yes,378.16
AUR-00754,No,14.97,52,Plus,PayPal,Yes,951.25
AUR-00755,No,15.13,53,Plus,Debit Card,Yes,1533.94
AUR-00756,Yes,6.93,14,Basic,Debit Card,Yes,223.74
AUR-00757,Yes,10.28,52,Basic,Credit Card,No,616.74
AUR-00758,No,15.12,65,Premium,Debit Card,Yes,1202.17
AUR-00759,Yes,8.35,16,Basic,PayPal,Yes,146.46
AUR-00760,No,13.26,1,Plus,PayPal,No,58.23
AUR-00761,No,15.41,69,Plus,Credit Card,Yes,622.97
AUR-00762,Yes,8.19,38,Basic,Debit Card,Yes,325.87
AUR-00763,Yes,7.81,56,Basic,Debit Card,Yes,434.07
AUR-00764,No,8.79,23,Basic,Debit Card,Yes,260.37
AUR-00765,No,18.58,21,Premium,Debit Card,Yes,289.23
AUR-00766,Yes,10.75,16,Basic,Credit Card,Yes,46.41
AUR-00767,Yes,11.08,15,Basic,PayPal,Yes,297.35
AUR-00768,Yes,7.33,34,Basic,Credit Card,Yes,327.84
AUR-00769,Yes,8.64,7,Basic,Credit Card,Yes,28.69
AUR-00770,No,13.4,61,Plus,Debit Card,Yes,1058.76
AUR-00771,Yes,7.96,37,Basic,Credit Card,Yes,744.52
AUR-00772,No,14.77,66,Plus,Credit Card,Yes,1149.25
AUR-00773,Yes,13.38,36,Plus,Credit Card,Yes,329.53
AUR-00774,No,19.72,22,Premium,Debit Card,Yes,207.19
AUR-00775,Yes,9.98,37,Basic,Gift Card,Yes,202.29
AUR-00776,No,18.94,11,Premium,Debit Card,Yes,438.42
AUR-00777,No,13.72,60,Plus,Credit Card,No,567.17
AUR-00778,Yes,9.28,52,Basic,PayPal,No,344.04
AUR-00779,No,11.08,10,Plus,Credit Card,Yes,111.95
AUR-00780,No,17.32,42,Premium,Gift Card,Yes,640.81
AUR-00781,No,8.35,39,Basic,Debit Card,Yes,229.15
AUR-00782,No,16.48,14,Premium,Credit Card,No,79.79
AUR-00783,Yes,13.63,8,Plus,Debit Card,Yes,162.81
AUR-00784,No,14.1,55,Plus,Credit Card,Yes,665.48
AUR-00785,No,18.12,19,Premium,PayPal,No,423.72
AUR-00786,Yes,9.06,37,Basic,Credit Card,Yes,558.16
AUR-00787,No,18.39,18,Premium,PayPal,No,466.74
AUR-00788,No,8.51,47,Basic,PayPal,Yes,317.56
AUR-00789,No,18.14,3,Premium,PayPal,Yes,0.0
AUR-00790,No,13.5,26,Plus,PayPal,No,342.2
AUR-00791,Yes,10.6,39,Basic,Credit Card,Yes,479.16
AUR-00792,No,16.1,32,Plus,Debit Card,Yes,847.07
AUR-00793,No,9.54,44,Basic,PayPal,No,503.3
AUR-00794,No,9.66,13,Basic,Credit Card,No,104.8
AUR-00795,Yes,6.32,32,Basic,Credit Card,Yes,176.06
AUR-00796,No,8.92,55,Basic,Credit Card,No,547.46
AUR-00797,No,11.07,24,Basic,Credit Card,Yes,152.88
AUR-00798,Yes,10.32,11,Basic,PayPal,Yes,172.79
AUR-00799,No,12.6,61,Plus,Debit Card,No,558.69
AUR-00800,No,13.31,56,Plus,Debit Card,Yes,924.18
AUR-00801,No,12.9,49,Plus,Gift Card,No,1293.66
AUR-00802,Yes,7.14,58,Basic,Credit Card,Yes,438.35
AUR-00803,No,17.7,56,Premium,PayPal,Yes,1485.28
AUR-00804,No,13.31,54,Plus,Credit Card,Yes,886.03
AUR-00805,No,8.68,37,Basic,Credit Card,Yes,594.66
AUR-00806,Yes,7.79,1,Basic,Credit Card,No,170.04
AUR-00807,Yes,15.23,43,Plus,Credit Card,Yes,527.97
AUR-00808,No,10.7,19,Basic,Credit Card,Yes,247.97
AUR-00809,No,15.76,56,Plus,Debit Card,Yes,575.6
AUR-00810,No,16.26,34,Premium,Credit Card,Yes,948.19
AUR-00811,Yes,9.23,66,Basic,Credit Card,Yes,715.03
AUR-00812,Yes,8.22,43,Basic,Debit Card,Yes,259.43
AUR-00813,No,18.67,40,Premium,Credit Card,Yes,1544.47
AUR-00814,Yes,13.15,67,Plus,PayPal,Yes,959.34
AUR-00815,Yes,9.02,34,Basic,PayPal,Yes,207.45
AUR-00816,No,18.74,27,Premium,PayPal,Yes,497.38
AUR-00817,No,18.31,27,Premium,Debit Card,Yes,883.68
AUR-00818,No,13.12,63,Plus,Debit Card,Yes,569.02
AUR-00819,No,12.6,55,Plus,Debit Card,Yes,1253.36
AUR-00820,No,6.38,11,Basic,PayPal,Yes,203.14
AUR-00821,No,7.91,35,Basic,Gift Card,Yes,562.85
AUR-00822,No,15.56,27,Plus,Credit Card,No,581.91
AUR-00823,Yes,9.03,47,Basic,Debit Card,Yes,501.56
AUR-00824,No,15.34,3,Plus,PayPal,No,227.71
AUR-00825,No,18.17,52,Premium,Credit Card,Yes,996.2
AUR-00826,No,9.84,54,Basic,Debit Card,Yes,482.35
AUR-00827,No,13.86,16,Plus,Debit Card,No,361.42
AUR-00828,No,7.05,10,Basic,PayPal,Yes,112.86
AUR-00829,No,20.68,45,Premium,Credit Card,Yes,1672.8
AUR-00830,Yes,8.61,18,Basic,Credit Card,Yes,330.18
AUR-00831,No,12.31,68,Plus,Credit Card,Yes,1279.26
AUR-00832,No,12.42,56,Plus,Debit Card,Yes,1067.07
AUR-00833,No,14.19,69,Plus,PayPal,No,1234.86
AUR-00834,No,14.65,39,Plus,PayPal,Yes,769.19
AUR-00835,No,11.51,68,Plus,Credit Card,Yes,767.15
AUR-00836,No,13.6,1,Plus,Credit Card,Yes,0.0
AUR-00837,No,15.93,21,Plus,PayPal,Yes,352.24
AUR-00838,No,16.99,0,Premium,PayPal,No,119.45
AUR-00839,Yes,13.73,49,Plus,Debit Card,Yes,833.43
AUR-00840,No,15.78,37,Plus,Credit Card,No,616.73
AUR-00841,Yes,10.0,20,Basic,Credit Card,Yes,518.45
AUR-00842,No,20.04,22,Premium,PayPal,Yes,474.91
AUR-00843,No,14.77,46,Plus,Debit Card,Yes,948.58
AUR-00844,No,12.69,13,Plus,Credit Card,No,272.87
AUR-00845,Yes,7.54,37,Basic,PayPal,Yes,413.67
